labID,"	age","	error","	depth","	cc"
Pa 1996,6850,115,7.5,1
P24AA32161,6920,60,59.5,1
P26AA32163,7372,81,288,1
P28AA32165,7317,80,326.5,1
P29AA32166,7700,82,337,1
P328A50810,7866,74,428.7,1
P370A10,7851,49,634.9,1
Pa 2146,8105,60,641.7,1
Pa 2091,8150,60,649.7,1
P368A10,8809,52,682.7,1
P369A10,8834,54,688.7,1
P364A10,9280,55,705.2,1
P365A10,9327,54,716.9,1
P363A10,9340,53,723.1,1
P366A10,9656,54,726.7,1
