labID,"	age","	error","	depth","	cc"
Beta441716,4720,30,7.5,1
Poz122314,7480,50,34.5,1
Poz122366,7700,40,95.5,1
Beta441715,8360,40,124.5,1
Poz122367,7510,50,136.5,1
