labID,"	age","	error","	depth","	cc"
SacA 7217,1445,30,70.5,2
SacA 7219,2245,30,149.5,2
SacA 7220,2415,30,205.5,2
SacA 7221,2480,30,249.5,2
SacA 7222,3270,30,299.5,2
SacA 7223,3760,40,345.5,2
SacA 7224,5010,35,399.5,2
