labID,"	age","	error","	depth","	cc"
A-2820,4590,140,175,1
SMU-1232,4920,200,175,1
SMU-1223,5880,80,275,1
SMU-1231,6100,80,315,1
AA-1020,6700,130,335,1
AA-1018,6490,220,350,1
AA-1019,6770,130,350,1
AA-1017,6180,110,370,1
AA-1016,6220,150,370,1
AA-1015,7450,90,415,1
SMU-1230,7790,280,460,1
AA-253,8490,170,460,1
A-2951,8720,170,490,1
A-2826,8900,120,490,1
