labID,"	age","	error","	depth","	cc"
ETH-28746,9785,70,1172,1
ETH-23540,9590,70,1218,1
ETH-28745,9515,70,1153,1
ETH-27142,9500,75,1151,1
ETH-27143,9365,70,1176,1
ETH-27144,9150,70,1160,1
