labID,"	age","	error","	depth","	cc",delta.R,delta.STD
P-540,4990,40,,1,,
P-594,4590,40,,1,,
P-589,4090,40,,1,,
P-543,4710,40,,1,,
P-545,4860,40,,1,,
P-583,8470,40,,1,,
P-584,8420,40,,1,,
P-582,8220,40,,1,,
P-542,8570,40,,1,,
P-590,8620,40,,1,,
