depth	min	max	median	mean
1	-70	444	48	87
3	-33	511	129	158
5	-14	589	211	230
7	34	661	285	300
9	94	704	364	370
11	130	763	439	439
13	204	791	504	505
15	264	837	575	571
17	347	888	643	637
19	430	915	716	705
21	480	970	787	772
23	666	1004	851	844
25	796	1047	926	917
27	861	1131	1000	997
29	902	1304	1080	1087
31	931	1522	1157	1176
33	1008	1566	1245	1256
35	1050	1648	1333	1337
37	1146	1725	1414	1420
39	1277	1774	1499	1507
41	1346	1846	1594	1593
43	1738	2245	2011	2006
45	1862	2941	2425	2418
47	2372	3359	2896	2887
49	3198	3549	3417	3410
