labID,age,error,depth,cc
gorgo1,200,60,77.5,1
gorgo2,1930,60,284.5,1
gorgo3,2605,70,410,1
gorgo4,2800,80,498.5,1
gorgo5,4020,100,607,1
gorgo6,4470,160,634.5,1
gorgo7,6440,80,698,1
gorgo8,7350,80,742.5,1
gorgo9,8190,100,999,1
gorgo10,8690,100,1116.5,1
