labID,age,error,depth,cc
GrN-9914,2680,80,88,1
GrN-9916,8310,160,432,1
GrN-9913,1450,60,58,1
GrN-9915,2680,100,102,1
GrN-9917,9080,200,478,1
GrN-9918,9200,270,503,1
