depth	min	max	median	mean
1	-69	451	65	105
5	-53	501	107	143
10	-28	557	157	190
20	24	668	254	282
30	76	788	353	375
40	135	908	451	468
50	187	1031	547	561
60	240	1141	640	653
70	295	1253	734	744
80	348	1375	831	838
90	404	1496	928	932
110	511	1722	1117	1116
120	571	1835	1214	1209
130	619	1954	1312	1301
140	683	2055	1406	1392
150	743	2163	1498	1482
160	799	2281	1597	1574
170	856	2400	1696	1669
190	970	2627	1886	1854
210	1066	2845	2081	2039
230	1182	3074	2279	2225
250	1293	3281	2468	2407
270	1404	3514	2666	2592
290	1517	3721	2861	2776
310	1633	3935	3052	2959
340	1786	4269	3344	3233
350	1848	4389	3444	3326
370	1958	4620	3639	3514
390	2064	4825	3837	3700
410	2172	5048	4039	3886
430	2276	5251	4237	4071
450	2402	5451	4434	4257
470	2512	5663	4627	4445
490	2621	5874	4819	4632
510	2741	6094	5014	4823
530	2861	6312	5217	5011
550	2997	6525	5420	5203
580	3191	6853	5720	5485
590	3247	6967	5810	5579
600	3301	7070	5915	5672
610	3368	7173	6011	5767
620	3439	7282	6113	5862
630	3498	7378	6210	5956
650	3642	7593	6405	6147
660	3707	7693	6507	6243
670	3768	7805	6605	6339
685	3874	7973	6764	6484
694	3925	8073	6848	6570
734	4187	8499	7253	6961
