sample_name,depth,Capparidaceae,Pinus,Palmae,Farne/Sporen,varia unbestimmbar,Opal phytolithe,Compositae tub.,Chenopodiaceae,Tamarix,varia,Cornulaca,Typha,Gramineae
71.0,,0,0,0,0,4,0,0,1,2,0,0,0,9
64.0,,1,0,1,1,4,15,2,6,19,3,0,2,14
54.0,,25,0,0,0,0,1,0,1,0,0,0,0,3
43.5,,0,0,0,0,0,0,0,0,2,0,1,0,4
32.5,,0,0,0,0,0,0,0,4,0,0,2,0,1
23.0,,0,1,0,0,0,0,0,1,0,0,0,0,0
11.5,,0,0,0,0,0,0,0,2,0,0,2,0,10
2.0,,0,0,0,0,0,0,0,2,0,0,0,0,48
