sample_name,depth,Farne,Gramineae,Thickness,Compositae tub.,Nyctaginaceae,Tribulus,Cornulaca,Varia,Artemisia,Cyperaceae,Chenopodiaceae,Pinus,Capparidaceae,Varia unbestimmbar,Cassia,Acacia
192.5,,1.0,19.0,5.0,1.0,1.0,300.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
172.5,,1.0,5.0,5.0,1.0,nan,3.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan
142.5,,nan,5.0,5.0,nan,nan,nan,1.0,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan
122.5,,1.0,50.0,5.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
92.5,,1.0,84.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan
82.5,,nan,6.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0
72.5,,nan,5.0,5.0,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,1.0
22.5,,nan,131.0,5.0,1.0,nan,nan,1.0,nan,nan,nan,2.0,nan,4.0,nan,nan,nan
12.5,,1.0,19.0,5.0,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0
