Depth,Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP,EPD - Radiocarbon years BP,Acer,Aconitum,Alchemilla,Allium,Alnus glutinosa,Amaranthaceae-type,Ambrosia,Ammi,Anagallis,Anemone sect. Hepatica,Angelica archangelica-type,Angelica palustris-type,Angelica sylvestris,Anogramma leptophylla,Anthemis-type,Anthemis-type (small),Anthriscus sylvestris,Apiaceae undiff.,Apium nodiflorum,Arbutus unedo,Arenaria,Armeria,Artemisia,Asphodelus albus,Aster-type,Asteroideae undiff.,Astrantia,Bellis,Berula erecta,Betula pubescens,Botrychium,Brassicaceae,Bupleurum,Buxus sempervirens,Calluna vulgaris,Campanula,Carum verticillatum,Caryophyllaceae undiff.,Castanea sativa,Centaurea cyanus,Centaurea nigra-type,Centaurea scabiosa-type,Centaurium,Cerastium,Chaerophyllum temulum,Cichorioideae undiff.,Cicuta virosa,Cirsium-type,Cistus ladanifer-type,Colchicum montanum,Conium maculatum,Cornus sanguinea,Corylus avellana,Cuscuta,Cyperaceae,Cytisus grandiflorus,Daucus,Dianthus lusitanus-type,Dryopteris-type,Echium,Ephedra distachya-type,Ephedra fragilis-type,Epilobium,Equisetum,Erica arborea-type,Erica australis,Erica umbellata,Eryngium,Eucalyptus,Fabaceae undiff.,Fagus sylvatica,Fallopia convolvulus-type,Filago-type,Filipendula,Frangula alnus,Fraxinus angustifolia,Fritillaria lusitanica,Gagea nevadensis,Galium-type,Genista-type,Gentiana lutea/G. pneumonanthe,Gentianella campestris-type,Geranium,Gypsophila repens-type,Halimium/Tuberaria,Hedera helix,Hedwigia,Helianthemum,Heracleum,Herniaria-type,Hippophaë rhamnoides,Hydrocotyle vulgaris,Hypericum perforatum-type,Ilex aquifolium,Isoëtes,Jasione-type,Jasminum,Juglans,Juniperus communis,Jurinea,Lamiaceae undiff.,Lamium,Laserpitium,Lathyrus,Lavandula-type,Linaria,Lonicera periclymenum,Lotus,Lycopodium spike,Lycopodium spike,Lysimachia,Lythrum undiff.,Medicago,Menyanthes trifoliata,Mercurialis perennis,Meum-type,Micranthes stellaris-type,Minuartia recurva,Montia fontana,Myrica,Myriophyllum alterniflorum,Myrtus communis,Narcissus bulbocodium,Narcissus pseudonarcissus-type,Nymphaea,Oenanthe,Olea europaea,Ornithogalum-type,Ornithopus,Papaver rhoeas-type,Parnassia palustris,Paronychia polygonifolia-type,Pedicularis sylvatica,Pentaglottis sempervirens,Peucedanum-type,Phillyrea,Physospermum cornubiense,Picea,Pimpinella anisum,Pimpinella saxifraga-type,Pinus,Pistacia,Plantago coronopus sensu stricto,Plantago lanceolata-type,Plantago major-type,Plantago subulata-type,Poaceae,Poaceae (Cerealia-type),Polygonum aviculare-type,Polypodium,Potamogeton,Potentilla,Poterium sanguisorba,Prunus,Pteridium aquilinum,Quercus,Radiola linoides,Ranunculus,Ranunculus acris-type,Reseda/Sesamoides,Rhamnus,Rhinanthus/Veronica,Rosaceae undiff.,Rubus,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sagina,Salix,Sambucus nigra,Sample quantity,Sanguisorba officinalis-type,Saxifraga granulata-type,Scleranthus annuus,Scrophulariaceae undiff.,Sedum-type,Selinum carvifolia,Senecio,Seseli libanotis-type,Silaum silaus-type,Silene,Silene ciliata-type,Silene foetida-type,Silene vulgaris-type,Solanum dulcamara,Solanum nigrum-type,Solidago,Sorbus aucuparia,Sparganium,Sparganium emersum-type,Spergula,Spergularia-type,Sphagnum,Spike tablets,Stachys-type,Stellaria,Succisa,Taxus baccata,Teucrium,Thalictrum,Thymelaeaceae,Torilis arvensis-type,Trifolium-type,Trinia glauca-type,Typha latifolia,Ulex,Ulmus,Urtica,Valeriana officinalis,Valerianella,Veratrum album,Viburnum tinus,Vicia,Viola,Vitis,Zea mays
735,9817/9706/9612,--/8721/--,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,86,,,,,,,,,,,,,,,1,5,,,,,,,,,5,,3,,1,1,,,,,,,2,1,,,,,,,1,2,,,2,2,2,,,,,,5,,,,,,1,,,1,,,1,,,,,,,,,,49,11329,,,,,,2,1,,,,,,,,,,,,,,,,,,3,1,,,,,36,,,,,,98,,,,59,,,,5,432,,2,,,,,1,,,8,1,,22,,,,,,,6,,,,,,,,,,,,,,,,2,,1,,,,2,,,,,,,,,,,,,,,,,,
740,9888/9786/9694,--/8779/--,,,,,3,2,,,,1,,,,,1,,,1,,,,,,2,,,,,,93,,2,,,,,,,,,,,,,,1,,,,,,,,,2,,7,,2,2,,,,,,,,,,,,,,,2,1,1,,1,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,121,11329,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,69,,,,1,,114,1,,,87,1,1,,7,447,,3,,,,,4,,,17,,,32,,,,,,,3,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
745,9963/9865/9775,--/8837/--,,,,,2,1,,,,1,,,,2,1,,,5,,,,,2,1,,,,,,103,2,4,,,,,,,,,,,,,1,2,,,,,,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,45,11329,1,,,,,,,,,,,,2,1,,,,,,,,,,,2,,,,,,22,,,,,,95,1,,,81,1,,,14,333,,3,,,,,,,,20,2,,25,,,,,,,6,,,,,1,,,,,,,,,,,2,,1,,,,5,1,,,,,,1,,,,,,,,,,,
750,10040/9944/9854,--/8895/--,,1,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,106,1,2,,,,,,,,,2,,,,,1,,,,,,,,,1,1,8,,1,1,,,,,,,,,,1,,,,,4,2,,,3,,,,,,,,9,,,,,,,,,1,,,,,,,,,,,,,48,11329,,,,,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,66,,,,,,70,1,,,32,1,,,7,350,1,1,,,,1,,,,12,,,12,,,,1,,,3,,,,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
755,10118/10024/9933,--/8953/--,,,,,1,1,,,,,,,,,,1,,5,,,1,,2,,,,,,,88,1,1,,,,,,,,,,,,,1,3,,,,,,,,,2,,5,,2,3,,,,,,,,,,,,,,,3,,,,1,2,,,,,,1,1,,,,,,1,,,1,,,2,,,,,,,,,,36,11329,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,77,,,,,,204,,,,82,2,,1,12,485,,3,,,,1,1,,,35,,,27,,,,,,,6,,,,,,,,,,,,,,,,3,,1,,,,10,,,,,,,,,,,,,,,,,,
760,10195/10103/10009,--/9012/--,,2,,,1,1,,,,,,,,,,,,4,,,,,1,1,1,,,,,83,4,,,,,,,,,,1,,,,,2,,,,,,,,,2,,10,,2,2,,,,,,,,,,,,,,1,4,1,,,2,2,,,,,2,,5,,,,,,,,,1,,,,,,,,,,,,,57,11329,,,,1,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,80,,,,,,148,,,,36,1,,,7,512,,,,,,,4,,,12,,,18,,,,,,,5,,,,,2,,1,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
765,10275/10182/10086,--/9070/--,,,,,1,2,,,,,,,,,,,,4,,,,1,,,,,,,,90,1,,,,1,1,,,,,,,,,,1,,2,,,,,1,,3,,4,,3,2,,,,,,,,,,,,,,,7,1,,,2,3,1,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,43,11329,,,,,,1,1,1,,,,,1,,,,,2,,,,,,,2,,,,,,59,,,,,,117,,,,60,,1,,5,466,,5,,,,,,,,32,,,23,,,,,,,9,,,,,1,,,1,,,,1,,,,3,,1,,1,,3,,,,,,,,,,,,,,,,,,
770,10357/10262/10162,--/9128/--,,,,,,,,,,1,,,,,,,,1,,,,,1,,2,,,,,110,1,1,,,1,,,,,,,,,,,2,,,,,,,3,,3,,6,,2,3,,,,,,,,,,,,,,1,4,,,,2,1,,,,,,,2,,,,,,,,,2,,,1,,,,,,,,,,70,11329,1,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,59,,,,,1,120,,,,27,,1,,6,389,,1,,,,1,1,,,19,1,,25,,,,,,,,,,,,1,,3,,,,,,,,,,1,1,,,,6,,,,,,,,,,,,,,,,,,
775,10443/10341/10238,--/9186/--,,,,,,,,,,1,,2,,,2,3,,9,1,,,,4,2,,,,,,87,8,3,,,,1,,,,,,,,,7,6,,,,,,,,,4,1,7,,1,,,,,,,,,,,,,,,,,2,,,1,4,,,,,,,1,,,,,,3,,,5,,,2,,,,,,,,,,41,11329,,,,,,,2,2,,,,,2,1,,,,2,,,,,,,4,,,,,,90,,,,1,,264,,,,23,1,,,5,524,,4,,,,1,1,,,45,2,,11,,,,,,,17,,,,,2,,,,,,,,,,,3,,1,,1,,1,,,,,,,,,,,,,,,,,,
780,10528/10420/10312,--/9244/--,,,,,,,,,,1,,,,,,,,1,1,,,,4,,1,,,,,174,2,1,,,3,1,,,,,,,,,,,,,,,,,,,3,,13,,5,4,,,,,1,,,,,,,,,,4,,,,3,,,,,,,1,3,,,,,,3,,,2,,,,,,,,,,,,,87,11329,,,,,1,,3,,,1,,,1,1,,,,,,,,,,,,,,,,,90,,,,,1,170,2,,,26,1,,,4,429,,2,,,,,1,,,19,,,28,1,,,,,,3,,,,,,,2,,,,,,,,1,,,1,,,,6,,,,,,,,,,,,,,,,,,
785,10616/10500/10385,--/9303/--,,,,,,1,,,,3,,,,,,1,,11,,,,,4,2,,,,,,203,2,3,,,,,,,,,,,,,6,2,,1,,,,,,,9,,6,,2,,,,,,,1,,,,,,,,,5,1,,,4,3,1,,,,1,,1,,,,,,1,,,2,,,,,,,,,,,,1,59,11329,1,,,,,4,2,,,,,,1,1,,,,1,,,,,,1,6,,,,,,53,,,,,1,178,,,,13,2,,,3,385,,3,,,,,1,,,33,1,,28,,,,,,,2,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,1,,,,,
790,10706/10579/10457,--/9361/--,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,252,1,,,,,,,,,,,,,,,4,,,,,,,,,2,,11,,1,2,,,,,1,,,,,,,,,,4,,,,3,1,,,,,1,,3,1,,,,,4,,1,,,,1,,,,,,,,,,55,11329,2,,,,,,,,,,,,2,,,,,,,,,,,1,,1,,,,,70,,,,,,198,,,,2,,,,4,448,,1,,,,1,2,,,32,,,28,,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,,,,,,,,,,
795,10750/10624/10503,--/9393/--,,,,,1,,,,,1,,,,,,,,6,,,,1,3,1,,,,,,66,2,3,,,,,,,,,,,,,3,1,,,,,,,1,,,,1,,2,3,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,37,11329,,,,,,,2,,,,,,1,,,,,1,,,,,,,6,1,,,,,62,,,,,1,202,,,,,2,1,,3,433,,1,,,,2,3,,,37,,,18,,,,,,,9,,2,,,,,,,,,,,,,,2,,1,,,,7,,,,,2,,,,,,,,,,,,,
800,10753/10634/10520,--/9399/--,,,,,,1,,,,1,,,,,,,1,11,,,,,1,,,,,,,294,3,3,,,1,,,,,,,,,,7,4,,,,,,,,,2,1,6,,4,,,,,,,,,,,,,,,,15,,,,4,3,1,,,,,,7,,,,,,,,,3,,,,,,,,,,,,,108,11329,,,,,,,,,,,,,1,1,,,,1,1,,,,,1,9,,,,,,91,,,,,4,245,,,,,,,,,519,,3,,,1,,3,,,42,,,33,,,,,,,10,,,,,,,,3,,,,5,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,
805,10766/10644/10526,--/9404/--,,,,,1,,,,,,,,,,,,,14,,,,,6,,1,,,,,407,2,,1,,,1,2,,,,,,,,3,1,,,,,,,1,,2,,3,,4,1,,,,,,,,2,,,,,,,9,,,,1,2,1,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,76,11329,,,,,,,2,,,,,1,1,,,,,2,,,,,,3,2,,,,,,58,1,,1,,1,215,,,,,,,,1,541,,2,,,,,1,,,35,,,23,,,,,,,6,,,,,,,,,,,,3,,,,1,,1,,,,5,,,,,,,,,,,,,,,1,,,
810,10790/10654/10533,--/9410/--,,,,,,,,,,,,,,,,,,13,,,,,4,,,1,,,,195,4,,,,,1,,,,,,,,,3,2,,,,,,,,,2,1,13,,2,4,,,,,,,,,,,,,2,1,5,2,,,,2,,,,,,,1,,,,,,1,,,,,,3,,,,,1,,,,,74,11329,,,,,,,5,,,,,,2,,,,,,,,,,,4,9,,,,,,73,,,,,,146,,,,,,,,1,474,1,,,,,,2,,,43,,,34,,,,,,,10,,1,,,,,,1,,,,2,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,
815,10823/10664/10544,--/9416/--,,,,,1,1,,,,,,1,,,,,1,11,,,1,,3,,1,,1,,,365,3,4,,,1,1,,,,,,,,,2,2,,1,,,,,,,2,2,5,,7,5,,,,,1,,,,,,,,,1,13,2,,,,2,1,,,,,,2,,,,,,,,,2,,,2,,,,,,,,,,79,11329,,,,,,2,4,,,,,,4,,,,,1,,,,,,2,10,,,,,,57,,,,,1,201,,,1,,,,,,605,,1,,,,1,,,,56,,,32,,,,,,,12,,,,,,,,,,,,4,,,,3,,1,,2,,8,,,,,,,,,,,,,,,,,,
820,10857/10674/10551,--/9421/--,,,,,1,1,,,,1,,,,,,,,10,,,,,1,,,,,,,227,2,1,,,2,1,,,,,,,,,2,3,,,,,,,,,,2,3,,2,2,,,,,1,,,,,,,,,,9,1,,,,2,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,61,11329,,,,,,,1,,,,,,2,,,,,,,,,1,,3,7,,,,,,55,,,,,1,118,,,,,,,,,462,,,,,,,2,,,36,,,31,,,,,,,14,,,,,,,,,,,,3,,,,2,,1,,1,,6,,,,,,,,,,,,,,,,,,
825,10904/10684/10543,--/9427/--,,,,,1,,,,,1,,,,,,,1,15,,,,,1,,,,,,,306,,2,,,1,1,,,,,,,,,,3,,2,,,,,1,,,2,3,1,,2,,,,,,,,,,,,,,,6,1,,,2,,1,,,,,,5,,,,,,,,,1,,,1,,,,,,,,,,50,11329,,,,,,,1,,,,,,2,,,,,,,,,,,1,5,,1,,,,44,,,,,1,123,,,,,1,,,,319,,1,,,,,,,,42,,,19,,,,,,,8,,,,,,,,,,,,2,,,,2,,1,,,,2,,,,,,,,,,2,,,,,,,,
830,10946/10694/10542,--/9433/--,,,,,2,1,,,,1,,,,1,,1,1,4,,,,,2,,,,,,,210,1,1,,,,1,,,,,,,,,,1,,,,,,,,,2,1,,,5,6,,,1,,,,,1,,,,,,,4,1,,,2,1,,,,,,,4,,,,,,,,,1,,,2,,,,,,,,,,66,11329,,,,,,,,1,,,,,2,,,,,,,,,,,1,9,,2,,,,52,,,,,1,185,,,,,2,,,,349,,1,,,,,,1,,43,,,20,,,,,,,11,,,,,,,,1,,,,4,,,,3,,1,,,,9,,,,,,,,,,,,,,,,,,
835,10987/10704/10542,--/9439/--,,,,,,2,,,,1,,,,,1,,,8,,,,,4,,1,,,,,185,4,,,,3,1,,,,,,,,,,1,,1,,,,,1,,2,2,3,,2,9,,,,,,,,,,,,,,,2,,,,1,2,1,,,,,,,,1,,,,1,,,1,,,2,,,,,,,,,,25,11329,,,,,,,,,,,,,1,,,,,1,,,,,,,7,,,,,,52,,,,1,1,109,,,,,,,,,243,,2,,,,1,,,,26,,,14,,,,,,,6,,,,,,,,,,,,3,,,,2,,1,,,,2,,,,,,,,,,,,,,,,,,
840,11031/10714/10539,--/9444/--,,,,,4,1,,,,,,,,,,1,,11,,,,,7,,3,,1,,,219,4,,,,,,,,,,,,,,4,1,,,,,,,1,,2,1,8,,1,4,,,1,,,,,,,,,,,,8,,,,3,4,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,59,11329,,,,,,,,,,,,,1,,,,,,,,,,,,8,,,,,,72,1,1,,,1,185,,,,,2,,,,311,,,,,,,,,,48,,,12,,,,,,,9,,,,,,,1,1,,,,7,,,,2,,1,,2,,3,,,,,,,,,,,,,,,,,,
845,11075/10724/10533,--/9450/--,,,,,1,,,,1,,,,,,,1,,9,,,1,,1,,1,,2,,,331,2,1,,,1,1,,,,,,,,,6,3,,1,,,,,,,4,2,5,,5,8,,,1,,2,1,,,,,,,,,5,1,,,2,2,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,48,11329,,,,,,2,3,1,,,,,,1,,,,2,,,,,,3,11,,,,,,81,1,,,1,,143,,,,,,,,,447,,,,,,,,,,55,,,18,,,,,,,14,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
850,11091/10750/10563,--/9467/--,,,,,1,,,,,3,,,,,,1,1,8,,,,,1,,1,,,,,323,3,1,,,,,1,,,,,,,,1,4,,,,,,,1,,,,4,,2,4,,,,,,1,,,,,,,,,5,4,,,3,2,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,59,11329,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,65,,,1,,,112,,,,,,,,,340,,3,,,,1,1,,,43,,,19,,,,,,,4,,,,,,,,,,,,2,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,
855,11109/10776/10592,--/9485/--,,,,,1,1,,,1,1,,,,,,,2,10,,,,1,6,,3,,1,,,273,4,1,1,,1,2,,,,,,,,,1,7,,,,,,,,,3,,3,,8,8,,,,,,1,,,,,,,3,,3,1,,,7,1,2,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,53,11329,,,,,,,1,2,,,,,2,,,,,,,,,,,,20,,,,,,101,,,,1,,275,,,,,1,,,,392,,,,,,,2,,,62,,,16,,,,,,,16,,,,,,,,,,,,5,,,,1,,1,,3,,,,,,,,,,,,,,,1,,,1,,
860,11128/10802/10617,--/9502/--,,,,,1,2,,,1,2,,,,,,1,,7,,,,,2,,1,,,,,280,5,1,,,,,,,,,,,,1,2,2,,,,,,,1,,4,2,4,,4,4,,,,,,1,,,,,,,,,9,1,,,4,1,1,,,,,,3,,,,,,,,,1,,,1,,,,1,,,,,,41,11329,,,,,,1,2,,,,,,1,,,,,,,,,,,3,10,,,,,,60,,,,,1,206,,,,,2,,,,293,,2,,1,,,,,,41,,,23,,,,,,,6,,,,,,,,,,,,4,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,
865,11145/10828/10642,--/9519/--,,,,,1,,,,,,,,,,,,,10,,,1,1,1,,3,,,,,375,6,1,,,3,,,,,,,,,,3,1,,,,,,,1,,2,3,5,,4,1,,,,,2,,,,,,,,,,5,3,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,61,11329,,,,,,1,1,,,,,,1,,,,,,,,,,,,10,,1,,,,50,,,,,,126,,,,,,,,,277,,1,,1,,,1,,,43,,,25,,,,,,,4,,,,,,,2,,,,,5,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
870,11159/10853/10668,--/9537/--,,,,,,1,,,,,,,,,,,1,6,,,,,2,,1,,,,1,542,5,,,,5,,,,,,,,,,1,3,,,,,,,,,,,1,,6,2,,,,,,,,1,,,,,,,7,,,,2,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,58,11329,,,,,,1,1,,,,,,,,,,,,,,,,,3,8,,,,,,72,,,,,1,159,,,,,1,,,,324,,2,,,,1,1,,,39,,,27,,,,,,,15,,,,,,,1,,,,,4,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,
875,11170/10879/10694,--/9554/--,,,,,,,,,,,,,,,,1,,11,,,1,,5,,,1,1,,,521,6,,2,,,,,,,,,,,,1,4,,1,,,,,,,3,2,4,,3,,,,,,,,,,,,,,,,10,1,,,10,2,1,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,75,11329,,,,,,,,,,,,,1,,,,,1,,,,,,1,7,,,,1,,66,,,,,1,136,,,,,1,,,,233,,,,1,,,4,,,45,,,6,,,,,,,3,,,,,,,,,,,,4,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
880,11181/10905/10720,--/9571/--,,,,,,1,,,,,,,,1,,1,2,3,,,,,3,,,,,,,565,5,1,1,,,,,1,,,,1,,,2,7,,,,,,,,,1,1,4,,2,1,,,2,,1,,,,,,,,,,6,,,,3,1,,,,,,,1,,,,,,,,,2,,,2,,,,,,,,,,61,11329,,,,,,,,1,,,,,2,,,,,1,1,,,,,,9,,1,,,,91,,,,,1,131,,,,,1,,,,278,,,,,,,,,,52,1,,51,,,,,,,7,,,,,,1,1,1,,,,6,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
885,11200/10931/10741,--/9589/--,,,,,1,,,,,,,,,,,,,3,,,,,5,,3,,,,,296,3,,,,,1,,,,,1,,,,2,3,,,,,,,,1,,,2,,5,6,,,,,,,,,,,,,,,5,1,,,5,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,50,11329,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,61,,,,2,,107,,,,,2,,,,191,,,,,,,4,,,41,,,27,,,,,,,6,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
890,11220/10957/10761,--/9606/--,,,,,,,,,,1,,,,,1,,,3,,,,,2,,,,,2,,393,3,,,,1,1,,,,,,,,,4,1,,,,,,,,,1,,1,,4,7,,,,,,,,,,,,,,,4,2,,,,1,1,,,,,,1,,,,,,3,,,1,,,1,,,,,,,,,,56,11329,,,,,,,1,,,,,,,,,,,,,,,,,2,5,,,,,,33,,,,,1,114,,,,,,1,,,114,,3,,,,,2,,,32,,,12,1,,,,,,5,,,,,,,,,,,,3,,,,2,1,1,,2,,,,,,,,,,,,,,,,,,,,
895,11239/10982/10781,--/9624/--,,,,,,,,,,,,,,,,,1,5,,,,,,,2,,,,,351,3,,,,,,,,,,,,,,,2,,1,,,,,,,1,1,4,,5,5,,,,,,,,,,,,,,,5,,,,5,,2,,,,,,3,,,,,,2,,,,,,1,,,,,,,,,,49,11329,,,,,,,4,,,,,,1,,,,,1,,,,,,,7,,,,,,50,,,,,2,94,,,,,,1,,,115,,,,,,1,2,,,32,,,20,,,,,,,2,,,,,1,,,,,,,10,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
900,11262/11008/10802,--/9641/--,,,,,,,,,,,,,,,,3,,3,,,1,,2,,2,,,,,250,3,1,,,2,,,,,,,,,,1,3,,,,,,,,,,2,3,,3,5,,,,,,,,,,,,,,,1,1,,,2,3,2,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,52,11329,,,,,,,,,,,,,2,,,,,1,,,,,,,6,,,,,,39,,,,,1,99,,,,,1,,,,113,,,,,,,1,,,41,,,22,,,,,,,6,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
905,11286/11034/10823,--/9658/--,,,,,1,,,,,,,,,,,,,4,,,,,5,,1,2,,,,238,5,1,,,,,,,,,,,,,,2,,,,,,,1,,,,5,,3,5,,,,,,,,,,,,,,,3,,,,3,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,22,11329,,,,,,,,1,,,,,1,,,,,,,,,,,,5,,,,,,37,,,,,,68,,,,,,,,,89,,,,,,,1,,,29,1,,6,,,,,,,4,,1,,,,,1,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
910,11311/11060/10844,--/9676/--,,,,,,2,,,,,,,,1,,,,7,,,,1,3,,3,,,,,374,5,1,2,,1,,,,,,,,6,,4,2,,,,,,,,,2,3,4,,6,5,,,,,,,,,,,,,,,3,1,,,9,,2,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,30,11329,,,,,,1,2,,,,,,,,,,,,,,,,,1,12,,,,,,49,,,,,,104,,,,,,,,,88,1,2,,,,1,1,,,53,1,,16,,,,,,,9,,,,,,,1,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
915,11336/11086/10863,--/9693/--,,,,,,1,,,,,,,,,,,,2,,,,,,,1,1,,,,402,8,1,1,,1,1,,,,,1,,1,,6,3,,1,,,,,,,2,,1,,7,10,,1,,,,1,,,,,,,,,4,1,,,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,46,11329,,,,,,2,1,,,,,,2,,,,,,,,,,,,9,,1,,,,60,,,,,,159,,,,,3,,,,125,,,,1,,,7,,,36,2,,16,4,,,,,,3,,,,,,,,,,,,18,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
920,11364/11111/10884,--/9710/--,,,,,,2,,,,,,,,,,,1,14,,,,1,2,,5,,,,,408,4,1,6,,,2,,,,,,,1,,4,1,,,,,,,,,3,1,5,,2,8,,,,,,,,,,,,,,,5,1,,,3,1,1,,,,,,,,,,,,1,,,1,,,4,,,,,,,,,,30,11329,,,,,,3,,,,,,,,,,,,,,,,1,,1,18,,1,,,,55,,,,,2,135,,,,,2,,,,127,,1,,,,,2,,,47,,,13,,,,,,,12,,,,,,2,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
925,11392/11137/10904,--/9728/--,,,,,1,,,,,,,,,,,,,7,,,,,5,,1,,,,,223,6,1,,,5,,,,,,,,,,,1,,,,,,,,,,,4,,1,1,,,,,1,,,,,,,,,,5,,,,2,1,3,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,40,11329,,,,,,,,,,,,,3,,,,,,,,,1,,1,12,,,,,,59,,,1,,2,88,,,,,,,,,73,,2,,,,,,,,38,,,17,1,,,,,,4,,1,,,,,,1,,,,14,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,
930,11422/11163/10924,--/9745/--,,,,,,,,,,,,,,,,1,,11,,,,1,10,,2,,,,,341,6,1,3,,1,,,,,,,,,,3,2,,,,,,,,,,,2,,1,3,,1,,,,,,,,,,,,,7,,,,3,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,46,11329,,,,,,2,,,,,,,1,,,,1,1,,,,,,,14,,,,,,57,,,,,3,120,,,,,,,,,108,,,,,,,1,,,38,,,38,,,,,,,5,,,,,,,1,,,,,14,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
935,11454/11189/10945,--/9762/--,,,,,,1,,,,,,,,,,,,11,,,,,4,,6,,,,,368,8,3,2,,2,1,,,,,,,,,4,3,,,,,,,,,,1,8,,1,8,,,,,,,,1,,,,,2,,6,,,,2,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,44,11329,,,,,,3,,1,,,,,1,,,,,,,,,,,,10,1,,,,,61,,,,,2,139,,,,,,1,,,75,,1,,,,,,,,34,,,17,,,,,,,5,,,,,,,1,,,,,7,,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,
940,11486/11214/10965,--/9780/--,,,,,,,,,,,,,,,,,3,6,,,,1,6,,1,,,1,,416,1,1,,,,,,,,,,,,,1,3,,,,,,,,,2,1,1,,8,11,,,,,,,,,,,,,,,2,,,,6,2,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,32,11329,,,,,,3,,,,,,,,,,,,,,,,,,,11,,,,,,58,,,,,1,144,,,,,2,,,,92,,2,,,,,,,,54,,,28,,,,,,,2,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
945,11519/11240/10984,--/9797/--,,,,,,,,,,,,,,,,,,8,,,,,2,,2,,,,,409,7,,1,,4,3,,,,,,,,,,3,,2,,,,,,,3,,7,,1,7,,,,,,,,,,,,,,,2,,,,9,3,4,,,,,,,,,,,,1,,,1,,,4,,,,,,,,,,43,11329,,,,,1,1,,,,,,,,,,,,,,,,1,,,12,,,,,,67,,,,,5,140,,,,,1,,,,80,,,,,,,1,1,,84,,,29,2,,,,,,7,,2,,,,,1,,,,,4,,,,3,,1,,,,,,,,,,,,1,,,,,,,,,,
