labID,age,error,depth,cc
Meteor_1,6610,250,70,2
Meteor_2,7030,190,90,2
Meteor_3,7140,410,90,2
Meteor_4,9510,320,130,2
Meteor_5,13670,430,190,2
Meteor_6,14220,440,190,2
