Biogeographic area,Country,Site,Site_name_machine_readable,Archive type,Latitude,Longitude,Altitude,Database,Pollen,Published,Data received (from authors),Link to database,dataset_id,Dated,Recalibrated,Period,African Humid Period,Minimum mean cal BP,Maximum mean cal BP,Observations,"Concentration (Lycopodium, Eucalyptus, Spikes)",Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Reference 9,Reference 10,Reference 11,Reference 12,Reference 13,Reference 14,Reference 15,Reference 16
Sudanian,Senegal,V83-1,V83-1_Senegal,Mud river,14.317,-12.267,4,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/6e12281e-2234-41b5-af34-e42e3ad1c8a7,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,V83-3,V83-3_Senegal,Mud river,13.217,-13.367,4,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/6e12281e-2234-41b5-af34-e42e3ad1c8a7,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II","Lézine & Hooghiemstra 1990 Land-sea comparisons during the last glacial-interglacial transition: pollen records from West Tropical Africa. Palaeogeography, Palaeoclimatology, Palaeoecology. Vol 79:313-331. https://doi.org/10.1016%2F0031-0182%2890%2990025-4","Lézine, A.M. 1988 New pollen data from the Sahel, Senegal. Review of Palaeobotany and Palynology. https://doi.org/10.1016%2F0034-6667%2888%2990082-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,V83-4,V83-4_Senegal,Mud river,12.883,-12.4,4,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/6e12281e-2234-41b5-af34-e42e3ad1c8a7,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,V83-5,V83-5_Senegal,Mud river,12.633,-12.1,4,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/6e12281e-2234-41b5-af34-e42e3ad1c8a7,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,V83-7,V83-7_Senegal,Mud river,13.083,-12.717,4,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/6e12281e-2234-41b5-af34-e42e3ad1c8a7,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Chad,"Angéla-Kété, Chad",Angela_Kete_Chad,Lacustrine sediment,15.833333,15.35,315,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/6c724a06-d283-4abc-ac63-79c3f0e800ee,NA,No,No,NA,NA,NA,NA,25260.5 BP according to Watrin 2009,NA,"Maley, J. 1981. Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30 000 ans à l'époque actuelle. Orstom, Paris, 586p.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Niger,"Ari Koukouri, Niger",Ari_Koukouri_Niger,NA,13.9167,13.1003,270,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schulz, E.; Pomel, S.; Abichou, A.; Salzmann, U.1995. Climate and man. Questions and answers from both sides of the Sahara.In: Le Thomas A., Roche E. (coords). 2e symposium de palynologie africaine/2nd Symposium on African Palynology (Tervuren, Belgique, 6-10 mars 1995). Publications Occasionnelles du Centre International pour la Formation et les Echanges en Géosciences (CIFEG). Vol. 31. P. 35-47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Niger,"Arrigui, Niger",Arrigui_Niger,NA,19.05,12.9,450,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unpublished: in Hoelzmann, P., Jolly, D., Harrison, S. P., Laarif, F., Bonnefille, R., & Pachur, H. J. (1998). Mid?Holocene land?surface conditions in northern Africa and the Arabian Peninsula: A data set for the analysis of biogeophysical feedbacks in the climate system. Global biogeochemical cycles, 12(1), 35-51.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Ethiopia,Badda bog,Badda_bog_Ethiopia,Mire,7.866667,39.366667,3713,Neotoma,Fossil,Yes,NA,https://data.neotomadb.org/41582,41582,Yes,Yes,"Holocene, Pre-Holocene",Yes,689,13039,NA,NA,"Hamilton, A.C. 1982. Upper Quaternary pollen diagrams from montane eastern Africa. Pages 111-191 in Environmental history of East Africa: a study of the Quaternary. Academic Press, London, United Kingdom.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Senegal,Bandia,Bandia_Senegal,Terrestrial core,17.0188611,-14.5590556,11,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/0ccb9d6d-fcd8-43b5-9ceb-48ca3a59afd3,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Mali,Bemba Yanga,Bemba_Yanga_Mali,Pond,16.52513,2.18726,297,Neotoma,Fossil,Yes,NA,https://data.neotomadb.org/54266,54266,Yes,Yes,Middle Holocene (Northgrippian),Yes,721,5386,NA,NA,"Tovar, C., D.J. Harris, E. Breman, T. Brncic, and K.J. Willis. 2019. Tropical monodominant forest resilience to climate change in Central Africa: A Gilbertiodendron dewevrei forest pollen record over the past 2,700 years. Journal of Vegetation Science 30:575–586. 10.1111/jvs.12746.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Nigeria,BKO,BKO_Nigeria,Terrestrial core,12.1413,11.1712,330,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/1cee86a6-0fa1-4687-8b39-90d20b5fae4f,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias.	PhD Thesis, University of Wuerzburg, Frankfurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Senegal,"Bogué, Senegal",Bogue_Senegal,Alluvial sediment,16.5833,-14.2833,8,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/54682816-73d9-45a6-b0b4-0e5a8fdfc73a,NA,No,No,NA,NA,NA,NA,NA,NA,"Michel, P.; Asémien, P. 1969 Etudes sédimentologique et palynologique des sondages de Bogué (basse vallée du Sénégal) et leur interprétation morphoclimatique. Revue de Géomorphologie dynamique. Vol. 1997-113.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Nigeria,C1,C1_Nigeria,Terrestrial core,10.32,12.08,690,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/1cee86a6-0fa1-4687-8b39-90d20b5fae4f,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias.	PhD Thesis, University of Wuerzburg, Frankfurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad1 (delta),Chad1_delta_Chad,Mud river,13,14.517,402.0639954,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad2 (Eaux libres du Sud),Chad2_Eaux_libres_du_Sud_Chad,Mud river,13.033,14.633,402.305603,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad3 (Yakoua Archipel Sud),Chad3_Yakoua_Archipel_Sud,Mud river,13.417,14.7673,406.5647888,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad4 (Baga Sola n 8),Chad4_Baga_Sola_8,Mud river,13.5,14.25,407.8895874,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad5_Grande_Barriere_Chad,Chad5_Grande_Barriere_Chad,Mud river,13.383,14.083,404.1856079,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad6 (Embouchure Koumadougou),Chad6_Embouchure_Koumadougou,Mud river,13.7,13.417,400.2015991,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad7 (Archipel du Nord-Ouest),Chad7_Archipel_du_Nord_Ouest,Mud river,14.267,13.583,402.4159851,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chad8 (Nguigmi),Chad8_Nguigmi,Mud river,14.333,13.167,408.5808105,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Burkina Faso,"Chaine de Gobnangou, Burkina Faso",Chaine_de_Gobnangou_Burkina_Faso,NA,11.8092,1.8045,424.9216003,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neumann, K.; Ballouche, A. 1992 Die Chaine de Gobnangou in SE Burkina Faso – Ein Beitrag zur Vegetationsgechichte der Sudanzone W-Afrikas. Geobot. Kolloq. Vol. 8, P.53-68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Chari River,Chari_River_Chad,Mud river,14.82775,12.639833,294,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/b624874f-441e-41da-950d-00b0b8e3fc6a,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Amaral, P. G. C., Vincens, A., Guiot, J., Buchet, G., Deschamps, P., Doumnang, J. C., & Sylvestre, F. (2013). Palynological evidence for gradual vegetation and climate changes during the African Humid Period termination at 13°N from a Mega-Lake Chad sedimentary sequence. Climate of the Past, 9, 223-241. https://doi.org/10.5194/cp-9-223-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Ethiopia,Danka Valley,Danka_Valley_Ethiopia,Peat,7.866667,38.783333,3830,APD/Neotoma,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/31807b13-13d0-40c7-a416-8c3e924f6fec,NA,Yes,Yes,Early Holocene (Greenlandian),Yes,8779.5,8779.5,Dated sample do not correspond to pollen sequence,NA,"Hamilton, A.C.	1982 Environmental history of East Africa. Academic Press, London","Bonnefille, R.; Hamilton, A.C. 1986 Quaternary and Late Tertiary history of ethiopian vegetation. Acta Univ. Symb. Bot. Ups.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Ethiopia,Dega Sala,Dega_Sala_Ethiopia,Peat,7.816667,39.333333,3600,APD/Neotoma,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/c0c6b46a-c373-48b6-aac0-e966dc68a149,NA,Yes,Yes,Late Holocene (Meghalayan),No,17,2998,NA,NA,"Mohammed, M.U. 1992. Paléoenvironnement et paléoclimatologie des derniers millénaires en Ethiopie. Contribution palynologique. Thèse, Université Aix-Marseille III,","Raymonde Bonnefille; Umer Mohammed 1994 Pollen-inferred climatic fluctuations in Ethiopia during the last 3000 years. Palaeogeography, Palaeoclimatology, Palaeoecology. 10.1016/0031-0182(94)90183-x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Senegal,Dialam,Dialam_Senegal,Terrestrial core,16.3229167,-16.1313889,13,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/0ccb9d6d-fcd8-43b5-9ceb-48ca3a59afd3,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Lézine, A.M. unpublished",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,"Diogo 1, Senegal",Diogo_1_Senegal,Peat,15.2667,-16.8,8,APD/Neotoma,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/c3d59f23-ccdd-49f3-b5f0-c2a7900e80f4,NA,Yes,Yes,Early Holocene (Greenlandian),Yes,9996.6,9996.6,Calibrated date set to closest depth in pollen sequence,NA,"Lézine 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II.","Lézine and Chateauneuf, 1991 Peat in the Niayes of Senegal: depositional environment and Holocene evolution. Journal of African Earth Sciences. Vol. 12: 171-179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Senegal,"Diogo 2, Senegal",Diogo_2_Senegal,Peat,15.2667,-16.8,8,APD/Neotoma,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/9a800ebe-4662-4e70-97bd-cbd82d760b38,NA,Yes,Yes,Early Holocene (Greenlandian),Yes,1013,11745,NA,NA,"Lézine 1987 Paléoenvironnements végétaux d'Afrique Nord-Tropicale depuis 12 000 B.P.: analyse pollinique de séries sédimentaires continentales (Sénégal-Mauritanie). Thèse, Université Aix-Marseille II.",Lézine and Chateauneuf 1991 Peat in the Niayes of Senegal: depositional environment and Holocene evolution. Journal of African Earth Sciences. Vol. 12: 171-179,"Lézine 1988 Les variations de la couverture forestière mésophile d'Afrique occidentale au cours de l'Holocène. Comptes Rendus de l'Académie des Sciences, Paris. Vol. 307: 439-445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Cameroon,"Djaoude, Cameroon",Djaoude_Cameroon,NA,11.0416,14.4369,1046,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Médus, J.; Malléa, M.; Marliac, A.; Matheiu, P. 1997 Pollenanalyses et mycoflore de dépôts récents de terrasses fluviatiles du Cameroun septentrional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Nigeria,DM4,DM4_Nigeria,Terrestrial core,13.1413,11.1321,330,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/1cee86a6-0fa1-4687-8b39-90d20b5fae4f,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias.	PhD Thesis, University of Wuerzburg, Frankfurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Nigeria,DT4,DT4_Nigeria,Terrestrial core,13.1927,11.1337,330,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/1cee86a6-0fa1-4687-8b39-90d20b5fae4f,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias.	PhD Thesis, University of Wuerzburg, Frankfurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Sudan,"El Geili, Sudan",El_Geili_Sudan,NA,16,33,300,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lentini 1988. Preliminary pollen analysis at Geili (Sudan): the changing vegetational pattern.In: Caneva I. (ed.). El Geili. BAR. Int series 424, Cambridge 49-55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Chad,"Enneri Tabi, Chad",Enneri_Tabi_Chad,NA,21.3335,17.0535,1050,NA,Fossil,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jäkel, D.; Schulz, E. 1972 Spezielle Untersuchungen an der Mittelterrasse im Enneri Tabi, Tibesti -Gebirge. Zeitschrift für Geomorphologie. Vol. 15: 129-143","Schulz 1980 Zur Vegetation der östlichen zentralen Sahara und zu ihrer Entwicklung im Holozän. Würzburger Geographische Arbeiten 51, 194 p.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Nigeria,GD,GD_Nigeria,Terrestrial core,13.151,11.3408,330,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/1cee86a6-0fa1-4687-8b39-90d20b5fae4f,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias.	PhD Thesis, University of Wuerzburg, Frankfurt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Niger,"Gobero 1 (burials), Niger",Gobero_1_Niger,Archaeologial site,16.9291667,9.5022222,600,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/ecc6d9ea-87c0-453f-8c60-8ca429741392,NA,Yes,Yes,Early Holocene (Greenlandian),Yes,5725.2,9591,NA,Yes (in book Garcea 2013 chapter 7),"Sereno et al. 2008 Lakeside Cemeteries in the Sahara: 5000 Years of Holocene Population and Environmental Change. PLoS ONE	. Vol. 3. https://doi.org/10.1371%2Fjournal.pone.0002995",Mercuri 2015 Humans and Water in Desert “Refugium” Areas: Palynological Evidence of Climate Oscillations and Cultural Developments in Early and Mid-Holocene Saharan Edges. INTERDISCIPLINARIA ARCHAEOLOGICA NATURAL SCIENCES IN ARCHAEOLOGY. Vol. 6: 151-160,"Giraudi, C.; Mercuri, A.-M. 2013. Early to Middle Holocene Environmental Variations in the Gobero basin. Monograph Series 9. Journal of African Archaeology. 114-126",Garcea 2013 Gobero: the no-return frontier : archaeology and landscape at the Saharo-Sahelian borderland.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Niger,"Gobero 2 (GO1 lakebed), Niger",Gobero_2_Niger,Archaeologial site,16.9291667,9.5022222,600,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/bdb54b76-19a5-4f10-8205-22773b25ec23,NA,Yes,No,Middle Holocene (Northgrippian),Yes,6500,7500,NA,Yes (in book Garcea 2013 chapter 7),"Sereno et al. 2008 Lakeside Cemeteries in the Sahara: 5000 Years of Holocene Population and Environmental Change. PLoS ONE	. Vol. 3. https://doi.org/10.1371%2Fjournal.pone.0002995",Mercuri 2015 Humans and Water in Desert “Refugium” Areas: Palynological Evidence of Climate Oscillations and Cultural Developments in Early and Mid-Holocene Saharan Edges. INTERDISCIPLINARIA ARCHAEOLOGICA NATURAL SCIENCES IN ARCHAEOLOGY. Vol. 6: 151-160,"Giraudi, C.; Mercuri, A.-M. 2013. Early to Middle Holocene Environmental Variations in the Gobero basin. Monograph Series 9. Journal of African Archaeology. 114-126",Garcea 2013 Gobero: the no-return frontier : archaeology and landscape at the Saharo-Sahelian borderland.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Grande-Barriere_station_168_Chad,Grande-Barriere_station_168_Chad,Mud river,13.383,14.083,404.1856079,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Cameroon,"Groumoui, Cameroon",Groumoi_Cameroon,Archaeologial site,10.31785,14.3174,430,APD,Fossil,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/fossil/77d4103b-a924-41a9-bf45-e79731de0fcf,NA,Yes,"Yes, but keep original calibration",Late Holocene (Meghalayan),No,1005.5,1005.5,NA,NA,"Delneuf, M., Médus, J. 1997 Comparaison de deux environnements anthropisés de la période protohistorique du Nord-Cameroun. Geography.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahel,Chad,Hajjer Bigli,Hajjer_Bigli_Chad,Mud river,12.767,14.75,411.459198,APD,Modern,Yes,NA,APD/Modern Pollen Data/Uuid:96c9e463-3bd9-4340-b53d-427e989ca5a5,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Maley 1981 Etudes palynologiques dans le bassin du Tchad et paléoclimatologie de l'Afrique Nord-Tropicale de 30.000 ans à l'époque actuelle. Orstom, Paris, Travaux et Documents 129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudanian,Somaliland,Hayla Cave,Hayla_Cave_Somaliland,Archaeologial site,10.76,47.3,2164,Neotoma,Fossil,Yes,NA,https://data.neotomadb.org/50245,50245,Yes,Yes,"Holocene, Pre-Holocene",Yes,0,16487,NA,NA,"Brook, G.A., D.A. Burney, and J.B. Cowart. 1990. Desert paleoenvironmental data from cave speleothems with examples from the Chihuahuan, Somalia-Chalbi, and Kalahari deserts. Palaeogeography, Palaeoclimatology, Palaeoecology 76:311-329.
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Egypt,Sed 1,Sed_1_Egypt,Lacustrine sediment,26.029,28.92,475.1167908,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7a080bcf-765d-4c51-97c0-5ef711813086,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Ritchie, J.C.1986 Modern pollen spectra from Dakhleh Oasis, Western Egyptian Desert. Grana vol 25: 177-182. https://doi.org/10.1080/00173138609427719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Egypt,Sed_10_Egypt,Sed_10_Egypt,Lacustrine sediment,25.879,28.837,522.7199707,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7a080bcf-765d-4c51-97c0-5ef711813086,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Ritchie, J.C.1986 Modern pollen spectra from Dakhleh Oasis, Western Egyptian Desert. Grana vol 25: 177-182. https://doi.org/10.1080/00173138609427719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sahara,Egypt,Sed 11,Sed_11_Egypt,Lacustrine sediment,25.927,28.9,469.6176147,APD,Modern,Yes,NA,https://africanpollendatabase.ipsl.fr/#/dataset/modern/7a080bcf-765d-4c51-97c0-5ef711813086,NA,Modern,Modern,Modern,NA,NA,NA,NA,NA,"Ritchie, J.C.1986 Modern pollen spectra from Dakhleh Oasis, Western Egyptian Desert. Grana vol 25: 177-182. https://doi.org/10.1080/00173138609427719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
