"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Abutilon t.","Acacia t.","Aerva type","Aizoaceae t.","Amaranthaceae undif.","Ambrosia t.","Anthoceros t.","Arecaceae undif.","Artemisia","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Bridelia","Calligonum","Caryophyllaceae undif.","Cassia","Celtis","Centaurea","Cichorieae","Combretaceae","Commiphora","Convolvulaceae","Crudia","Cupressaceae","Cyperaceae","Dipterygium glaucum","Dodonaea","Echinops","Echium t.","Ephedra","Erica t.","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fagonia","Fern","Galium t.","Gentianaceae undif.","Geraniaceae undif.","Heliotropium","Hibiscus","Hypoestes t.","Indeterminable","Ipomoea","Jacquemontia t.","Justicia t.","Lamiaceae undif.","Lotus t.","Maerua","Monoletes","Morella","Myriophyllum undif.","Ocimum","Olea t.","Paronychieae","Plantago","Poaceae","Podocarpus","Polygala","Polygonum t.","Psilotrichum t.","Resedaceae undiff.","Rubiaceae undif.","Rumex t.","Salix","Salvadora","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Solanum","Spergularia t.","Tamarix","Tribulus","Triletes","Typha","Unknown","Urtica t.","Ziziphus/Paliurus","Zygophyllum t."
"8394.446"," 297.200","   0.000","   1.000","   0.000","   0.000","   6.000","   0.000","  46.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  54.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  94.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  34.000","  48.000","   1.000","   1.000","   0.000","   0.000"
"8401.273"," 300.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","  42.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  88.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  39.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","  48.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  31.000","  82.000","   1.000","   0.000","   0.000","   1.000"
"8413.467"," 305.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","  18.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","  10.000","   0.000","   0.000","   1.000","   0.000","   1.000"," 103.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  28.000"," 255.000","   0.000","   0.000","   1.000","   0.000"
"8417.612"," 306.700","   0.000","   2.000","   0.000","   0.000","  50.000","   1.000","  71.000","   0.000","   0.000","   7.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   1.000","   0.000","   1.000"," 258.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   1.000","   0.000","  16.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 241.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  22.000","  44.000","   5.000","   0.000","   0.000","   0.000"
"8425.659"," 310.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  17.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  36.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","  21.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 406.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  30.000","  67.000","   3.000","   0.000","   0.000","   0.000"
"8435.413"," 314.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  56.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","  89.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 245.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  63.000","   0.000","   2.000","   1.000","   0.000","   0.000"
"8438.827"," 315.400","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","  83.000","   0.000","   0.000","   5.000","   2.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   6.000","   0.000","   0.000","   3.000","   0.000","   1.000","  36.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","  43.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  37.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  32.000","  20.000","   0.000","   0.000","   0.000","   0.000"
"8453.702"," 321.500","   0.000","   0.000","   0.000","   0.000","   8.000","   1.000","  27.000","   0.000","   0.000","   3.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","  70.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 145.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","  27.000","   0.000","   0.000","   0.000","   0.000"
"8457.36"," 323.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  74.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  15.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 661.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","  81.00","   2.00","   0.00","   0.00","   0.00"
"8464.188"," 325.800","   0.000","  13.000","   0.000","   0.000","  14.000","   0.000","  47.000","   0.000","   0.000","  13.000","   1.000","   0.000","   0.000","   2.000","   0.000","   2.000","   2.000","   2.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 188.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   2.000","   0.000","   0.000","   0.000","  21.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 231.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  33.000"," 208.000","   5.000","   0.000","   0.000","   0.000"
"8467.114"," 327.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 240.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  19.000","  36.000","   1.000","   0.000","   0.000","   0.000"
"8471.504"," 328.800","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","  29.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  17.000","   0.000","   0.000","   0.000","   0.000","   0.000","  41.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 136.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","  50.000","   0.000","   0.000","   0.000","   0.000"
"8476.869"," 331.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000"
"8481.746"," 333.000","   0.000","   1.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  59.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   5.000","  15.000","   0.000","   0.000","   0.000","   0.000"
"8489.062"," 336.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","  24.000","   2.000","   0.000","   0.000","   0.000"
"8516.38"," 346.00","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","  28.00","   0.00","   0.00","   2.00","   3.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  17.00","   1.00","   1.00","   0.00","   0.00","   0.00","  14.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   0.00","  51.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  18.00","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","  96.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  38.00","   0.00","   4.00","   1.00","   0.00","   0.00"
"8527.438"," 350.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","  15.000","   0.000","   2.000","   7.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   1.000","  85.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  27.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","  10.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  87.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  14.000","  20.000","   5.000","   1.000","   0.000","   0.000"
"8538.496"," 354.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  30.000","   1.000","   0.000","   0.000","   0.000","   0.000"
"8560.611"," 362.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000"," 119.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","  25.000","   1.000","   2.000","   0.000","   0.000"
"8636.634"," 389.500","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   7.000","   3.000","   0.000","   0.000","   0.000"
"8736.707"," 425.700","   1.000","   2.000","   0.000","   0.000","   4.000","   0.000","  18.000","   0.000","   0.000","   6.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  25.000","   0.000","   2.000","   0.000","   0.000","   0.000","  48.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","  77.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   3.000","  27.000","   3.000","   0.000","   0.000","   0.000"
"8746.739"," 429.700","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   2.000","   0.000","   0.000","   9.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   0.000","  24.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  43.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   6.000","   7.000","   0.000","   0.000","   0.000"
"8791.269"," 455.300","   0.000","   0.000","   0.000","   0.000","  54.000","   1.000","   8.000","   0.000","   0.000","   6.000","   2.000","   0.000","   0.000","   1.000","   0.000","   2.000","   1.000","   0.000","  19.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 270.000","   2.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","  95.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","  22.000","   4.000","   1.000","   0.000","   0.000"
"8798.227"," 459.300","   0.000","   0.000","   0.000","   0.000","  54.000","   2.000","  32.000","   1.000","   1.000","   7.000","   0.000","   4.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","  18.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 490.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   1.000","   0.000","   2.000"," 180.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","  10.000","  32.000","   6.000","   0.000","   0.000","   0.000"
"8809.359"," 465.700","   0.000","   5.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","  11.000","   4.000","   0.000","   0.000","   0.000"
"8840.843"," 483.800","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   3.000","   0.000","   0.000","   3.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 148.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   7.000","   1.000","   0.000","   0.000","   0.000"
"8858.237"," 493.800","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000"
"8875.632"," 503.800","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   3.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   5.000","   9.000","   4.000","   0.000","   0.000","   0.000"
"8893.026"," 513.800","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   3.000","   2.000","   0.000","   0.000","   0.000"
"8910.42"," 523.80","   0.00","   3.00","   0.00","   0.00","  41.00","   0.00","  17.00","   0.00","   0.00","  16.00","   1.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","  37.00","   0.00","   0.00","   0.00","   0.00","   1.00","  88.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","  62.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  21.00","  17.00","   3.00","   0.00","   1.00","   0.00"
"8973.91"," 560.30","   0.00","   3.00","   0.00","   0.00","  15.00","   0.00","  51.00","   0.00","   0.00","   3.00","   1.00","   3.00","   0.00","   2.00","   0.00","   1.00","   1.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 143.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","  42.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   4.00","   2.00","   0.00","   0.00","   0.00","   0.00"," 451.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   4.00","  22.00","  39.00","   4.00","   0.00","   0.00","   0.00"
"8981.216"," 564.500","   0.000","   6.000","   0.000","   0.000","  12.000","   1.000","  44.000","   0.000","   0.000","   7.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  18.000","   1.000","   0.000","   2.000","   0.000","   0.000"," 215.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  38.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 136.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","  50.000","  22.000","   5.000","   0.000","   0.000","   0.000"
