"age_NA","ageolder_BP","ageyounger_BP","depth","Acer","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Berberis t.","Betula","Boraginaceae undif.","Brassicaceae","Cardueae undif.","Caryophyllaceae undif.","Castanea","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Fabaceae Undif.","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Hypericum undif.","Juglans","Olea t.","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Populus","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Resedaceae undiff.","Ribes","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Scrophulariaceae undif.","Thymelaeaceae undif.","Ulmus t.","Unknown","Viburnum","Vitis"
NA,NA,NA,"90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0"
NA,NA,NA,"80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,"70","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
NA,NA,NA,"60","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
NA,NA,NA,"50","2","0","4","2","0","0","2","0","2","0","0","0","0","2","4","8","0","0","0","8","6","0","4","1","0","0","0","2","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","2","1","0","9","1","0","2"
NA,NA,NA,"30","12","0","4","0","4","0","0","0","8","2","0","0","4","0","4","40","0","8","0","52","4","0","0","3","5","0","0","0","0","0","0","0","0","4","0","4","0","0","32","0","0","0","0","0","8","16","0","0","32","12","0","4"
NA,NA,NA,"40","4","0","8","4","0","0","4","0","4","0","0","0","0","4","8","16","0","0","0","16","12","0","8","4","15","0","0","0","0","0","0","4","0","0","0","0","2","0","2","0","0","0","0","0","0","3","0","0","19","6","0","4"
NA,NA,NA,"20","0","0","6","4","0","8","2","0","4","0","0","0","0","0","2","22","0","4","0","56","6","0","0","0","0","0","2","2","2","6","0","2","3","10","2","0","4","2","30","0","0","0","0","0","10","12","0","2","24","4","0","18"
NA,NA,NA,"10","10","3","14","6","0","2","4","4","12","0","2","0","2","0","6","82","3","0","3","334","16","6","0","0","4","4","0","0","0","6","2","0","0","4","2","6","0","0","20","6","2","0","5","2","6","12","0","8","10","9","8","34"
