"Depth (cm) [cm]","Sample Age (cal yr BP) [cal yr BP]","Acacia t.","Acalypha","Adansonia digitata","Aerva type","Aeschynomene","Alchornea","Algae","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Anacardiaceae undiff.","Anthostema","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Asteroideae undif.","Bridelia","Capparis","Caryophyllaceae undif.","Casuarina","Celastraceae undif.","Celosia type","Celtis","Centaurea","Cichorieae","Cissampelos","Clematis-type","Cleome","Cocculus","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cyperaceae","Detarium","Dictyandra","Diospyros/Euclea t.","Dombeya","Elaeis","Ephedra","Erythrococca/Micrococca","Fern","Ficus","Fungi","Gomphrena t.","Grewioideae","Hibiscus","Hygrophila","Hymenocardia","Hymenodictyon","Indeterminable","Ipomoea","Ixora","Justicia t.","Lannea","Lophira","Macaranga","Mallotus","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","MonolÃ¨tes Ã  Ã©pines et non lisses autres","Morelia","Musanga","Musanga/Myrianthus","Myriophyllum alterniflorum t.","Nymphaea","Ocimum","Onagraceae","Pavetta","Periploca","Phoenix t.","Poaceae","Polygala","Polygonum t.","Potamogeton","Prosopis t.","Rubiaceae undif.","Salvadora","Sapindaceae undif.","Sapotaceae undif.","Sideroxylon t.","Solanum","Spergularia t.","Spermacoce","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Tetracera alnifolia","Tinospora","Tribulus","Triletes","Typha","Uapaca","Zanthoxylum"
" 260.5","2918.0","   0.0","   0.0","   0.0","   3.0","   0.0"," 100.0","2043.0","   1.0","   0.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   9.0","   1.0","   1.0","   0.0","  83.0","   0.0","   0.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   1.0","   0.0","  12.0","   1.0","  22.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 349.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  16.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  10.0","  48.0","   0.0","   4.0"
" 265.5","2987.0","   0.0","   0.0","   0.0","   5.0","   0.0","  91.0","1581.0","   1.0","   2.0","   5.0","   0.0","   2.0","   0.0","   0.0","   0.0","  16.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0"," 127.0","   2.0","   1.0","   0.0","   0.0","  11.0","   0.0","   0.0","   5.0","   1.0","   4.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   1.0","   0.0","   7.0","   0.0","  19.0","   0.0","   0.0","  13.0","   1.0","  39.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 365.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   7.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","  30.0","   2.0","   3.0"
" 270.5","3059.0","   0.0","   0.0","   0.0","   0.0","   0.0","  63.0","1924.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","  50.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   9.0","   0.0","  35.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 218.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   1.0","   0.0"
" 275.5","3135.0","   1.0","   0.0","   0.0","   3.0","   0.0","  62.0","2810.0","   0.0","   0.0","   2.0","   0.0","   5.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  35.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   3.0","   2.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","  13.0","   1.0","   0.0","   7.0","   0.0","  15.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0"," 175.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   9.0","   3.0"
" 280.5","3212.0","   0.0","   0.0","   0.0","   5.0","   0.0","  40.0","2524.0","   0.0","   0.0","   6.0","   0.0","   9.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   2.0","   0.0","   0.0","  47.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   2.0","   0.0","  19.0","   0.0","   0.0","   5.0","   2.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0"," 222.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   7.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   2.0","   6.0"
"  285.5"," 3280.0","    0.0","    0.0","    1.0","    5.0","    0.0","   40.0","11512.0","    0.0","    1.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","    8.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","   44.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    1.0","    7.0","    0.0","    2.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","   34.0","    0.0","    0.0","    9.0","    5.0","   15.0","    0.0","    2.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","  246.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   10.0","   30.0","    0.0","    0.0","    0.0","    2.0","    1.0","    0.0","    0.0","    5.0","    2.0","    0.0"
" 290.5","3356.0","   0.0","   0.0","   0.0","   2.0","   0.0","  33.0","1165.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","  30.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   5.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  18.0","   1.0","   0.0","   8.0","   1.0","  17.0","   0.0","   2.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 180.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   9.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   2.0","   2.0"
" 295.5","3418.0","   0.0","   0.0","   0.0","   1.0","   0.0","  33.0","6089.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  18.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  25.0","   0.0","   0.0","   9.0","   3.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 208.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","  18.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0"
" 300.5","3489.0","   0.0","   0.0","   0.0","   1.0","   0.0","  32.0","1474.0","   0.0","   1.0","   5.0","   0.0","   4.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   0.0","  30.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  12.0","   2.0","   7.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  17.0","   2.0","   0.0","  12.0","   0.0","  16.0","   0.0","   3.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 213.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0"
" 306.5","3541.0","   0.0","   0.0","   0.0","   2.0","   0.0","  33.0","2526.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  37.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  14.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   2.0","   2.0","  28.0","   1.0","   0.0","   6.0","   3.0","   6.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 159.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","  11.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   5.0","   2.0","   1.0"
" 310.5","3599.0","   0.0","   0.0","   0.0","   0.0","   0.0","  31.0","1633.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  29.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","  12.0","   1.0","   0.0","   3.0","   0.0","  24.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 200.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   7.0","   2.0","   1.0","   0.0"
" 315.5","3641.0","   0.0","   0.0","   0.0","   1.0","   0.0","  24.0","1989.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  30.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   1.0","   0.0","   6.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 159.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   9.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
" 320.5","3677.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","1258.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","  35.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   2.0","   0.0","   3.0","   0.0","  26.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 210.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","  26.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   1.0","   3.0"
" 325.5","3718.0","   0.0","   0.0","   0.0","   3.0","   0.0","  31.0","1444.0","   0.0","   0.0","   4.0","   0.0","   3.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","  37.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","  17.0","   0.0","   0.0","   2.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 218.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","  14.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   3.0"
" 330.5","3755.0","   0.0","   0.0","   0.0","   0.0","   0.0","  60.0","1300.0","   0.0","   0.0","   2.0","   0.0","   3.0","   3.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","  68.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  31.0","   0.0","  12.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  38.0","   0.0","   0.0","   6.0","   2.0","  30.0","   0.0","   2.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 424.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   3.0","   7.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   4.0","   6.0","   1.0"
" 335.5","3796.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0"," 938.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","  76.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","   1.0","   5.0","   0.0","   0.0","   0.0","   2.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0","   1.0","   0.0","   8.0","   0.0","  30.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 284.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0"
" 340.5","3836.0","   0.0","   0.0","   0.0","   0.0","   0.0","  43.0"," 877.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  46.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  12.0","   1.0","  10.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","   0.0","   0.0","   2.0","   0.0","  32.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 223.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   2.0"
" 345.5","3877.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0"," 549.0","   0.0","   1.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","  66.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","  24.0","   1.0","   0.0","   4.0","   1.0","  39.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 235.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","  11.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   7.0","   0.0","   7.0","   1.0"
" 350.5","3919.0","   0.0","   0.0","   0.0","   0.0","   0.0","  47.0","2567.0","   2.0","   1.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","  85.0","   3.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","  31.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   2.0","   0.0","  36.0","   2.0","   0.0","   9.0","   0.0","  49.0","   0.0","   0.0","   0.0","   2.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 357.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   5.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   9.0","  14.0","   8.0"
" 355.5","3964.0","   0.0","   0.0","   0.0","   0.0","   0.0","  41.0","1134.0","   1.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","  10.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","  33.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  12.0","   2.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","   1.0","   0.0","   3.0","   0.0","  25.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 225.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   9.0","   1.0"
" 360.5","4008.0","   0.0","   0.0","   0.0","   0.0","   0.0","  55.0","2814.0","   2.0","   0.0","   6.0","   0.0","   3.0","   0.0","   0.0","   0.0","  19.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   2.0","   0.0","  77.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   2.0","   7.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","   2.0","   0.0","  61.0","   5.0","   0.0","   9.0","   0.0","  31.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0"," 412.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   4.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   2.0","   0.0"
" 365.5","4049.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","  46.0","   1.0","   0.0","   1.0","   0.0","   5.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  65.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   2.0","   0.0","   1.0","   0.0","  33.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","  98.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0"
" 370.5","4095.0","   0.0","   0.0","   0.0","   1.0","   0.0","  35.0","1736.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","  30.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  19.0","   8.0","   0.0","   3.0","   0.0","  14.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 162.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   1.0"
" 375.5","4136.0","   1.0","   0.0","   0.0","   0.0","   0.0","  44.0","2863.0","   3.0","   1.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  32.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  26.0","   3.0","   0.0","   6.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"," 197.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   1.0"
" 380.5","4177.0","   0.0","   0.0","   0.0","   0.0","   0.0","  32.0","1189.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","  36.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  16.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   0.0","   0.0","   2.0","   1.0","  13.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 205.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   3.0"
" 385.5","4217.0","   0.0","   0.0","   0.0","   1.0","   0.0","  21.0"," 813.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  30.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   4.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","  21.0","   4.0","   0.0","   5.0","   0.0","  15.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 159.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  10.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   3.0","   5.0"
