"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthoceris/Isotoma","Apiaceae undif.","Araliaceae undif.","Arceuthobium","Artemisia","Asparagales","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Cathaya","Cedrus","Celtis","Centaurea","Centranthus t.","Cicatricosisporites","Cissus t.","Cistaceae","Coriaria","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Drosera","Ephedra","Erica t.","Erodium","Eucommia","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Fungi","Geranium","Hamamelidaceae","HippophaÃ«","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lythrum","Malva undif.","Morella","Musci","Olea t.","Onagraceae","Parrotia","Petaloid monocot","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Polygala","Polygonum t.","Populus","Potamogeton","Protist","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Sigmopollis","Solanaceae undif.","Sparganium","Tamarix","Thalictrum","Thymelaeaceae undif.","Tsuga","Typha","Ulmus t.","Unknown","Unknown (monolete, psilate)","Unknown (trilete, psilate)","Valeriana t.","Verbenaceae undif.","Viscum","Zelkova"
NA,NA,NA," 30.9","  6.0","  1.0","  7.0","  0.0","  0.0"," 55.0","  0.0","  0.0","  1.0","  0.0"," 17.0","  0.0"," 35.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  1.0"," 21.0","  4.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","111.0","  0.0","  2.0","  3.0"," 60.0","  0.0","  0.0","  0.0","  0.0","230.0","  0.0"," 36.0"," 65.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 68.61","  2.00","  0.00","  2.00","  0.00","  0.00"," 49.00","  0.00","  0.00","  1.00","  0.00"," 60.00","  0.00"," 18.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00"," 11.00","  3.00","  0.00","  0.00","  9.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  9.00","279.00","  0.00","  5.00","  2.00"," 75.00","  0.00","  1.00","  0.00","  0.00"," 55.00","  2.00"," 29.00"," 22.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 34.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  53.43","   2.00","   2.00","   6.00","   0.00","   0.00","  40.00","   0.00","   0.00","   1.00","   0.00","  23.00","   1.00","  39.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   3.00","   1.00","   4.00","   2.00","   0.00","   0.00","   3.00","   0.00","   1.00","  11.00","  14.00","   1.00","   0.00","   4.00","  15.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  28.00"," 405.00","   0.00","   0.00","   2.00","  84.00","   0.00","   0.00","   0.00","   0.00","2586.00","   0.00","  20.00","  36.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA," 86.11","  9.00","  0.00","  4.00","  0.00","  0.00"," 31.00","  0.00","  0.00","  0.00","  0.00"," 27.00","  0.00"," 29.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  1.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  3.00","  1.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 33.00","204.00","  0.00","  1.00","  1.00"," 42.00","  0.00","  0.00","  0.00","  0.00","119.00","  0.00"," 38.00"," 69.00","  4.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 38.2","  0.0","  0.0"," 21.0","  0.0","  0.0"," 71.0","  0.0","  1.0","  0.0","  0.0","100.0","  0.0"," 36.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  4.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  2.0"," 10.0","  0.0","  0.0","  1.0"," 16.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  1.0","  0.0"," 29.0","585.0","  0.0","  0.0","  2.0"," 67.0","  0.0","  0.0","  0.0","  0.0"," 24.0","  0.0","  9.0","  9.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 74.65","  1.00","  0.00","  8.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  0.00","  0.00"," 59.00","  0.00"," 29.00","  0.00","  4.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  1.00","  4.00","  0.00","  4.00","  3.00","  7.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00"," 13.00","378.00","  0.00","  3.00","  3.00"," 71.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00"," 32.00"," 41.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  7.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 60.41","  8.00","  0.00","  4.00","  0.00","  0.00"," 16.00","  0.00","  0.00","  1.00","  0.00"," 60.00","  0.00"," 41.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  1.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  6.00","  0.00","  3.00","  3.00","  5.00","  0.00","  0.00","  2.00"," 15.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","332.00","  0.00","  0.00","  1.00"," 84.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 11.00"," 36.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 118.98","  28.00","   3.00","  14.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","  21.00","   0.00","  22.00","   0.00","   3.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   1.00","   8.00","   0.00","   0.00","   0.00","   5.00","   2.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 102.00","1395.00","   0.00","   1.00","   1.00","  37.00","   0.00","   0.00","   0.00","   0.00","  18.00","   0.00","  31.00","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   4.00"
NA,NA,NA," 31.74"," 11.00","  0.00"," 20.00","  0.00","  0.00"," 48.00","  0.00","  0.00","  0.00","  0.00"," 39.00","  0.00"," 32.00","  4.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  4.00","  0.00","  2.00"," 17.00","  8.00","  0.00","  0.00","  4.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","590.00","  0.00","  4.00","  0.00"," 64.00","  0.00","  0.00","  0.00","  0.00"," 53.00","  1.00"," 33.00"," 50.00","  3.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 78.71","  5.00","  0.00"," 55.00","  0.00","  0.00"," 56.00","  0.00","  0.00","  0.00","  0.00"," 46.00","  0.00"," 37.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  4.00"," 10.00","  1.00","  0.00","  7.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"," 15.00","  0.00","  0.00","  0.00","  0.00","  1.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","118.00","  0.00","  3.00","  2.00"," 92.00","  0.00","  1.00","  0.00","  0.00","357.00","  0.00"," 26.00"," 20.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  3.00"
NA,NA,NA," 92.61","  5.00","  0.00","670.00","  0.00","  0.00"," 41.00","  0.00","  0.00","  0.00","  0.00"," 36.00","  0.00"," 40.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  6.00","  3.00","  0.00","  0.00","  0.00"," 19.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 15.00","  0.00","  0.00","  1.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 25.00","240.00","  0.00","  0.00","  3.00"," 60.00","  0.00","  0.00","  0.00","  0.00","396.00","  1.00"," 17.00"," 35.00","  3.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00"
NA,NA,NA," 57.67"," 16.00","  0.00"," 93.00","  0.00","  0.00"," 29.00","  0.00","  0.00","  0.00","  0.00"," 53.00","  0.00"," 16.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00","  0.00","  5.00","  0.00","  2.00"," 10.00","  3.00","  0.00","  0.00","  1.00","  4.00","  1.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 25.00","500.00","  0.00","  1.00","  1.00"," 78.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 21.00"," 47.00","  3.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 76.19","  1.00","  1.00","  7.00","  0.00","  0.00"," 47.00","  0.00","  1.00","  2.00","  0.00"," 87.00","  0.00"," 27.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  3.00","  1.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  6.00","  5.00","  0.00","  0.00"," 11.00","  2.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  4.00","  2.00","  0.00","  1.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  7.00","176.00","  0.00","  1.00","  1.00"," 99.00","  0.00","  0.00","  0.00","  0.00"," 18.00","  0.00"," 10.00"," 14.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA," 103.46","   6.00","   0.00","   8.00","   0.00","   2.00","  38.00","   0.00","   0.00","   0.00","   0.00","  23.00","   0.00","  31.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   2.00","   5.00","   1.00","   0.00","   0.00","   0.00","   7.00","   2.00","   2.00","   4.00","   9.00","   0.00","   0.00","   0.00","  71.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","  23.00","1166.00","   0.00","  13.00","   1.00","  59.00","   0.00","   0.00","   0.00","   0.00","  21.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA," 48.38","  2.00","  0.00","  5.00","  0.00","  0.00"," 33.00","  0.00","  0.00","  0.00","  0.00"," 50.00","  0.00"," 18.00","  1.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00"," 23.00","  9.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  7.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  1.00"," 87.00","  0.00","  1.00","  1.00"," 59.00","  0.00","  0.00","  0.00","  0.00","210.00","  0.00"," 44.00"," 42.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 64.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  1.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"  83.17","  23.00","   0.00","  18.00","   0.00","   0.00","  13.00","   0.00","   0.00","   0.00","   0.00","  52.00","   0.00","  17.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   4.00","   1.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   3.00","   5.00","   1.00","   0.00","   2.00","   3.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","  40.00","1288.00","   3.00","   1.00","   0.00","  59.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","  24.00","  65.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"," 172.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"  70.96","  74.00","   0.00","  32.00","   0.00","   0.00","  60.00","   0.00","   0.00","   0.00","   0.00","  18.00","   0.00","  15.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   3.00","  14.00","   0.00","   1.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   2.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  32.00","2094.00","   0.00","   0.00","   2.00","  52.00","   0.00","   0.00","   0.00","   0.00"," 102.00","   0.00","  22.00","  42.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
NA,NA,NA,"112.35"," 10.00","  2.00","  3.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  0.00"," 83.00","  0.00"," 30.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  2.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  2.00","  5.00","  2.00","  0.00","  0.00","  7.00","  1.00","  0.00","  1.00","  0.00","  4.00","  0.00","  0.00","  2.00","  0.00","  3.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  2.00","  0.00","  9.00","137.00","  0.00","  1.00","  0.00"," 69.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 51.00"," 42.00","  1.00","  3.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00"
NA,NA,NA,"  69.81","   2.00","   0.00","  14.00","   0.00","   0.00","  50.00","   0.00","   0.00","   0.00","   0.00","  53.00","   0.00","  20.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","   2.00","  11.00","   0.00","   0.00","   2.00","  37.00","   0.00","   0.00","   1.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","1073.00","   2.00","   1.00","   2.00","  79.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  20.00","  29.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00"
NA,NA,NA,"118.17","  7.00","  0.00"," 20.00","  0.00","  1.00"," 14.00","  0.00","  0.00","  0.00","  0.00"," 54.00","  0.00"," 18.00","  1.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  3.00","  1.00","  1.00","  0.00","  0.00","  0.00","  1.00","  1.00","  1.00","  2.00","  3.00","  0.00","  0.00","  0.00","  5.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  4.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00"," 13.00","274.00","  0.00","  3.00","  0.00","103.00","  0.00","  0.00","  0.00","  0.00"," 71.00","  0.00"," 23.00"," 69.00","  9.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 25.00","  0.00","  1.00","  0.00","  0.00","  0.00","  1.00","  1.00","  4.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00"
NA,NA,NA," 59.59","  8.00","  0.00","  6.00","  0.00","  0.00"," 39.00","  0.00","  0.00","  0.00","  0.00"," 19.00","  0.00"," 60.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  1.00","  4.00","  0.00","  0.00","  0.00"," 11.00","  0.00","  0.00","  1.00","  8.00","  0.00","  0.00","  0.00"," 14.00","  0.00","  2.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  6.00","  0.00","  0.00","  1.00","  0.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00"," 47.00","618.00","  0.00","  4.00","  3.00"," 46.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00"," 39.00"," 54.00","  3.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  8.00","  0.00","  1.00","  0.00","  0.00","  0.00","  2.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"
NA,NA,NA,"131.78","  6.00","  0.00"," 10.00","  0.00","  0.00"," 13.00","  0.00","  0.00","  2.00","  0.00"," 34.00","  0.00"," 30.00","  0.00","  1.00","  0.00","  3.00","  0.00","  0.00","  0.00","  3.00","  0.00","  0.00","  0.00","  2.00","  4.00","  0.00","  0.00","  0.00","  2.00","  0.00","  2.00","  1.00","  1.00","  0.00","  0.00","  0.00","  4.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  2.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 20.00","274.00","  2.00","  3.00","  4.00","126.00","  0.00","  3.00","  0.00","  0.00","  1.00","  0.00"," 28.00"," 62.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 14.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  8.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  2.00"
NA,NA,NA," 36.8","  1.0","  0.0"," 22.0","  0.0","  0.0"," 33.0","  0.0","  0.0","  0.0","  1.0"," 65.0","  0.0"," 57.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0"," 13.0"," 16.0","  0.0","  0.0","  3.0"," 19.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 10.0","509.0","  0.0","  1.0","  3.0"," 50.0","  0.0","  0.0","  0.0","  2.0","745.0","  0.0","  5.0"," 17.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
NA,NA,NA," 46.19","  7.00","  2.00","  1.00","  0.00","  0.00"," 55.00","  0.00","  1.00","  1.00","  0.00"," 54.00","  0.00"," 20.00","  0.00","  4.00","  0.00","  1.00","  2.00","  1.00","  0.00","  2.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00","  0.00","  3.00","  0.00","  1.00","  3.00","  2.00","  0.00","  0.00","  0.00","  3.00","  1.00","  2.00","  0.00","  1.00","  2.00","  0.00","  0.00","  0.00","  1.00","  4.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00"," 10.00","  0.00","  0.00","  0.00","  5.00","431.00","  0.00","  4.00","  0.00"," 58.00","  0.00","  0.00","  2.00","  0.00","  0.00","  0.00"," 47.00"," 96.00","  1.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.00","  0.00","  0.00"," 95.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.00","  0.00","  0.00","  0.00","  0.00","  1.00"
