"Depth","Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP","EPD - Radiocarbon years BP","Sample quantity","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Angelica archangelica-type","Angelica palustris-type","Angelica sylvestris","Anthemideae undif.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Berula erecta","Betula","Brassicaceae","Buxus","Calluna","Campanulaceae","Cardueae undif.","Carum verticillatum","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cicuta virosa","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Fabaceae Undif.","Faboideae Undif.","Fagus","Fallopia","Fern","Fern-Equisetophyta","Filipendula t.","Frangula","Fraxinus","Galium t.","Genisteae","Gentiana t.","Geranium","Halimium/Tuberaria","Hedera","HippophaÃ« rhamnoides","Hydrocotyle","Hypericum undif.","Ilex","IsoÃ«tes","Jasminum","Juglans","Lamiaceae undif.","Laserpitium","Linum t.","Lonicera","Lotus t.","Lycopodium spike...112","Lycopodium spike...113","Lysimachia","Lythrum","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myrtus","Nymphaea","Olea t.","Onagraceae","Papaver t.","Parnassia","Paronychieae","Pedicularis","Pentaglottis sempervirens","Petaloid monocot","Phillyrea","Physospermum cornubiense","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Prunus t.","Quercus undif.","Ranunculaceae undif.","Reseda/Sesamoides","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Selinum carvifolia","Silaum silaus-type","Solanum","Sparganium","Spergularia t.","Spike tablets","Taxus","Thalictrum","Thymelaeaceae undif.","Trifolium t.","Trinia glauca-type","Typha","Ulmus t.","Urtica t.","Valeriana","Valerianella","Viburnum","Viola","Vitis","Zea"
" 540.0","7627/7568/7504","--/6691/--",NA,"0","0","14","0","0","0","0","0","0","1","17","0","0","0","1","2","0","167","1","0","1","2","0","0","1","0","0","2","0","0","0","1","5","1","0","2","0","0","0","26","0","0","0","0","0","22","0","0","0","4","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138","11329","0","0","0","0","0","6","0","0","0","2","0","0","0","2","0","0","2","0","0","0","70","1","0","0","131","1","0","0","351","1","0","310","6","0","0","1","2","19","21","0","0","1","0","2","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 545.0","7681/7622/7559","--/6753/--",NA,"0","0","8","1","0","0","0","0","0","0","15","0","0","0","3","2","0","126","4","0","2","1","0","0","0","0","0","3","0","0","0","1","3","0","0","6","0","1","0","19","0","0","0","0","0","21","0","0","0","1","0","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","108","11329","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","2","0","0","57","1","0","1","102","2","0","0","294","1","0","240","3","0","0","3","4","16","13","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0"
" 550.0","7743/7677/7610","--/6814/--",NA,"0","0","7","0","0","0","0","0","0","0","7","0","0","0","1","3","0","152","2","0","1","5","0","0","3","0","0","0","0","0","0","0","2","0","0","5","0","1","0","16","0","1","0","0","0","12","0","1","1","2","1","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","11329","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","2","0","0","48","1","1","0","111","0","0","0","348","0","0","204","2","0","0","3","4","7","10","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","1","0","0","0","0","0","0","0"
" 555.0","7804/7731/7652","--/6876/--",NA,"0","0","9","0","0","0","0","0","0","0","4","0","0","1","5","1","0","155","2","0","0","1","0","0","2","0","0","2","0","0","0","2","3","0","0","2","0","0","0","8","0","0","0","0","0","19","0","0","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","11329","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","2","0","60","0","0","0","130","3","0","0","210","0","0","210","1","0","0","2","2","14","6","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
" 560.0","7869/7785/7692","--/6937/--",NA,"0","0","14","0","0","0","0","0","0","0","8","0","0","0","1","2","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","2","0","2","0","0","0","12","0","0","0","0","0","15","0","0","3","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","11329","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","5","0","0","52","1","1","0","184","2","0","0","238","0","0","247","2","0","0","1","0","11","15","0","2","1","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0"
" 565.0","7938/7839/7729","--/6999/--",NA,"0","0","7","1","0","0","0","0","0","0","8","0","0","0","4","2","0","122","2","0","0","2","0","0","0","0","0","1","0","0","0","1","2","1","0","7","0","0","0","18","0","0","0","0","0","13","0","0","4","4","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85","11329","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","2","0","0","0","67","0","0","0","192","1","0","0","160","1","0","219","3","0","0","3","2","14","14","0","1","2","0","1","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0"
" 570.0","7994/7899/7794","--/7064/--",NA,"0","0","8","0","0","0","0","0","0","0","5","0","0","0","2","2","0","135","0","0","0","3","0","0","4","0","1","2","0","0","0","0","4","0","0","2","0","0","0","17","0","0","0","0","0","15","0","0","1","6","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","91","11329","1","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","1","0","3","0","71","0","0","1","192","2","0","0","100","1","0","238","0","0","0","3","2","20","13","0","1","3","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 575.0","8049/7959/7860","--/7130/--",NA,"0","0","2","0","0","0","0","2","0","0","11","0","0","1","1","1","0","173","3","0","0","1","0","0","0","0","0","2","0","0","0","1","2","0","0","3","0","0","0","15","0","0","0","0","0","17","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","87","11329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","68","4","1","0","180","1","0","0","114","1","0","210","2","0","0","0","1","17","17","0","1","2","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","1","0","0","0","0","0"
" 580.0","8106/8019/7925","--/7196/--",NA,"0","0","8","0","0","0","0","0","0","0","6","0","0","0","3","4","0","214","1","0","2","0","0","0","6","0","1","1","0","0","0","2","2","2","0","5","0","0","0","19","0","0","0","0","0","17","0","1","1","3","0","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","111","11329","0","1","0","0","0","1","0","0","0","3","0","0","0","0","0","0","4","1","0","0","79","0","0","0","255","3","0","0","144","0","0","278","5","0","0","3","3","17","33","0","1","1","0","2","0","0","0","0","0","1","3","0","0","0","0","1","0","0","0","0","0","0","1","0"
" 585.0","8166/8079/7988","--/7262/--",NA,"0","0","11","1","0","0","0","0","0","0","12","0","0","0","3","6","0","111","4","0","1","3","0","0","6","0","0","1","0","0","0","2","3","1","0","6","1","0","0","13","0","0","0","0","0","11","0","0","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","11329","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","63","0","2","1","101","1","0","0","81","2","0","216","0","0","0","3","1","26","10","0","0","0","0","1","0","0","0","0","0","1","4","1","1","0","0","0","0","0","0","0","0","1","0","0"
" 590.0","8221/8140/8044","--/7328/--",NA,"0","0","7","0","0","0","0","0","0","1","12","0","0","1","2","2","0","186","2","0","0","3","0","0","1","0","0","2","0","0","0","1","1","0","0","9","0","0","1","25","0","0","0","0","0","25","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","119","11329","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","2","0","102","0","0","0","142","3","0","0","48","1","0","246","3","0","0","2","2","20","7","0","1","2","0","1","0","0","0","0","0","1","6","2","0","0","0","0","1","0","0","0","0","0","0","0"
" 595.0","8282/8200/8106","--/7394/--",NA,"0","0","6","0","0","0","0","1","0","0","4","0","0","1","3","0","0","190","3","0","0","0","0","0","1","0","1","2","0","0","0","1","4","1","0","1","0","1","0","12","0","0","0","0","0","18","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","157","11329","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","50","0","0","0","81","2","0","0","221","0","0","242","4","0","0","1","1","14","10","0","0","2","0","2","0","0","0","1","0","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0"
" 600.0","8344/8260/8163","--/7460/--",NA,"0","0","3","1","0","0","0","0","0","0","1","0","0","0","1","2","0","168","2","0","2","0","0","0","2","0","1","0","0","0","0","1","8","0","0","4","0","0","0","12","0","0","0","0","0","17","0","0","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","92","11329","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","65","0","1","0","69","0","0","0","168","0","0","229","3","0","0","0","0","21","22","0","0","1","0","0","0","0","0","0","1","1","6","1","0","0","0","0","1","0","0","0","0","0","0","0"
" 605.0","8407/8320/8217","--/7526/--",NA,"0","0","7","0","0","0","0","0","0","0","9","0","0","1","2","1","0","165","0","0","1","2","1","0","0","0","1","2","0","0","0","5","3","0","0","1","0","0","0","12","0","0","0","0","0","11","0","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","11329","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","75","0","0","0","95","1","0","0","156","1","0","254","1","0","0","1","1","20","28","0","0","2","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 610.0","8470/8380/8270","--/7592/--",NA,"0","1","1","0","0","0","0","0","0","0","3","0","0","0","2","2","0","111","1","0","0","3","2","0","1","0","0","2","0","0","0","0","4","0","0","1","0","1","0","7","0","0","0","0","0","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","11329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","46","0","1","0","61","1","0","0","122","0","0","188","3","0","0","0","2","13","29","0","0","0","0","0","0","0","0","1","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 615.0","8536/8441/8322","--/7658/--",NA,"0","0","3","1","0","0","0","0","0","0","4","0","0","0","1","2","0","214","1","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","0","13","0","0","0","0","0","19","0","0","2","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","11329","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","97","0","0","0","86","4","0","0","172","0","0","203","2","0","0","2","1","9","30","0","0","1","0","0","0","0","0","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 620.0","8615/8501/8375","--/7724/--",NA,"0","0","5","2","0","0","0","0","0","1","10","0","0","2","2","2","0","180","0","0","0","0","0","0","2","0","1","0","0","0","0","2","1","0","0","4","0","0","0","17","0","0","0","0","0","13","0","0","0","3","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","97","11329","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","0","3","1","94","1","0","0","218","2","0","287","0","0","0","0","2","16","56","0","2","2","0","0","0","0","0","1","0","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0"
" 625.0","8689/8561/8426","--/7790/--",NA,"0","0","6","1","0","0","0","0","0","2","11","0","0","1","2","4","0","153","1","0","1","2","0","0","1","0","0","3","0","0","0","2","4","0","0","3","0","3","0","13","0","1","0","0","0","26","0","0","2","0","5","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","90","11329","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","91","0","0","0","127","0","0","0","267","3","0","287","3","0","0","0","1","33","50","0","0","1","0","0","0","0","0","0","0","1","8","0","0","0","0","2","0","0","0","0","0","0","0","0"
" 630.0","8750/8629/8505","--/7840/--",NA,"0","0","8","1","0","0","0","0","0","0","9","0","0","0","4","3","0","185","3","0","0","2","0","0","6","0","2","2","0","0","0","4","4","0","0","5","0","2","0","15","0","0","0","0","0","18","0","0","1","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","135","11329","0","0","0","0","0","1","0","0","0","3","0","0","0","0","1","0","1","0","0","0","113","0","2","0","108","0","0","0","230","2","0","287","3","0","0","0","1","18","35","0","1","4","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 635.0","8808/8697/8584","--/7891/--",NA,"0","0","5","1","0","0","0","0","0","3","8","0","0","3","2","0","0","139","6","0","1","6","1","0","1","0","0","2","0","0","0","0","7","1","0","3","0","1","0","22","0","0","0","0","0","26","0","0","5","0","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","137","11329","1","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","1","0","0","89","0","0","0","125","0","0","0","430","1","0","213","3","0","0","2","4","16","23","0","0","2","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 640.0","8861/8766/8659","--/7941/--",NA,"0","0","3","0","0","0","0","0","0","0","4","0","0","0","1","1","0","128","0","0","0","1","0","0","2","0","0","2","0","0","0","0","2","0","0","3","0","0","0","13","0","0","0","0","0","16","0","1","2","1","1","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","77","11329","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","3","0","0","0","89","0","1","0","73","0","0","0","139","0","0","229","2","0","0","2","0","8","33","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 645.0","8925/8834/8734","--/7992/--",NA,"0","0","2","0","0","0","0","1","0","0","4","0","0","1","0","0","0","81","1","0","0","1","0","0","2","0","0","1","0","0","0","0","3","1","0","2","0","0","0","12","0","0","0","0","0","16","0","0","4","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","11329","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","60","0","1","0","80","0","0","0","161","1","0","276","0","0","0","1","2","8","35","0","1","2","0","0","0","0","0","0","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0"
" 650.0","8991/8902/8808","--/8042/--",NA,"0","0","3","1","0","0","0","0","0","1","6","0","0","1","0","1","0","127","1","0","0","1","0","0","2","0","0","2","0","0","0","2","2","0","0","1","0","1","0","5","0","0","0","0","0","22","0","3","4","3","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","89","11329","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","73","0","0","0","74","0","0","0","152","0","0","238","3","0","0","0","1","10","32","0","0","1","0","1","0","1","0","0","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0"
" 655.0","9057/8970/8881","--/8092/--",NA,"0","0","3","1","0","0","0","0","0","2","6","0","0","1","3","1","0","129","4","0","0","2","0","0","2","0","0","4","0","0","0","0","1","1","0","4","0","1","1","9","0","0","0","0","0","33","1","0","3","0","2","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","88","11329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","55","0","0","0","115","1","0","0","150","1","0","284","5","0","0","0","2","16","31","0","0","0","0","2","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 660.0","9121/9038/8949","--/8143/--",NA,"0","0","3","0","0","0","0","0","0","0","9","0","0","1","4","1","0","97","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4","1","0","3","0","1","0","8","0","0","0","0","0","17","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","69","11329","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","66","0","3","0","64","0","0","0","118","0","0","177","2","0","0","1","0","12","11","0","0","1","0","0","0","1","0","0","0","1","8","0","0","2","0","0","0","0","0","0","0","0","0","0"
" 665.0","9187/9107/9014","--/8193/--",NA,"0","0","6","0","0","0","0","0","0","1","6","0","0","1","2","4","0","147","1","0","1","0","0","0","2","0","0","0","0","0","0","0","9","2","0","5","0","1","0","13","0","0","0","0","0","29","0","0","5","2","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","122","11329","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","80","0","1","0","123","0","0","0","249","0","0","310","2","0","0","1","1","23","13","0","1","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 670.0","9254/9175/9075","--/8243/--",NA,"0","0","4","1","0","0","0","0","0","0","4","0","0","0","1","1","0","117","0","0","5","1","0","0","1","0","0","3","0","0","0","2","3","0","0","4","0","0","0","9","0","0","0","0","0","27","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","11329","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","75","0","0","0","89","1","0","0","70","0","0","201","11","0","0","0","1","13","20","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 675.0","9325/9243/9137","--/8294/--",NA,"0","0","3","0","0","0","0","0","0","0","5","0","0","1","0","0","0","166","0","0","0","1","0","0","3","0","0","2","0","0","0","3","5","0","0","4","0","1","0","9","0","0","0","0","0","21","0","0","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","11329","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","60","0","0","0","100","0","0","0","207","1","0","277","1","0","0","0","1","23","28","0","0","3","0","1","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 680.0","9396/9311/9196","--/8344/--",NA,"0","0","4","0","0","1","0","0","0","0","6","0","0","1","1","2","0","86","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","2","0","0","0","9","0","0","0","0","0","19","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","91","11329","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","3","2","0","0","75","0","1","0","63","0","0","0","252","0","0","211","10","0","0","0","4","9","24","0","1","1","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 685.0","9468/9379/9254","--/8395/--",NA,"0","0","1","0","0","0","0","0","0","0","4","0","0","1","3","0","0","53","0","0","0","3","1","0","1","0","0","1","0","0","0","1","2","1","0","1","0","0","0","5","0","0","0","0","0","21","0","0","3","2","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","11329","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","52","1","1","0","116","0","0","0","222","1","0","290","2","0","0","0","0","11","23","0","1","1","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 690.0","9542/9447/9310","--/8445/--",NA,"0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","2","0","84","0","0","0","0","0","0","0","0","0","3","0","0","0","2","3","0","0","2","0","2","1","5","0","0","0","0","0","28","0","1","5","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","11329","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","1","0","86","1","0","0","106","0","0","256","8","0","0","0","5","12","7","0","0","0","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 695.0","9555/9470/9348","--/8472/--",NA,"0","0","1","0","0","0","0","0","0","1","8","0","0","0","1","3","0","89","0","0","0","3","1","0","4","0","0","0","0","0","0","0","5","2","0","5","0","4","0","2","0","1","0","0","0","30","0","0","4","1","1","8","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","98","11329","0","0","0","0","0","3","0","0","0","1","0","0","0","1","0","0","1","1","0","0","53","0","0","0","124","0","0","0","243","0","0","357","6","0","0","0","0","19","15","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 700.0","9573/9492/9382","--/8499/--",NA,"0","0","0","0","0","0","0","0","0","0","3","0","0","1","3","3","0","93","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","2","0","1","0","5","0","0","0","0","0","16","0","0","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","11329","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","82","0","2","0","71","0","0","0","202","0","0","321","4","0","0","0","4","10","12","0","2","0","0","0","0","0","0","0","1","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 705.0","9593/9514/9411","--/8526/--",NA,"0","0","4","1","0","0","0","0","0","1","10","1","0","2","0","1","0","123","2","0","0","3","0","0","2","0","0","0","0","0","0","1","5","1","0","4","0","0","0","5","0","0","0","0","0","18","0","0","5","3","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","91","11329","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","2","0","0","77","0","2","0","109","0","0","0","217","0","0","375","2","0","0","0","1","20","25","0","1","1","0","0","0","0","0","0","1","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 710.0","9618/9536/9441","--/8553/--",NA,"0","0","1","0","0","0","0","0","0","0","5","0","0","0","1","3","0","91","1","0","0","3","0","0","0","0","0","1","0","0","0","0","3","0","0","6","0","0","0","5","0","0","0","0","0","20","0","0","3","4","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","11329","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","92","0","2","0","94","0","0","0","151","0","0","403","6","0","0","0","4","12","23","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 715.0","9647/9558/9467","--/8580/--",NA,"0","0","3","1","0","0","0","0","0","1","7","0","0","0","2","2","0","61","1","0","0","1","0","0","0","0","0","3","0","0","0","0","6","3","0","5","0","2","0","2","0","0","0","0","0","22","0","0","3","0","0","3","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","71","11329","1","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","2","2","0","0","55","0","0","0","104","0","0","0","136","0","0","322","1","0","0","0","0","21","22","0","0","1","0","0","0","0","0","0","2","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 720.0","9678/9580/9492","--/8607/--",NA,"0","0","1","1","0","0","0","0","0","0","8","0","0","1","3","0","0","62","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","12","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","11329","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","47","0","0","0","65","0","0","0","150","0","0","270","1","0","0","0","1","8","28","0","0","2","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 725.0","9710/9602/9511","--/8634/--",NA,"0","0","2","0","0","0","0","0","0","0","6","0","0","0","0","1","0","120","2","0","0","0","0","0","1","0","0","2","0","0","0","0","4","1","0","4","0","0","0","2","0","0","0","0","0","28","0","0","1","2","0","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","67","11329","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","41","0","0","0","100","0","0","0","102","3","0","310","5","0","0","0","0","24","18","0","0","1","0","1","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 730.0","9746/9627/9527","--/8662/--",NA,"0","0","1","0","0","0","0","0","0","0","11","0","0","0","1","1","0","110","1","0","1","2","1","0","2","0","0","4","0","0","0","1","3","0","0","6","0","1","0","2","0","0","0","0","0","21","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","11329","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","80","0","1","0","66","0","0","0","92","1","0","396","10","0","0","0","2","10","22","0","0","4","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0"
" 735.0","9817/9706/9612","--/8721/--",NA,"0","0","1","0","0","0","0","0","0","1","10","0","0","1","0","0","0","86","0","0","0","1","0","0","0","0","0","5","0","0","0","0","6","1","0","5","0","1","0","2","0","0","0","0","0","6","0","0","1","2","2","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","49","11329","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","36","0","0","0","98","0","0","0","59","0","0","432","2","0","0","0","1","9","22","0","0","1","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 740.0","9888/9786/9694","--/8779/--",NA,"0","0","3","2","0","0","0","0","0","1","9","0","0","0","2","0","0","93","2","0","0","0","0","0","1","0","0","1","0","0","0","0","3","0","0","2","0","2","0","0","0","0","0","0","0","9","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121","11329","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","69","0","1","0","114","1","0","0","87","1","0","447","4","0","0","0","4","17","32","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
" 745.0","9963/9865/9775","--/8837/--",NA,"0","0","2","1","0","0","0","0","0","1","9","0","0","2","1","0","0","103","4","0","0","1","0","0","1","0","0","2","0","0","0","0","6","0","0","1","0","2","0","0","0","0","0","0","0","18","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","45","11329","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","22","0","0","0","95","1","0","0","81","1","0","333","4","0","0","0","0","22","25","0","0","0","0","0","0","0","0","0","2","1","5","0","0","0","0","1","0","0","0","0","0","0","0","0"
" 750.0","10040/9944/9854","--/8895/--",NA,"0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","106","2","0","0","1","0","0","2","0","2","1","0","0","0","0","3","0","0","1","0","1","0","0","0","1","0","0","0","9","0","0","4","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","48","11329","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","3","0","0","0","66","0","0","0","70","1","0","0","32","1","0","350","2","0","0","0","0","12","12","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
