"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acer","Alchemilla t.","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Calluna","Campanulaceae","Cardueae undif.","Caryophyllaceae undif.","Castanea","Centaurea","Chamaerops","Cicendia filiformis","Cichorieae","Cistaceae","Cistaceae undif.","Convolvulaceae","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Frankenia","Fraxinus","Fumaria","Galium t.","Genisteae","Gentiana t.","Geranium","Gynandriris sisyrinchium","Halimium/Tuberaria","Hedera","Hypecoum","Ilex","Indeterminable","IsoÃ«tes","IsoÃ«tes undiff.","Lamiaceae undif.","Linum t.","Lotus t.","Lythrum","Mercurialis","Morella","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nuphar","Nymphaea","Olea t.","Ononis t.","Operculodinium centrocarpum","Operculodinium israelianum","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (>37 Âµm)","Polygonum t.","Polysphaeridium zoharyi","Potamogeton","Protist","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Quercus undif.","Ranunculaceae undif.","Rhamnus","Riccia","Rosaceae undif.","Rumex t.","Salix","Sambucus","Samolus","Sanguisorba t.","Scrophulariaceae undif.","Searsia","Spergularia t.","Tamarix","Thymelaeaceae undif.","Trifolium t.","Triletes","Typha","Valerianella","Viburnum","Vitis"
"10758",NA,NA," 3270","    0","    0","   28","    0","    2","   26","    0","    0","   13","    0","    0","    0","    0","   21","    0","    0","    6","    0","    0","    3","    2","    0","    3","    0","    0","  312","    6","    0","    0","    0","    0","    0","   46","    0","    0","    0","    2","    2","    0","    1","    1","   81","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   56","    0","  699","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","   14","    0","    0","    1","   11","    0","    0","    0","    0","   16","    0","    3","    6","    0","    4","    1","    0","    6","    0","    0","    1","    0","    0","    0","    0","    0","    2","    1","    0","    0","   43","    0","    0","    0","    0"
"11022.9",NA,NA," 3475.0","    0.0","    0.0","   19.0","    0.0","    0.0","   12.0","    0.0","    0.0","   11.0","    0.0","    0.0","    0.0","    0.0","   14.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","  253.0","    2.0","    0.0","    0.0","    0.0","    0.0","    2.0","   32.0","    0.0","    0.0","    0.0","    6.0","    1.0","    0.0","    3.0","    2.0","   57.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   37.0","    0.0"," 1017.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   13.5","    0.0","    0.0","    1.0","    4.0","    0.0","    0.0","    0.0","    0.0","   17.0","    0.0","    3.0","    5.0","    0.0","    5.0","    1.0","    0.0","    5.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    1.0","    0.0","    0.0","   29.0","    0.0","    0.0","    0.0","    0.0"
"11313.6",NA,NA," 3700.0","    0.0","    2.0","  121.0","    0.0","    3.0","   79.0","    0.0","    0.0","   36.0","    0.0","    0.0","    2.0","    0.0","   40.0","    0.0","    1.0","   13.0","    0.0","    0.0","    1.0","    2.0","    0.0","    2.0","    0.0","    0.0","  150.0","    6.0","    3.0","    0.0","    0.0","    0.0","    5.0","   43.0","    0.0","    0.0","    1.0","    1.0","    3.0","    2.0","    0.0","    0.0","   29.0","    0.0","    0.0","    8.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   34.0","    0.0","  260.0","    1.0","    0.0","    0.0","    1.0","    0.0","    1.0","    2.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","   63.0","    1.0","    5.0","    0.0","   73.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","   37.0","   52.0","    9.0","   51.0","    5.0","    0.0","    5.0","    0.0","    2.0","    2.0","    0.0","    1.0","    1.0","    0.0","    0.0","   15.0","   12.0","    0.0","    0.0","   26.0","    1.0","    0.0","    0.0","    0.0"
"11572.0",NA,NA," 3900.0","    0.0","    1.0","   37.0","    0.0","    0.0","   90.0","    0.0","    0.0","   18.0","    2.0","    0.0","    3.0","    0.0","   32.0","    1.0","    0.0","   14.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    2.0","  154.0","    7.0","    6.0","    0.0","    0.0","    0.0","    5.0","   89.0","    0.0","    0.0","    0.0","    3.0","    2.0","    0.0","    0.0","    0.0","    9.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   46.0","    0.0","  240.0","    1.0","    0.0","    0.0","    0.0","    1.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    1.0","   96.5","    1.0","    3.0","    1.0","   57.0","    0.0","    0.0","    0.0","    0.0","   10.0","    0.0","   27.0","   29.0","    4.0","   39.0","    2.0","    0.0","    4.0","    0.0","    1.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    3.0","    1.0","    0.0","   35.0","    0.0","    0.0","    0.0","    0.0"
"12000.9",NA,NA," 4232.0","    0.0","    0.0","   22.0","    0.0","    0.0","   62.0","    0.0","    0.0","    9.0","    0.0","    0.0","   17.0","    0.0","   51.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","    1.0","    0.0","   41.0","   34.0","    0.0","    0.0","    0.0","    0.0","   10.0","   14.0","    0.0","    0.0","    5.0","    4.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  120.0","    0.0","   50.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","   96.0","    0.0","    0.0","    3.0","   12.0","    0.0","    0.0","    0.0","    0.0","   23.0","    0.0","   19.0","    2.0","    1.0","   20.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    8.0","    0.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0"
"12093.8",NA,NA," 4295.0","    0.0","    0.0","    0.0","    0.0","    0.0","   28.0","    0.0","    0.0","    1.0","    0.0","    0.0","    8.0","    0.0","   20.0","    1.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","   16.0","    2.0","    0.0","    0.0","    0.0","    0.0","    1.0","    6.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    1.0","    0.0","    3.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","   67.0","    0.0","   90.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   20.5","    0.0","    0.0","    4.0","   10.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    7.0","    4.0","    0.0","    7.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0"
"12706.4",NA,NA," 4645.0","    1.0","    0.0","    2.0","    0.0","    1.0","   33.0","    0.0","    0.0","    7.0","    0.0","    0.0","    6.0","    0.0","   25.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    3.0","    0.0","    6.0","    0.0","    0.0","   17.0","   11.0","    4.0","    0.0","    0.0","    0.0","   12.0","   13.0","    0.0","    0.0","    4.0","    6.0","    0.0","    0.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   39.0","    0.0","    7.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  157.0","    0.0","    5.0","    4.0","   35.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","   22.0","    5.0","    1.0","   11.0","    1.0","    0.0","    5.0","    0.0","    2.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0"
"12750.2",NA,NA," 4670.0","    0.0","    0.0","    6.0","    0.0","    0.0","   43.0","    0.0","    0.0","    5.0","    0.0","    0.0","   18.0","    0.0","   27.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    6.0","    0.0","    0.0","   13.0","   12.0","    3.0","    0.0","    0.0","    0.0","    3.0","   11.0","    0.0","    0.0","    3.0","    4.0","    0.0","    0.0","    3.0","    0.0","    3.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   26.0","    0.0","   15.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  124.5","    0.0","    5.0","    2.0","   25.0","    0.0","    0.0","    0.0","    0.0","   12.0","    0.0","   24.0","   11.0","    1.0","   21.0","    2.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    3.0","    2.0","    0.0","    0.0","    5.0","    1.0","    0.0","    0.0","    0.0"
"12813.2",NA,NA," 4706.0","    0.0","    0.0","    5.0","    0.0","    4.0","   47.0","    0.0","    0.0","    2.0","    0.0","    0.0","   11.0","    0.0","   25.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    4.0","    0.0","    3.0","    0.0","    0.0","   24.0","    6.0","    1.0","    1.0","    0.0","    2.0","   13.0","   10.0","    0.0","    0.0","    2.0","    1.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    2.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   38.0","    0.0","   15.0","    2.0","    0.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","  117.5","    0.0","   10.0","    2.0","   52.0","    0.0","    0.0","    0.0","    0.0","   67.0","    0.0","   22.0","   15.0","    3.0","   19.0","    1.0","    0.0","    2.0","    2.0","    4.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    2.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0"
"12881.5",NA,NA," 4745.0","    0.0","    0.0","    4.0","    0.0","    1.0","   31.0","    0.0","    0.0","   10.0","    0.0","    0.0","   15.0","    0.0","   43.0","    0.0","    0.0","    2.0","    0.0","    0.0","    1.0","    2.0","    0.0","   13.0","    0.0","    0.0","   25.0","   10.0","    3.0","    0.0","    0.0","    1.0","   20.0","   19.0","    0.0","    0.0","    2.0","    4.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   33.0","    0.0","   12.0","    0.0","    0.0","    0.0","    0.0","    2.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","  138.0","    0.0","    5.0","    4.0","   48.0","    0.0","    0.0","    0.0","    0.0","   20.0","    0.0","   25.0","    7.0","    3.0","   17.0","    5.0","    0.0","    1.0","    0.0","    5.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    4.0","    0.0","    0.0","    5.0","    0.0","    0.0","    1.0","    0.0"
"12911.2",NA,NA," 4762.0","    0.0","    0.0","    2.0","    0.0","    2.0","   51.0","    0.0","    0.0","    9.0","    0.0","    0.0","    9.0","    0.0","   29.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    2.0","    0.0","    9.0","    1.0","    0.0","   24.0","    5.0","    0.0","    0.0","    0.0","    0.0","    4.0","   12.0","    0.0","    0.0","    1.0","    5.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","   43.0","    0.0","   20.0","    1.0","    0.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","  110.5","    0.0","    2.0","    3.0","   52.0","    0.0","    1.0","    0.0","    0.0","   26.0","    0.0","   40.0","   16.0","    6.0","   45.0","    1.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    3.0","    0.0","    0.0","    0.0","    3.0","    1.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0"
"12960.3",NA,NA," 4790.0","    0.0","    0.0","    7.0","    0.0","    3.0","   27.0","    0.0","    2.0","    9.0","    0.0","    0.0","    7.0","    0.0","   24.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","   30.0","    8.0","    5.0","    0.0","    0.0","    1.0","   12.0","   19.0","    0.0","    0.0","    3.0","    5.0","    0.0","    0.0","    2.0","    0.0","    2.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   73.0","    0.0","   12.0","    1.0","    1.0","    0.0","    0.0","    3.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","   89.0","    0.0","    1.0","    0.0","   60.0","    0.0","    0.0","    0.0","    0.0","   12.0","    0.0","   29.0","   23.0","    1.0","   47.0","    3.0","    0.0","    0.0","    0.0","    5.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    2.0","    6.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0"
"13021.5",NA,NA," 4825.0","    0.0","    0.0","    8.0","    0.0","    2.0","   23.0","    0.0","    0.0","   12.0","    0.0","    0.0","    6.0","    0.0","   24.0","    1.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","   23.0","   13.0","    2.0","    0.0","    0.0","    1.0","    4.0","   13.0","    0.0","    0.0","    1.0","    2.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   29.0","    0.0","   15.0","    2.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   76.0","    0.0","    1.0","    0.0","   47.0","    0.0","    2.0","    0.0","    0.0","    5.0","    0.0","   42.0","   35.0","   10.0","   54.0","    3.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    2.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0"
"13091.5",NA,NA," 4865.0","    0.0","    0.0","   10.0","    0.0","    1.0","   11.0","    0.0","    0.0","   17.0","    0.0","    0.0","    3.0","    0.0","   18.0","    0.0","    0.0","    4.0","    0.0","    0.0","    3.0","    0.0","    0.0","    2.0","    1.0","    0.0","   26.0","   13.0","    1.0","    0.0","    0.0","    0.0","    5.0","   21.0","    0.0","    0.0","    0.0","    6.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   29.0","    0.0","   16.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   96.5","    0.0","    1.0","    3.0","   30.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","   40.0","   19.0","    7.0","   45.0","    1.0","    0.0","    2.0","    0.0","    3.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0"
