"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Arum","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabaceae undif.","Carya","Caryophyllaceae undif.","Celtis","Centaurea","Centranthus t.","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Filipendula t.","Fraxinus","Genisteae","Gentiana t.","Hedera","HippophaÃ« rhamnoides","Hypericum undif.","Indeterminable","Indeterminable (immature)","Juglans","Lamiaceae undif.","Lemnaceae","Ligustrum","Linum t.","Loranthus","Lycopodiella-type","Lycopodium spike","Lythrum","Menyanthes","Mercurialis","Myriophyllum undif.","Olea t.","Ononis t.","Papaver t.","Paronychieae","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Selaginella willdenowii","Solanaceae undif.","Sparganium","Spiniferites cruciformis","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Vaccinium","Valeriana t.","Vitis"
"13110",NA,NA," 1054","    4","    0","    0","   42","   12","   13","    0","   70","    0","   12","    7","    1","    0","    3","    0","    0","    2","    0","    2","    0","    4","    0","    0","    3","    0","    0","    0","    1","    0","    6","    1","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","   38","    3","    0","    1","    0","    0","    0","    0","    0","   27","    0","    0","    0","    1","    1","    0","    0","    0","    1","    0","    0","   21","    0","    0","    0","    0","  100","    0","    0","    0","    0","    0","    0","  239","    2","    2","    0","    0","    9","    5","    1","    0","    1","    0","    0","    0","   26","    0","    0","    2","    2","    0","    1","    2","    0","    0","    0","    0","    0"
"13489",NA,NA," 1064","    5","    0","    0","   96","   11","   15","    0","   53","    0","   20","    9","    1","    0","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    6","    2","    0","    0","    3","    6","    9","    1","    0","    3","    0","    0","    0","    0","    0","    1","    0","    0","    0","    9","    0","   41","    0","    0","    3","    0","    0","    0","    0","    0","   41","    1","    0","    0","    0","    0","    0","    0","    0","    2","    0","    1","   23","    0","    0","    0","    0","   96","    0","    0","    0","    0","    1","    0","  208","    0","    1","    0","    0","    3","    2","    1","    1","    1","    0","    0","    0","    3","    0","    0","    0","    1","    0","    0","    3","    0","    0","    0","    0","    0"
"13867",NA,NA," 1074","    7","    0","    0","  218","    6","   22","    0","   56","    0","   17","    8","    0","    0","    0","    0","    0","    0","    0","    1","    0","    6","    0","    0","    2","    0","    0","    0","    2","    8","   10","    0","    1","    1","    0","    0","    0","    1","    1","    1","    0","    0","    0","    0","    0","   67","    0","    0","    2","    0","    0","    0","    0","    0","   63","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","   65","    1","    1","    0","    0","  104","    2","    0","    1","    0","    0","    0","  215","    2","    0","    0","    1","    0","    1","    2","    0","    1","    0","    0","    0","    2","    0","    0","    1","    1","    0","    0","    4","    0","    0","    0","    0","    0"
"14245",NA,NA," 1084","    7","    0","    0","  170","   11","   24","    0","   48","    0","   24","    8","    0","    0","    2","    0","    0","    0","    0","    1","    0","    4","    0","    0","    7","    0","    0","    0","    1","   14","   11","    1","    0","    3","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","   72","    0","    0","    1","    0","    1","    0","    0","    0","   79","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   94","    0","    1","    0","    0","  131","    2","    0","    0","    0","    0","    0","  144","    1","    0","    1","    0","    5","    3","    4","    0","    0","    0","    0","    0","    6","    0","    0","    1","    0","    0","    0","    1","    0","    0","    0","    0","    0"
"14809",NA,NA," 1106","    3","    1","    0","   67","    9","   19","    2","   52","    0","   19","   25","    1","    0","    1","    0","    0","    0","    0","    3","    0","    3","    0","    1","    9","    0","    0","    0","    1","    6","   12","    0","    0","    7","    0","    0","    0","    1","    0","    1","    0","    0","    0","    1","    0","   63","    0","    0","    4","    0","    0","    0","    0","    0","   78","    0","    0","    0","    0","    1","    0","    1","    1","    0","    0","    0","   76","    1","    0","    0","    3","  230","    4","    1","    0","    0","    0","    0","   55","    1","    1","    0","    2","    3","    4","    0","    0","    0","    0","    0","    0","    9","    1","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","    0"
"15117",NA,NA," 1120","    1","    0","    0","   42","    6","  131","    1","   71","    0","   19","   19","    0","    0","    6","    0","    0","    0","    0","    6","    0","    2","    0","    0","   14","    0","    0","    0","    0","   17","   11","    0","    0","    9","    1","    0","    0","    0","    1","    0","    0","    0","    0","    6","    0","  109","    1","    0","    1","    0","    0","    0","    0","    0","  120","    0","    0","    0","    2","    0","    0","    1","    0","    0","    0","    1","   31","    0","    0","    0","    0","  200","   10","    1","    0","    1","    0","    0","   26","    0","    0","    0","    2","    6","    2","    3","    0","    0","    1","    0","    0","    2","    2","    0","    1","    0","    0","    1","    1","    0","    0","    0","    0","    0"
"15337",NA,NA," 1130","    3","    0","    0","   14","    2","   69","    2","  179","    0","   17","   11","    0","    0","    4","    0","    0","    1","    0","    4","    0","    0","    0","    0","    5","    0","    0","    0","    0","   25","    4","    0","    0","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    1","   39","    0","    0","    0","    0","    0","    0","    0","    0","   73","    0","    0","    0","    2","    0","    0","    0","    0","    0","    0","    0","   29","    0","    1","    0","    0","   97","    4","    0","    0","    0","    0","    0","   21","    1","    1","    0","    0","    1","    1","    1","    0","    1","    0","    0","    0","    0","    6","    0","    5","    0","    0","    0","    0","    0","    0","    0","    1","    0"
"15778",NA,NA," 1150","    2","    0","    0","   66","    3","   67","    1","  199","    0","   20","   20","    1","    0","    1","    0","    0","    0","    0","    4","    0","    2","    0","    0","    6","    0","    0","    0","    0","   23","    7","    0","    0","    8","    0","    0","    0","    0","    2","    0","    0","    0","    0","   10","    0","   22","    0","    0","    0","    0","    0","    0","    0","    0","   92","    0","    0","    0","    1","    0","    0","    1","    0","    0","    0","    0","   36","    0","    0","    0","    0","  102","    6","    0","    0","    0","    0","    0","   16","    0","    1","    0","    0","    6","    0","    1","    0","    1","    0","    0","    0","    1","    1","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0"
"16214",NA,NA," 1170","    2","    0","    0","   99","    6","   41","    2","  195","    0","   22","   19","    1","    0","    0","    0","    0","    0","    0","    3","    0","    3","    0","    0","    5","    1","    0","    0","    2","   10","    9","    0","    0","    3","    1","    0","    1","    0","    0","    0","    0","    0","    0","    4","    0","   18","    0","    0","    0","    0","    0","    0","    0","    0","   57","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","   28","    0","    2","    0","    0","  107","    9","    1","    0","    0","    0","    0","   10","    0","    1","    0","    0","    4","    2","    1","    0","    1","    0","    0","    1","    1","    0","    1","    3","    0","    0","    0","    1","    0","    0","    0","    0","    0"
"16754",NA,NA," 1200","    1","    1","    0","  108","    2","   89","    3","  196","    0","   22","   22","    0","    0","    3","    1","    0","    0","    0","    3","    0","    3","    0","    0","    2","    0","    0","    0","    0","   22","    5","    0","    0","   10","    0","    0","    0","    0","    0","    1","    0","    0","    0","    6","    0","   34","    0","    0","    1","    0","    0","    0","    0","    0","   99","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","   52","    1","    0","    0","    1","   97","    6","    1","    0","    0","    0","    0","    7","    0","    1","    0","    1","    3","    0","    2","    1","    1","    0","    0","    0","    0","    4","    0","    3","    1","    0","    0","    0","    2","    1","    0","    0","    0"
"17132",NA,NA," 1221","    2","    0","    0","  243","    4","   74","    2","  190","    0","   14","   14","    1","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    5","    1","    1","    0","    1","   23","    5","    0","    0","    2","    0","    0","    1","    0","    0","    0","    0","    0","    0","    4","    0","   24","    0","    1","    1","    0","    0","    0","    0","    0","   56","    0","    0","    0","    0","    1","    0","    1","    0","    0","    1","    0","   29","    0","    1","    0","    0","   92","    2","    0","    0","    0","    0","    0","   23","    0","    6","    0","    0","    4","    2","    3","    0","    0","    0","    0","    0","    0","    1","    0","    3","    0","    0","    0","    3","    0","    0","    1","    0","    2"
"17753.0",NA,NA," 1255.5","    0.0","    0.0","    0.0","   45.0","    1.0","   74.0","    2.0","  214.0","    0.0","   21.0","   23.0","    1.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    9.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","   14.0","    5.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","   40.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","   94.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","   48.0","    1.0","    1.0","    0.0","    0.0","  102.0","    3.0","    1.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    6.0","    2.0","    2.0","    0.0","    2.0","    0.0","    0.0","    0.0","    3.0","   16.0","    1.0","    4.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0"
"18122",NA,NA," 1276","    0","    0","    0","   45","    3","   59","    4","  191","    0","   29","   16","    0","    0","    2","    0","    0","    0","    0","    5","    0","    0","    0","    0","    4","    1","    0","    0","    0","   36","    3","    0","    0","    1","    0","    0","    0","    0","    1","    1","    0","    0","    0","   12","    0","   32","    0","    0","    0","    0","    0","    0","    0","    0","   76","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   25","    0","    0","    0","    0","  100","    3","    0","    0","    0","    0","    0","    7","    0","    2","    0","    0","    2","    3","    2","    0","    0","    0","    0","    0","    4","   12","    1","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"18653.0",NA,NA," 1305.5","    0.0","    0.0","    0.0","   66.0","    1.0","   99.0","    1.0","   65.0","    0.0","  102.0","    2.0","    1.0","    0.0","    7.0","    0.0","    1.0","    0.0","    0.0","    5.0","    0.0","   10.0","    0.0","    0.0","   24.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   48.0","    0.0","   82.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","  486.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    1.0","    1.0","    1.0","   78.0","    0.0","    1.0","    0.0","    1.0","   31.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","  176.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0"
"19076",NA,NA," 1329","    1","    0","    0","  815","    0","   60","    1","  127","    0","   77","   10","    1","    0","    5","    0","    1","    0","    0","   12","    0","    2","    0","    0","    9","    0","    0","    0","    0","    5","    4","    0","    0","    1","    0","    1","    0","    0","    2","    0","    0","    0","    0","   33","    1","   36","    0","    0","    4","    0","    0","    0","    0","    0","  326","    1","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","   90","    0","    1","    0","    0","   78","    8","    0","    0","    1","    0","    0","    9","    0","    4","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","   77","    0","    1","    0","    0","    0","    0","    0","    1","    0","    0","    0"
"19961",NA,NA," 1351","    0","    0","    0","  273","    0","   41","    1","   97","    0","   74","    5","    0","    0","    4","    0","    0","    0","    0","    9","    0","    8","    0","    0","   18","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","    0","    0","    1","    1","    1","    0","    0","    0","   65","    0","   54","    3","    0","    2","    0","    1","    1","    0","    0","  407","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    1","   79","    0","    0","    0","    0","   80","    4","    0","    0","    0","    0","    0","    4","    0","    5","    0","    1","    2","    0","    4","    0","    0","    0","    0","    0","    4","  128","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"20649",NA,NA," 1364","    0","    0","    0"," 2294","    0","   30","    0","   96","    0","   76","    0","    0","    0","    5","    0","    0","    0","    0","    7","    0","    8","    0","    0","   20","    0","    1","    0","    0","    4","    4","    1","    0","    1","    0","    0","    0","    0","    1","    0","    0","    0","    0","   50","    0","   69","    0","    0","    1","    0","    0","    0","    0","    0","  343","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","   86","    0","    1","    0","    0","   81","    4","    3","    0","    0","    0","    0","    7","    0","    8","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    2","  122","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0"
"21125",NA,NA," 1373","    0","    0","    0"," 1065","    0","   33","    0","  114","    0","   82","    3","    0","    0","    5","    0","    0","    1","    0","    7","    0","    7","    0","    0","   19","    0","    0","    0","    0","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   68","    0","   48","    0","    0","    2","    0","    0","    0","    0","    0","  417","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","  109","    0","    0","    0","    0","   36","    0","    0","    0","    0","    0","    0","    4","    0","    1","    0","    1","    0","    2","    3","    0","    0","    0","    0","    0","    0","   83","    0","    2","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"21654",NA,NA," 1383","    0","    1","    0","  838","    1","   48","    0","  128","    0","   61","    2","    0","    0","    4","    0","    0","    0","    0","    4","    0","    2","    0","    0","   19","    1","    0","    0","    0","    4","    1","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","   56","    0","   72","    0","    0","    2","    0","    0","    0","    0","    0","  307","    0","    0","    0","    0","    0","    0","    0","    1","    0","    0","    0","   87","    0","    3","    0","    0","   56","    2","    2","    0","    1","    0","    0","    3","    0","    6","    0","    1","    0","    0","    2","    0","    0","    0","    0","    0","    0","   86","    0","    1","    1","    0","    0","    0","    0","    0","    0","    0","    0"
"22793",NA,NA," 1407","    1","    1","    0","   11","    0","   23","    0","   67","    0","   81","    0","    0","    0","    5","    0","    0","    1","    0","    9","    0","    7","    0","    0","   24","    0","    0","    0","    1","    2","    0","    0","    0","    0","    0","    0","    0","    1","    1","    0","    0","    0","    0","  102","    1","   43","    0","    0","    6","    0","    0","    0","    0","    0","  380","    0","    0","    0","    0","    1","    0","    2","    0","    0","    0","    1","  143","    0","    1","    0","    1","   43","    4","    0","    0","    0","    0","    0","    5","    0","    3","    0","    2","    0","    1","    1","    0","    0","    0","    0","    0","    0","   76","    0","    0","    0","    0","    0","    1","    0","    0","    0","    0","    0"
"23614",NA,NA," 1425","    0","    0","    0","   10","    0","   78","    0","   70","    0","   69","    2","    0","    0","   14","    0","    0","    0","    0","    7","    0","    5","    0","    0","   29","    0","    0","    0","    1","    2","    6","    1","    0","    0","    0","    1","    0","    1","    0","    0","    0","    0","    0","   66","    0","   54","    0","    0","    4","    2","    0","    0","    0","    0","  385","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    2","   83","    0","    0","    0","    0","   43","    1","    0","    0","    1","    0","    0","    3","    0","    7","    0","    0","    0","    1","    0","    0","    0","    0","    0","    0","    1","  127","    0","    1","    1","    0","    0","    1","    0","    0","    1","    0","    0"
"24070",NA,NA," 1435","    0","    0","    0","    4","    0","   38","    1","   79","    0","   71","    1","    1","    0","    6","    0","    0","    0","    0","    6","    0","    9","    0","    0","   35","    0","    0","    0","    0","    1","    1","    0","    0","    1","    0","    0","    0","    1","    0","    1","    0","    0","    0","   81","    0","   65","    0","    0","    3","    0","    0","    0","    0","    0","  439","    0","    0","    0","    0","    0","    0","    1","    0","    2","    0","    0","  112","    0","    1","    1","    0","   62","    4","    0","    0","    0","    0","    0","    3","    0","    2","    0","    1","    1","    1","    0","    0","    0","    1","    0","    0","    0","  144","    1","    1","    0","    0","    0","    0","    0","    1","    0","    0","    1"
"24888.0",NA,NA," 1454.5","    0.0","    0.0","    0.0","    2.0","    1.0","   76.0","    1.0","  100.0","    0.0","   98.0","    0.0","    1.0","    0.0","    5.0","    1.0","    0.0","    0.0","    0.0","    8.0","    0.0","    5.0","    0.0","    0.0","   40.0","    0.0","    0.0","    0.0","    0.0","    1.0","    6.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    1.0","    3.0","    0.0","    0.0","    0.0","    0.0","   39.0","    0.0","   73.0","    0.0","    1.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","  529.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    1.0","   34.0","    0.0","    0.0","    0.0","    0.0","   81.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    5.0","    0.0","    1.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","   44.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0"
"25243",NA,NA," 1475","    0","    0","    0","    7","    1","   49","    1","  110","    0","   89","    3","    0","    0","    3","    0","    0","    0","    0","   10","    0","    3","    0","    0","   38","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","    1","    0","    1","    2","    0","    0","    0","    0","   47","    1","   69","    0","    0","    4","    0","    0","    0","    0","    0","  335","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   60","    0","    2","    0","    1","   77","    2","    0","    0","    0","    0","    0","    1","    0","    3","    0","    2","    1","    0","    1","    0","    0","    1","    0","    0","    0","   72","    0","    4","    0","    0","    0","    1","    0","    0","    0","    0","    1"
"25754.0",NA,NA," 1504.5","    2.0","    0.0","    0.0","   10.0","    3.0","   37.0","    0.0","   97.0","    0.0","   78.0","    2.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","   10.0","    0.0","    2.0","    0.0","    0.0","   23.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   50.0","    0.0","   66.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","  314.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","  104.0","    0.0","    1.0","    0.0","    0.0","   76.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    3.0","    0.0","    2.0","    4.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","   61.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0"
"26178",NA,NA," 1529","    0","    0","    0","    6","    3","   58","    0","   72","    0","  104","    2","    0","    0","    3","    0","    1","    0","    0","   10","    0","    7","    0","    0","   26","    0","    0","    0","    1","    0","    5","    0","    0","    3","    0","    0","    0","    0","    0","    0","    0","    0","    0","   19","    0","   79","    0","    0","    5","    0","    0","    0","    0","    0","  323","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","   72","    0","    0","    0","    0","   95","   16","    0","    0","    0","    0","    0","    0","    0","    5","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   59","    1","    3","    0","    0","    0","    1","    0","    0","    0","    0","    0"
"26525",NA,NA," 1549","    2","    0","    0","   11","    0","   52","    2","   93","    0","   94","    2","    0","    0","    5","    0","    0","    0","    0","   12","    0","    2","    0","    0","   30","    0","    0","    0","    0","    0","    8","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","   54","    1","   69","    0","    0","    5","    0","    0","    0","    0","    0","  500","    0","    0","    0","    0","    1","    0","    1","    0","    0","    0","    1","   79","    0","    0","    0","    0","   52","    2","    0","    0","    0","    0","    0","    3","    1","    4","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    4","   82","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"27044",NA,NA," 1579","    2","    0","    0","    4","    0","   68","    1","  128","    0","   95","    1","    0","    0","    3","    0","    1","    0","    1","    5","    0","    5","    0","    0","   14","    0","    0","    0","    0","    5","    7","    0","    0","    1","    0","    1","    0","    1","    1","    0","    0","    0","    0","   24","    0","   66","    0","    0","    3","    0","    0","    0","    0","    0","  354","    0","    0","    0","    0","    0","    0","    3","    0","    0","    0","    0","   50","    0","    2","    0","    1","   62","   11","    0","    0","    1","    0","    0","    0","    0","    4","    0","    1","    2","    0","    2","    0","    0","    0","    1","    0","    2","  129","    0","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0"
"27395.00",NA,NA," 1599.25","    1.00","    1.00","    0.00","    4.00","    3.00","   59.00","    0.00","  128.00","    0.00","   62.00","   21.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    5.00","    0.00","    1.00","   18.00","    1.00","    0.00","    0.00","    0.00","    0.00","    8.00","    0.00","    0.00","    3.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","   20.00","    1.00","   66.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","  247.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    2.00","    2.00","    0.00","    0.00","   85.00","    0.00","    1.00","    0.00","    0.00","   86.00","    5.00","    0.00","    0.00","    2.00","    0.00","    0.00","   22.00","    0.00","    2.00","    0.00","    0.00","    2.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","  186.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00"
"27875",NA,NA," 1627","    4","    0","    0","   16","    2","   47","    1","  134","    0","   82","    1","    1","    0","    4","    0","    1","    0","    0","    9","    0","    4","    0","    0","   15","    0","    1","    0","    0","    1","   10","    2","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","   29","    1","   47","    0","    0","    1","    0","    0","    0","    0","    0","  259","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    3","   53","    0","    0","    0","    0","   76","    5","    0","    0","    1","    0","    0","    6","    0","    3","    0","    0","    0","    2","    2","    0","    0","    0","    0","    0","    0","  526","    1","    4","    0","    0","    0","    0","    0","    0","    1","    0","    0"
"28265.0",NA,NA," 1649.5","    4.0","    1.0","    0.0","   15.0","    4.0","   40.0","    0.0","  140.0","    0.0","   62.0","    6.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    6.0","    0.0","    0.0","    7.0","    1.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    9.0","    1.0","   52.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  151.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   76.0","    0.0","    1.0","    0.0","    0.0","  108.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","   13.0","    0.0","    1.0","    0.0","    0.0","    6.0","    2.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","  164.0","    0.0","    6.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0"
"28447",NA,NA," 1660","   11","    1","    1","   48","    9","   31","    1","   74","    0","   31","    4","    1","    0","    4","    0","    0","    0","    0","    5","    0","    5","    0","    0","   10","    0","    0","    0","    0","    5","   12","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","    0","    4","    1","   38","    0","    0","    2","    0","    0","    0","    0","    0","  149","    0","    0","    0","    0","    0","    0","    1","    3","    0","    0","    1","  117","    0","    1","    0","    0","   89","    9","    2","    0","    0","    0","    0","   62","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0","    0","    0","    0","  217","    0","    4","    0","    0","    0","    1","    0","    0","    0","    0","    0"
"28620",NA,NA," 1670","    8","    1","    0","   47","    8","   27","    1","   51","    1","   42","    2","    0","    0","    5","    0","    0","    0","    0","    9","    1","    3","    0","    0","    9","    0","    0","    0","    0","    8","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    7","    0","   39","    0","    0","    2","    0","    0","    0","    0","    0","  152","    0","    0","    0","    0","    0","    0","    0","    0","    1","    0","    1","  137","    0","    3","    0","    0","  114","    8","    0","    0","    0","    0","    0","   51","    1","    1","    0","    0","    2","    1","    2","    0","    0","    0","    0","    0","    0","  112","    0","    2","    1","    0","    0","    1","    0","    0","    0","    0","    0"
"28793",NA,NA," 1680","    3","    0","    0","   19","    2","   27","    2","  136","    0","   27","    5","    0","    0","    2","    0","    0","    0","    0","    3","    0","    2","    0","    0","    9","    0","    0","    0","    0","    4","   12","    0","    0","    1","    0","    0","    0","    1","    1","    0","    0","    0","    0","   24","    0","   24","    0","    0","    1","    0","    0","    0","    0","    0","  110","    0","    0","    0","    1","    0","    1","    0","    0","    1","    0","    0","   35","    0","    1","    0","    0","  147","    7","    1","    0","    1","    0","    0","   31","    1","    3","    0","    0","    5","    1","    2","    0","    2","    0","    0","    0","    3","   50","    0","    5","    0","    0","    1","    0","    0","    0","    0","    0","    0"
"29131.0",NA,NA," 1699.5","    3.0","    0.0","    0.0","   22.0","    1.0","   58.0","    2.0","  245.0","    0.0","   33.0","   21.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","    5.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    1.0","    3.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   17.0","    0.0","   29.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","  108.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","   25.0","    0.0","    0.0","    0.0","    0.0","  109.0","   11.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    1.0","    0.0","    2.0","    0.0","    0.0","    0.0","    2.0","   38.0","    0.0","    3.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0"
"29555",NA,NA," 1724","    0","    0","    0","   21","    0","   68","    2","  221","    0","   43","    4","    0","    0","    0","    0","    0","    0","    0","    3","    0","    4","    0","    0","    5","    0","    1","    0","    0","    1","   11","    1","    0","    1","    0","    0","    0","    0","    0","    0","    1","    0","    0","   17","    1","   24","    0","    0","    2","    0","    0","    0","    0","    0","   70","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","   22","    0","    2","    0","    0","   86","   15","    0","    0","    0","    0","    0","    3","    0","    1","    0","    1","    6","    0","    2","    0","    0","    0","    0","    0","    2","   50","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0"
