"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Arum","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabaceae undif.","Carya","Caryophyllaceae undif.","Celtis","Centaurea","Centranthus t.","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Filipendula t.","Fraxinus","Genisteae","Gentiana t.","Hedera","HippophaÃ« rhamnoides","Hypericum undif.","Indeterminable","Indeterminable (immature)","Juglans","Lamiaceae undif.","Lemnaceae","Ligustrum","Linum t.","Loranthus","Lycopodiella-type","Lycopodium spike","Lythrum","Menyanthes","Mercurialis","Myriophyllum undif.","Olea t.","Ononis t.","Papaver t.","Paronychieae","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Pterocarya","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Selaginella willdenowii","Solanaceae undif.","Sparganium","Spiniferites cruciformis","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Vaccinium","Valeriana t.","Vitis"
"554.0",NA,NA," 50.8","  2.0","  0.0","  0.0","183.0"," 21.0","  4.0","  1.0"," 10.0","  0.0","  0.0","  1.0"," 22.0","  0.0"," 13.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 20.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 26.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 37.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0"," 86.0","  2.0","  7.0","  5.0","  0.0"," 14.0","  5.0","  0.0","  0.0","  1.0","  0.0","  0.0","225.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0"," 16.0","  0.0","  5.0"
"645.0",NA,NA," 62.8","  1.0","  0.0","  0.0","393.0"," 29.0","  5.0","  0.0","  6.0","  0.0","  3.0","  0.0"," 17.0","  0.0","  9.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0"," 19.0","  4.0","  8.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 30.0","  7.0","  3.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 18.0","  0.0","  9.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 59.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","126.0","  3.0","  7.0","  8.0","  0.0"," 26.0","  9.0","  0.0","  0.0","  5.0","  0.0","  0.0","156.0"," 15.0","  2.0","  1.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  5.0","  0.0","  0.0"," 16.0","  0.0","  3.0"
"736.0",NA,NA," 74.8","  0.0","  0.0","  0.0","204.0"," 15.0","  1.0","  0.0","  7.0","  0.0","  3.0","  0.0"," 13.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0"," 10.0","  3.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 25.0"," 15.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  6.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 49.0","  0.0","  0.0","  0.0","  0.0"," 17.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","176.0","  0.0","  3.0","  1.0","  0.0"," 17.0","  5.0","  2.0","  0.0","  0.0","  0.0","  0.0","152.0","  9.0","  2.0","  2.0","  0.0","  0.0","  3.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  4.0","  0.0","  0.0","  9.0","  0.0","  1.0"
"827.0",NA,NA," 86.8","  0.0","  0.0","  0.0"," 74.0"," 42.0","  4.0","  0.0"," 11.0","  0.0","  4.0","  1.0"," 14.0","  0.0"," 14.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 11.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 28.0"," 12.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 65.0","  0.0","  0.0","  0.0","  0.0"," 20.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0"," 96.0","  0.0","  2.0","  4.0","  0.0"," 27.0"," 10.0","  0.0","  0.0","  6.0","  0.0","  0.0","209.0","  9.0","  1.0","  0.0","  0.0","  1.0","  6.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  1.0","  4.0","  0.0","  1.0"," 22.0","  0.0","  3.0"
"917.0",NA,NA," 98.8","  1.0","  0.0","  0.0","159.0","  9.0","  2.0","  0.0","  7.0","  0.0","  6.0","  0.0"," 13.0","  0.0"," 13.0","  0.0","  0.0","  2.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  2.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 19.0"," 16.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 31.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 66.0","  0.0","  0.0","  0.0","  0.0"," 40.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  1.0"," 69.0","  0.0","  8.0","  4.0","  0.0"," 25.0"," 23.0","  0.0","  0.0","  5.0","  0.0","  0.0","219.0","  4.0","  2.0","  0.0","  0.0","  2.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  3.0"," 16.0","  0.0","  1.0"
"1008.0",NA,NA," 110.8","   0.0","   0.0","   0.0","  97.0","   8.0","   3.0","   0.0","   5.0","   0.0","   3.0","   0.0","  19.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  17.0","   9.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","  17.0","   9.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  60.0","   0.0","   0.0","   0.0","   1.0","  41.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","  45.0","   0.0","   5.0","   4.0","   0.0","  40.0","  22.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 207.0","   9.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","  10.0","   0.0","   1.0"
"1099.0",NA,NA," 122.8","   1.0","   0.0","   0.0"," 108.0","   8.0","   3.0","   0.0","  10.0","   0.0","   4.0","   0.0","  22.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","  11.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","  17.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  72.0","   0.0","   0.0","   0.0","   0.0","  42.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","  97.0","   0.0","   8.0","   4.0","   0.0","  31.0","  21.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 263.0","   6.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   2.0","  16.0","   0.0","   2.0"
"1190.0",NA,NA," 134.8","   0.0","   0.0","   0.0"," 238.0","  13.0","   6.0","   0.0","   6.0","   0.0","   0.0","   0.0","  23.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   9.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0"," 172.0","   4.0","   3.0","   3.0","   0.0","  12.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 187.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   1.0","  13.0","   0.0","   1.0"
"1405.0",NA,NA," 161.8","   0.0","   0.0","   0.0"," 199.0","  26.0","   8.0","   2.0","  12.0","   0.0","  10.0","   0.0","   8.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   9.0","  11.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","  19.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  84.0","   0.0","   0.0","   0.0","   0.0","  88.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","  46.0","   3.0","   8.0","   3.0","   0.0","  14.0","  21.0","   0.0","   0.0","   6.0","   0.0","   0.0"," 163.0","   5.0","   1.0","   8.0","   0.0","   2.0","   1.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","  11.0","   0.0","   3.0"
"1502.0",NA,NA," 173.8","   0.0","   0.0","   0.0","  98.0","   9.0","   4.0","   2.0","   8.0","   0.0","   3.0","   0.0","  18.0","   0.0","  21.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   9.0","  18.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","  25.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  25.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  76.0","   0.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","  32.0","   1.0","  12.0","   2.0","   0.0","  27.0","  13.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 147.0","   6.0","   0.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   3.0","   3.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","  20.0","   0.0","   0.0"
"1599.0",NA,NA," 185.8","   0.0","   0.0","   0.0"," 104.0","  18.0","   7.0","   1.0","  11.0","   0.0","   1.0","   1.0","  15.0","   0.0","   7.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   5.0","   9.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","  19.0","  16.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  50.0","   0.0","   0.0","   0.0","   0.0","  69.0","   0.0","   0.0","   0.0","   0.0","  22.0","   0.0","  34.0","   2.0","   6.0","   7.0","   0.0","  29.0","  22.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 154.0","   6.0","   1.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   5.0","  16.0","   0.0","   0.0"
"1696.0",NA,NA," 197.8","   0.0","   0.0","   0.0","  86.0","  10.0","   6.0","   2.0","  13.0","   0.0","   1.0","   0.0","   9.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   9.0","  22.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","  18.0","   7.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0","   0.0","   1.0"," 142.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","  18.0","   3.0","   8.0","   2.0","   0.0","  32.0","  27.0","   1.0","   0.0","   2.0","   0.0","   0.0"," 104.0","   4.0","   0.0","   1.0","   0.0","   0.0","   6.0","   2.0","   0.0","   2.0","   1.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   7.0","   0.0","   0.0"
"1793.0",NA,NA," 209.8","   1.0","   0.0","   0.0","  78.0","   8.0","   7.0","   0.0","   9.0","   0.0","   5.0","   1.0","   9.0","   0.0","  27.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   7.0","  18.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","  43.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 131.0","   0.0","   0.0","   0.0","   1.0"," 131.0","   0.0","   0.0","   0.0","   0.0","  46.0","   0.0","  18.0","   0.0","   6.0","   6.0","   0.0","  47.0","  32.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 116.0","   5.0","   0.0","   3.0","   0.0","   3.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   2.0","  12.0","   0.0","   5.0"
"1889.0",NA,NA," 221.8","   0.0","   0.0","   0.0"," 292.0","   5.0","  12.0","   2.0","  10.0","   0.0","  11.0","   0.0","   7.0","   0.0","   8.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","  10.0","  24.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  23.0","  40.0","   9.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 112.0","   0.0","   0.0","   0.0","   0.0"," 116.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","  26.0","   2.0","   6.0","   9.0","   0.0","  23.0","  25.0","   0.0","   0.0","   3.0","   0.0","   0.0","  86.0","   8.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   6.0","  12.0","   0.0","   3.0"
"1994.0",NA,NA," 234.8","   0.0","   0.0","   0.0"," 435.0","  18.0","   8.0","   1.0","   8.0","   0.0","   3.0","   0.0","  27.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","  14.0","   7.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  39.0","  26.0","   5.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  82.0","   0.0","   0.0","   0.0","   0.0"," 168.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","  29.0","   1.0","   4.0","  10.0","   0.0","  30.0","  30.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 132.0","   4.0","   0.0","   1.0","   0.0","   1.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   3.0","  22.0","   0.0","   4.0"
"2091.0",NA,NA," 246.8","   0.0","   0.0","   0.0"," 454.0","   8.0","   6.0","   2.0","  22.0","   0.0","   8.0","   1.0","  16.0","   0.0","   8.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  19.0","   9.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   8.0","  10.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0","   0.0","   0.0","  31.0","   0.0","  33.0","   0.0","   7.0","   4.0","   0.0","  41.0","  16.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 120.0","   6.0","   2.0","   0.0","   3.0","   3.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   5.0","   0.0","   0.0","  12.0","   0.0","   4.0"
"2188.0",NA,NA," 258.8","   0.0","   0.0","   0.0"," 376.0","  10.0","   7.0","   1.0","  10.0","   0.0","   7.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   4.0","   0.0","   0.0","  10.0","   2.0","   0.0","   0.0","  17.0","   2.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","  19.0","   8.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   6.0","   0.0","  13.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  60.0","   0.0","   0.0","   0.0","   0.0","  76.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  51.0","   3.0","  12.0","   3.0","   0.0","  24.0","  32.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 144.0","   4.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   1.0","  19.0","   0.0","   3.0"
"2285.0",NA,NA," 270.8","   0.0","   0.0","   0.0"," 526.0","  13.0","   4.0","   0.0","  10.0","   0.0","   4.0","   0.0","  15.0","   0.0","   6.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   9.0","   1.0","   0.0","   0.0","  16.0","   6.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","  27.0","  20.0","   8.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  69.0","   0.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  55.0","   2.0","   3.0","   2.0","   0.0","  29.0","  12.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 194.0","  10.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   1.0","   8.0","   0.0","   4.0"
"2358.0",NA,NA," 278.8","   0.0","   0.0","   0.0"," 590.0","  16.0","  11.0","   1.0","  20.0","   0.0","   7.0","   0.0","  12.0","   0.0","   9.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  18.0","   8.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","  36.0","  33.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  54.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  85.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   9.0","   2.0","  44.0","   2.0","   5.0","   4.0","   0.0","  49.0","  32.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 196.0","   5.0","   0.0","   2.0","   0.0","   1.0","   4.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   9.0","   0.0","   1.0","  20.0","   0.0","   5.0"
"2513.0",NA,NA," 294.8","   0.0","   0.0","   0.0"," 522.0","   8.0","   7.0","   1.0","   9.0","   0.0","   7.0","   0.0","   7.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","  11.0","   8.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0","  35.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  35.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  64.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","  77.0","   1.0","   5.0","   3.0","   0.0","  21.0","  27.0","   0.0","   0.0","   3.0","   0.0","   0.0"," 219.0","   3.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   9.0","   0.0","   4.0"
"2629.0",NA,NA," 306.8","   0.0","   0.0","   0.0"," 479.0","  15.0","  11.0","   3.0","  10.0","   0.0","   7.0","   0.0","  15.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","  15.0","  16.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","  33.0","  13.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  71.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  72.0","   0.0","  13.0","   7.0","   0.0","  70.0","  24.0","   2.0","   0.0","   3.0","   0.0","   0.0"," 157.0","   3.0","   0.0","   2.0","   0.0","   1.0","   1.0","   1.0","   0.0","  11.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","  14.0","   0.0","   3.0"
"2746.0",NA,NA," 318.8","   0.0","   0.0","   0.0"," 277.0","  18.0","  14.0","   3.0","  23.0","   0.0","  11.0","   0.0","  11.0","   0.0","   8.0","   0.0","   0.0","   3.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   8.0","  14.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","  34.0","   3.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","  34.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"," 111.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","  58.0","   3.0","   9.0","   2.0","   0.0","  52.0","  41.0","   1.0","   0.0","   2.0","   0.0","   0.0"," 120.0","   5.0","   1.0","   1.0","   1.0","   1.0","   0.0","   1.0","   0.0","   7.0","   1.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","  10.0","   0.0","   6.0"
"2867.0",NA,NA," 331.3","   0.0","   0.0","   0.0"," 247.0","  15.0","   6.0","   1.0","   9.0","   0.0","  11.0","   0.0","  14.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","  15.0","  23.0","  11.0","   0.0","   0.0","   1.0","   0.0","   0.0","  37.0","  57.0","   8.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 157.0","   0.0","   0.0","   0.0","   2.0","   5.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  30.0","   3.0","   9.0","   4.0","   0.0","  72.0","  44.0","   2.0","   0.0","   3.0","   0.0","   0.0"," 107.0","  10.0","   0.0","   1.0","   0.0","   2.0","   5.0","   2.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   2.0","  13.0","   0.0","   6.0"
"2983.0",NA,NA," 343.3","   0.0","   0.0","   0.0"," 457.0","  14.0","   1.0","   0.0","   9.0","   0.0","   7.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","  28.0","  17.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","  38.0","  47.0","   6.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 117.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","  44.0","   4.0","   8.0","   2.0","   0.0","  84.0","  16.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 118.0","   7.0","   1.0","   3.0","   0.0","   1.0","   2.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","  11.0","   0.0","   4.0","  16.0","   0.0","   4.0"
