"depth","Abelia","Acacia t.","Acalypha","Acanthaceae undif.","Aeschynomene","Alchornea","Alnus","Amaranthaceae undif.","Aneilema","Antrocaryon-type","Arecaceae undif.","Artemisia","Asteroideae undif.","Balanites","Betula","Bombax/Ceiba","Borreria t.","Boscia","Bosqueia","Boswellia","Brassicaceae","Bridelia","Cadaba","Calligonum","Canthium","Capparis","Caryophyllaceae undif.","Cassia","Caylusea","Celtis","Cichorieae","Cissus t.","Cistaceae","Clematis-type","Cleome","Combretaceae","Commiphora","Connaraceae","Corylus","Crossopteryx","Crudia","Cuviera","Cyperaceae","Diospyros/Euclea t.","Dodonaea","Elaeis","Entada","Ephedra","Eugenia/Syzygium","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fungi","Gaertnera","Grewioideae","Heliotropium","Hibiscus","Hygrophila","Hymenocardia","Hyphaene t.","Ilex","Indeterminable","Indigofera","Iodes","Ixora","Justicia t.","Lannea","Limoniastrum/Limonium","Lophira","Macaranga","Maerua","Manilkara","Meliaceae undif.","Nauclea","Olea t.","Phyllanthus undif.","Picconia","Pinus undif.","Plantago","Poaceae","Podocarpus","Polygonum t.","Quercus undif.","Rhizophora","Rubiaceae undif.","Salvadora/Dobera","Sapium","Sapotaceae/Meliaceae","Searsia","Sesbania","Sideroxylon t.","Spergularia t.","Sterculia","Sterculia undif.","Tephrosia","Tetrorchidium","Tilia","Trichodesma","Typha","Uapaca","Vigna","Xylia/Mimosa","Ziziphus/Paliurus","Zygophyllum/Peganum"
"489.5","  0.0","  2.0","  0.0","  0.0","  0.0","  5.0","  0.0"," 17.0","  0.0","  0.0","  1.0","  0.0","  7.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 12.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  4.0","  0.0","  9.0","  1.0","  0.0","  0.0","  2.0","291.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  2.0","  0.0","  0.0","  0.0","  0.0","  4.0","  2.0","  0.0","  0.0"," 92.0","  0.0","  0.0","  0.0"," 24.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"499.5","  0.0","  0.0","  0.0","  0.0","  1.0","  8.0","  0.0","  5.0","  0.0","  0.0","  0.0","  6.0","  3.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0"," 11.0","  1.0","  0.0","  1.0","  0.0","  2.0","  0.0","  1.0","  0.0","  1.0","532.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  2.0","  4.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0"," 75.0","  0.0","  0.0","  0.0"," 25.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"509.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 25.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"519.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 52.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"530","  0","  1","  0","  0","  1","  1","  0","  1","  1","  0","  2","  2","  3","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  4","  0","  0","  0","  0","  0","  0"," 21","  0","  0","  0","  0","  3","  0","  1","  2","  2"," 99","  1","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  4","  1","  0","  0","  3","  0","  2","  0","126","  0","  0","  0","  3","  3","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  3","  2","  0","  0","  0","  0"
"539.5","  0.0","  3.0","  0.0","  0.0","  0.0","  2.0","  0.0","  4.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  4.0","  0.0","  0.0","  0.0","  6.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  4.0","  9.0","  0.0","  0.0","  1.0"," 16.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  3.0","  0.0","  5.0","  0.0","  0.0","  1.0","  1.0","479.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  3.0","  3.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0","  4.0","  2.0","  0.0","  0.0","  1.0","  0.0","  3.0","  0.0"," 91.0","  0.0","  0.0","  0.0"," 14.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  7.0","  0.0","  0.0","  0.0","  0.0"
"548.5","  0.0","  1.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  2.0","  3.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  0.0","  6.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  1.0","  0.0","  7.0","  0.0","  1.0","  0.0","  0.0","251.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  5.0","  0.0"," 39.0","  0.0","  0.0","  0.0","  5.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"560","  0","  0","  0","  0","  2","  3","  0","  9","  0","  0","  2","  7","  1","  1","  0","  0","  0","  0","  1","  2","  0","  0","  0","  3","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  1","  9","  0","  0"," 23","  0","  0","  4","  0"," 10","  0","  1","  1","  1","372","  1","  0","  0","  0","  0","  2","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  3","  0","  0","  0","  1","  5","  0","108","  0","  1","  0"," 12","  1","  0","  1","  0","  0","  0","  4","  0","  0","  1","  0","  0","  0","  0","  4","  2","  1","  2","  0","  0"
"569","  0","  1","  0","  0"," 11","  1","  0","  7","  1","  1","  2","  6","  7","  3","  1","  1","  1","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  3","  0","  1","  3","  0","  0","  0","  0","  8","  0","  0","  2"," 24","  2","  0"," 20","  0","  0","  9","  0","  5","  1","  0","  0","  3","263","  0","  0","  0","  0","  0","  7","  1","  0","  3","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  5","  2","  0","  0","  0","  2","  0","182","  0","  0","  0"," 30","  3","  0","  1","  3","  0","  0","  6","  0","  1","  1","  0","  0","  0","  0","  6","  1","  0","  1","  0","  0"
"580.5","  0.0","  1.0","  0.0","  0.0","  4.0"," 11.0","  0.0"," 10.0","  0.0","  0.0","  1.0"," 11.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  1.0"," 11.0","  0.0","  0.0","  0.0"," 16.0","  0.0","  0.0"," 26.0","  0.0","  0.0","  4.0","  0.0","  7.0","  0.0","  1.0","  2.0","  0.0","206.0","  0.0","  0.0","  0.0","  0.0","  0.0","  3.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  1.0","  2.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","159.0","  0.0","  0.0","  0.0"," 11.0","  4.0","  0.0","  1.0","  1.0","  0.0","  0.0","  4.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"589.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0"," 29.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"592","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  2","  0","  1","  0","  0","  0","  0","  1","  0","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0"
"599.5","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0"," 31.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0"
"609.5","  0.0","  1.0","  0.0","  0.0","  1.0","  6.0","  0.0","  3.0","  0.0","  0.0","  1.0","  5.0","  5.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  2.0","  1.0","  0.0","  0.0","  5.0","  1.0","  1.0","  1.0","  0.0","  0.0","  0.0","  1.0"," 17.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  4.0","  0.0","  0.0","  7.0","  0.0","  0.0","  0.0","  4.0","  1.0","  1.0","145.0","  1.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  3.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  1.0","  3.0","  3.0","  1.0","  0.0","  0.0","  3.0","  0.0","  2.0","  0.0","113.0","  0.0","  0.0","  0.0"," 25.0","  0.0","  0.0","  2.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"618.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"619","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0"
"624","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  4","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"629.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 13.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"633","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"639.5","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
