"age_NA","ageolder_BP","ageyounger_BP","depth","Abies","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Corylus","Cupressaceae","Cyperaceae","Erica t.","Fabaceae Undif.","Fagus","Fallopia","Fern","Fraxinus","Galium t.","Hypericum undif.","Juglans","Lamiaceae undif.","Lysimachia","Lythrum","Malva","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Potamogeton","Potentilla t.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Scrophulariaceae undif.","Sparganium","Thalictrum","Trifolium t.","Typha","Ulmus t.","Unknown","Vitis"
NA,NA,NA,"110","  0","  0","  0","  0","  4","  0","  3","  3","  7"," 20","  0","  4","  5","  1","  0","  0","  1","  2","  2","  1","  0","  3","  2","202","  0","  2","  8","  0"," 27","  1","  4","  0","  1","  0","  1","  4","  0","  0","  0","  2","  0","  1","  0","  0"," 12","  0","  4","  0","155"," 11","  0","  0","  0"," 28","  2","  1","  0","  2","  0","  1","  1","  9","  0","  0"," 23","  1","  4","  0"
NA,NA,NA," 70","  2","  3","  0","  3","  4","  0","  0","  2"," 13","  2","  0"," 10","  3","  4","  0","  0","  3","  1","  1","  0","  1","  3","  5","110","  0","  0"," 40","  0","  8","  0","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 15","  0"," 10","  1","309"," 16","  0","  0","  0"," 49","  1","  0","  0","  3","  2","  0","  0","100","  0","  1"," 57","  2","  4","  1"
NA,NA,NA,"130","  1","  0","  2","  2"," 16","  1","  1","  4"," 17","  7","  0","  2","  2","  5","  0","  0","  0","  1","  2","  0","  0","  2","  4","943","  0","  0","  5","  0"," 11","  2","  1","  1","  3","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0"," 20","  1","  4","  3","127"," 10","  4","  2","  0"," 33","  2","  0","  0","  5","  0","  0","  1"," 18","  0","  0","  0","  1","  4","  1"
NA,NA,NA,"100","  1","  0","  2","  0"," 28","  0","  6","  1"," 13"," 13","  1","  2"," 10","  4","  0","  1","  0","  1","  0","  1","  3","  1"," 10","880","  1"," 10"," 10","  0"," 23","  3","  4","  0","  3","  0","  0","  1","  0","  1","  1","  1","  0","  0","  1","  0"," 31","  1","  6","  2","155","  5"," 10","  0","  0"," 46","  1","  1","  0","  6","  1","  0","  1"," 30","  0","  0"," 10","  0"," 14","  1"
NA,NA,NA," 120","   1","   3","   0","   2","   7","   0","   2","   3","  38","  15","   2","  10","  23","   2","   1","   5","   1","   1","   1","   4","   3","   2","   9","2610","   0","   0","  14","   0","  14","   5","  24","   0","   3","   1","   4","   3","   0","   0","   0","   0","   5","   0","   0","   2","  15","   1","  16","   3"," 379","   5","   6","   0","   0","  36","   3","   0","   0","   8","   1","   1","   1","  28","   0","   3","  23","   0","  14","   3"
NA,NA,NA," 80","  0","  7","  0","  7","  2","  0","  4","  4"," 18","  7","  1"," 11","  1","  4","  0","  1","  3","  0","  1","  3","  2","  6","  9","638","  1","  0"," 31","  1"," 30","  1","  1","  1","  3","  0","  0","  3","  0","  1","  1","  0","  0","  0","  0","  1"," 43","  0"," 17","  2","830"," 24","  3","  1","  1"," 81","  4","  1","  1","  4","  5","  5","  0","762","  1","  2","777","  2"," 10","  0"
