"age_NA","ageolder_BP","ageyounger_BP","depth","Algae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Aspiromitus punctatus","Asteroideae undif.","Betula","Betulaceae undif.","Brassicaceae","Cannabaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Ceratonia","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Echium t.","Elaeagnus","Ephedra","Erica t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Ficus","Filipendula t.","Fraxinus","Geranium","Hedera","Indeterminable","Juglans","Lamiaceae undif.","Lonicera","Mercurialis","Myriophyllum spicatum/verticillatum t.","Myrtus","Olea t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Potamogeton","Protist","Quercus deciduous","Quercus evergreen","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruppia","Salix","Sanguisorba t.","Scrophulariaceae undif.","Sparganium","Trifolium t.","Ulmus t.","Unknown","Urtica t.","Valeriana","Viburnum","Vitis","Zea"
NA,NA,NA,"260","  0"," 52","  6","204"," 11","  0","  0","320","  0","  0","  0","  1","  3","  2"," 19"," 19","  3","  1","  0","  0","  3"," 27","  2","  0"," 29","  0","  5","  2","  0"," 17","  2","  0","  0"," 23","  9","  0"," 38"," 11","  5","  0"," 22","  0","  7","  1","  0","  0","  4","  4","  8","  0"," 10","  0","  0","  4"," 76","  4","  0","  0","  5","  3","  0","  0","  0","  0"," 96","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"220","  0"," 18","  4","112"," 11","  1","  0","148","  0","  3","  0","  1","  2","  1","  8","  7","  5","  0","  0","  0","  2"," 19","  0","  0"," 30","  0","  2","  2","  0"," 10","  0","  0","  0"," 19"," 27","  0"," 58","  1","  6","  0","  8","  0","  4","  4","  0","  0"," 20","  1","  8","  0"," 30","  0","  0","  2"," 40","  2","  0","  0","  1","  4","  0","  0","  0","  0"," 48","  0","  0","  0","  0","  0","  0"
NA,NA,NA,"210","  0"," 26","233"," 24"," 11","  0","  0","101","  0","  1","  0","  0","  0"," 60","  3","  9","  4","  0","  0","  1","  0"," 17","  0","  0","  7","  0"," 11","  1","  0","  9","  5","  1","  0"," 28"," 24","  0"," 56","  3","  7","  1","  9","  0","  9","  3","  0","  0","  0","  4"," 11","  0"," 33","  0","  0","  1"," 22","  5","  0","  0","  5","  4","  0","  0","  0","  1"," 15","  0","  2","  0","  0","  0","  0"
NA,NA,NA,"200","  0"," 15","  4"," 41","  5","  0","  0"," 71","  1","  1","  0","  4","  2","  2","  0","  5"," 11","  0","  0","  2","  0"," 19","  0","  0","  8","  0","  3","  5","  0","  8","  1","  0","  0"," 22"," 15","  0"," 66","  4","  3","  0"," 11","  0"," 10","  5","  0","  0","  3","  3"," 11","  0"," 26","  0","  0","  4"," 17"," 13","  0","  1","  1","  4","  0","  0","  0","  0"," 13","  0","  0","  0","  0","  1","  0"
NA,NA,NA,"169","  1"," 10","  1"," 31","  9","  0","  4"," 48","  1"," 12","  0","  0","  3","  3","  1","  5"," 15","  0","  0","  2","  0"," 15","  0","  0"," 11","  0","  2","  7","  1","  2","  0","  1","  0","  6"," 26","  4"," 59","  0","  5","  0"," 22","  0","  9"," 15","  0","  0","  0"," 15","  9","  0"," 29","  0","  0","  2","  9"," 24","  0","  1","  5"," 34","  0","  0","  1","  0","  5","  0","  0","  1","  3","  0","  0"
NA,NA,NA,"180","  1"," 16","  1"," 38"," 13","  1","  1"," 52","  0"," 13","  0","  0","  1","  5","  0","  2"," 22","  0","  0","  0","  1"," 21","  0","  0"," 13","  0","  5","  3","  1","  8","  0","  3","  0"," 14"," 33","  1"," 66","  1","  7","  0"," 11","  0"," 37"," 11","  0","  0","  1"," 11"," 14","  0"," 18","  0","  0","  1","  4"," 32","  0","  2"," 11"," 15","  0","  0","  1","  0","  9","  0","  1","  0","  3","  0","  0"
NA,NA,NA,"160","  0"," 45","  7","144","  9","  1","  0","127","  0"," 15","  0","  1","  2"," 12","  3","  8"," 21","  0","  1","  0","  4"," 34","  0","  1"," 29","  0","  6","  4","  0","  2","  0","  0","  9"," 21"," 35","  0","162","  1","  3","  0"," 75","  0","  4","  8","  1","  1","  6"," 45"," 20","  0"," 17","  0","  1","  7"," 11"," 23","  0","  0","  9"," 71"," 21","  1","  2","  0","  7","  2","  0","  0","  4","  6","  0"
NA,NA,NA,"190","  0"," 18","  6"," 56"," 36","  1","  3","133","  0"," 10","  2","  3","  4","  9","  0"," 14","  6","  2","  0","  1","  0"," 54","  0","  0","  3","  1","  7","  9","  1"," 22","  3","  1","  0"," 26"," 50","  0","136","  4"," 11","  0"," 13","  1"," 64"," 14","  0","  0","  0"," 31"," 30","  1"," 26","  1","  0","  9","  8"," 40","  1","  3"," 13"," 31","  0","  0","  1","  0"," 12","  0","  1","  0","  3","  1","  1"
