"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Acalypha","Acanthaceae undif.","Adenia","Aerva type","Albizia","Alchornea","Amaranthaceae undif.","Annonaceae","Antidesma t.","Apiaceae undif.","Apocynaceae undif.","Artemisia","Asteraceae","Bombax","Borreria t.","Brassicaceae","Bridelia","Caesalpinioideae","Capparaceae undif.","Capparis","Caryophyllaceae undif.","Cassia","Celtis","Chrozophora","Chrysobalanus t.","Cissampelos","Cissus t.","Cleome","Combretaceae","Commelina","Commiphora","Cyperaceae","Detarium","Diospyros/Euclea t.","Elaeis","Ephedra","Euphorbiaceae undif.","Faboideae Undif.","Ficus","Heliotropium","Hymenocardia","Hyphaene t.","Indeterminable","Indigofera","Ipomoea","Irvingia","Kohautia","Lamiaceae undif.","Lannea","Macaranga","Malva undif.","Meliaceae undif.","Mitracarpus","Mitragyna/Hallea","Monoletes","Moraceae undif.","Morelia","Myriophyllum alterniflorum t.","Nymphaea","Oldenlandia","Olea t.","Onagraceae","Periploca","Petaloid monocot","Phoenix t.","Phyllanthus undif.","Piliostigma","Poaceae","Polygala","Polygonum t.","Potamogeton","Rubiaceae undif.","Salvadora","Sapindaceae undif.","Scrophulariaceae undif.","Securinega  t.","Sesbania","Sideroxylon t.","Solanum","Spergularia t.","Syzygium t.","Tephrosia","Triletes","Typha","Uapaca","Vernonieae","Ximenia","Ziziphus/Paliurus"
"6589.597"," 233.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   6.000","   0.000","   0.000","  83.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   4.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   8.000","   0.000","   1.000","   0.000","   1.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000"," 322.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   1.000","   1.000","  17.000","   0.000","   0.000","   0.000"
"6834.194"," 241.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","  95.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   5.000","   0.000","   9.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   1.000","   1.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 382.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   1.000","  17.000","   0.000","   0.000","   0.000"
"7109.366"," 250.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","  68.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   1.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 342.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   1.000","  23.000","   0.000","   0.000","   0.000"
"7384.537"," 259.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","  71.000","   0.000","   0.000","   0.000","   1.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   7.000","   1.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 303.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   1.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000"
"7659.709"," 268.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 401.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   1.000","   0.000","  32.000","   0.000","   0.000","   0.000"
"7904.306"," 276.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  31.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   2.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   2.000","   0.000","   0.000","   8.000","   0.000","   0.000","  76.000","   0.000","   0.000","   6.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   1.000","   0.000","   1.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000"," 378.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   4.000","   0.000","   0.000","   2.000","   0.000","  24.000","   0.000","   1.000","   1.000","  19.000","   0.000","   0.000","   0.000"
"8148.903"," 284.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","  85.000","   2.000","   0.000","   0.000","   1.000","   1.000","   2.000","   1.000","   0.000","   1.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000"," 405.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   3.000","   2.000","  23.000","   0.000","   0.000","   0.000"
"8442.48"," 294.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  23.00","   1.00","   0.00","   2.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","  64.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   3.00","   0.00","   3.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   4.00","   2.00","   0.00","   4.00","   1.00","   0.00","   4.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00"," 373.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   2.00","   2.00","   6.00","   0.00","   0.00","   0.00"
"8589.423"," 300.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","  84.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   2.000","   0.000","   0.000","   6.000","   3.000","   0.000","   4.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000"," 359.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000"
"8711.875"," 305.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","  31.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","  97.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   1.000","   3.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 405.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   3.000","   0.000","   0.000","   1.000","   6.000","   0.000","   0.000","   0.000"
"8809.837"," 309.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  28.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   3.000","   0.000","   0.000","  91.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   1.000","   0.000","   2.000","   1.000","   0.000","   0.000","   3.000","   0.000","   1.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 397.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   2.000","   4.000","   0.000","   0.000","   3.000","   5.000","   0.000","   0.000","   0.000"
"8907.798"," 313.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  35.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 207.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   6.000","   0.000","   0.000","   0.000"
"9177.192"," 324.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  15.000","   6.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","  51.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   6.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 273.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   0.000"
"9495.567"," 337.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  25.000","   6.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   4.000","   0.000","   0.000","  79.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000"," 351.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   3.000","   4.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","   1.000","   3.000","   0.000","   0.000","   0.000"
"9642.51"," 343.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","  75.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00"," 426.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   8.00","   3.00","   0.00","   0.00","   0.00"
"9789.452"," 349.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  68.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 445.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   2.000","   0.000","   0.000","   0.000"
"9960.885"," 356.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   9.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","  66.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000"," 378.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   7.000","   3.000","   0.000","   0.000","   0.000"
"10009.87","  358.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   76.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    5.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  425.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    7.00","    2.00","    0.00","    0.00","    0.00"
"10450.69","  376.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    4.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   42.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","  360.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   12.00","    2.00","    0.00","    0.00","    0.00"
"10548.65","  380.00","    0.00","    0.00","    0.00","    0.00","    2.00","    0.00","    0.00","    4.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","   65.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    2.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","  399.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   21.00","    0.00","    0.00","    0.00","    0.00"
"10756.82","  388.50","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   12.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","   74.00","    0.00","    0.00","    0.00","    0.00","    1.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  450.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   24.00","    2.00","    0.00","    0.00","    0.00"
"10867.03","  393.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    6.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    1.00","    0.00","    0.00","   92.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    2.00","    2.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  432.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","   20.00","    0.00","    0.00","    0.00","    0.00"
"11111.93","  403.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    7.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","  110.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    3.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    1.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","    0.00","    3.00","    0.00","    0.00","    0.00","  301.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    0.00","    1.00","   34.00","    2.00","    0.00","    1.00","    0.00"
