"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Alchemilla t.","Alnus","Amaranthaceae undif.","Anagallis t.","Angiospermae undiff. (herbs)","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Calligonum","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Celtis","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Cornus","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Elatine","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Indeterminable (concealed)","Indeterminable (crumpled)","Juglans","Lamiaceae undif.","Larix","Lemnaceae","Linum t.","Lonicera","Lotus t.","Malva undif.","Menyanthes","Mercurialis","Morella","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myriophyllum undif.","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Ostrya","Oxyria","Papaver t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta undiff.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Prunus t.","Pterocarya","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosa t.","Rosaceae undif.","Rumex t.","Rutaceae undif.","Salix","Sambucus","Samolus","Sanguisorba t.","Saxifraga t.","Saxifragaceae","Scrophulariaceae undif.","Spermatophyta undiff. (trees/shrubs)","Tamarix","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Unknown undiff.","Urtica t.","Valeriana t.","Viburnum","Viola","Viscum","Vitis","cf. Frangula/Bruckenthalia","cf. Larix","cf. Trichomanes"
"  2981.0",NA,NA,"  245.50","6","0","0","72","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","68","0","0","0","0","0","0","0","1","0","0","61","0","1","1","0","0","0","0","2","0","1","24","2","0","0","1","0","0","0","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","48","0","0","0","0","0","0","0","0","1","2","3","2","0","10","1","0","0","0","0","0","0","0","0","11","58","0","0","0","0","1","2","0","2","0","0","0","0","0","1","0","0","2","0","0","0","0","1","2","1","1","0","0","0","0","0","1","0","0","0"
"  3132.0",NA,NA,"  254.60","18","0","0","127","0","0","5","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","24","0","1","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","8","0","0","0","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","27","0","0","0","0","0","8","0","0","1","0","1","0","0","12","1","0","2","0","0","0","0","0","0","8","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","0"
"  3314.0",NA,NA,"  265.50","36","1","0","52","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","58","3","0","0","0","0","1","0","0","0","0","27","0","1","0","0","0","0","0","1","0","1","29","0","0","0","7","2","0","0","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","66","0","0","0","0","0","10","0","0","1","1","4","0","0","25","2","0","0","0","0","0","0","0","0","30","26","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0"
"  3425.0",NA,NA,"  273.30","33","2","0","126","2","0","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","16","0","0","3","0","0","0","0","0","0","0","18","1","0","0","16","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","0","44","0","0","0","0","0","0","0","0","1","0","1","0","0","19","1","0","0","1","0","0","0","0","0","24","104","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","21","0","0","1","0","1","19","0","0","0","0","0","0","0","2","0","0","0"
"  3456.0",NA,NA,"  275.50","25","0","0","86","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","11","0","0","1","0","0","0","0","1","0","2","20","1","0","0","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","47","0","0","0","0","1","5","0","0","1","1","2","0","0","13","0","0","0","0","0","0","0","0","0","10","65","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","2","27","1","2","0","0","0","0","0","1","0","0","0"
"  4018.0",NA,NA,"  315.50","24","0","0","47","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","29","1","1","0","0","0","0","0","0","0","0","10","0","1","0","0","0","0","0","1","0","0","10","2","0","1","1","1","0","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","67","0","0","0","0","0","16","0","0","1","1","4","0","0","16","0","0","0","0","2","0","0","0","0","14","106","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","13","0","0","1","0","0","13","0","0","0","0","0","0","0","1","0","0","0"
"  4043.0",NA,NA,"  319.30","32","2","0","53","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","19","0","0","3","0","0","0","0","0","0","0","9","2","0","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","47","0","0","0","0","0","1","0","0","4","2","2","0","0","19","1","0","3","0","0","0","0","0","0","30","124","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","0","12","0","0","2","0","0","27","0","0","0","0","0","0","0","2","0","0","0"
"  4050.0",NA,NA,"  320.50","9","2","0","25","2","0","0","0","4","1","0","1","2","0","0","0","0","0","0","0","0","0","21","0","1","0","0","0","1","0","1","0","0","27","0","4","1","0","0","0","0","1","0","1","6","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","36","0","0","0","0","1","0","0","0","3","1","5","0","0","9","0","0","0","0","0","0","0","0","0","27","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","9","0","0","1","0","0","0","0","0","0","0","0"
"  4175.0",NA,NA,"  330.70","26","3","0","127","0","0","1","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","9","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","1","0","0","5","0","5","0","0","24","1","0","4","2","0","0","0","0","0","5","110","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0"
"  4257.0",NA,NA,"  337.40","37","3","0","67","2","0","8","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","30","0","0","1","0","0","0","0","0","0","0","22","4","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","79","0","0","0","0","0","1","0","0","1","0","9","0","0","15","0","0","1","0","0","0","0","0","0","44","145","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","8","0","0","0","0","0","0","0","2","0","0","0"
"  4331.0",NA,NA,"  343.40","51","8","0","149","0","0","11","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","39","0","2","0","0","0","0","0","0","0","0","12","0","0","1","0","0","0","0","0","0","0","11","0","0","0","38","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","60","0","0","0","0","0","0","0","0","4","0","6","0","0","23","2","0","1","0","0","0","0","0","0","44","131","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","17","0","0","0","0","0","24","0","0","0","0","0","0","0","1","0","0","0"
"  4342.0",NA,NA,"  344.20","43","2","0","63","2","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","0","0","0","0","0","6","2","0","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","33","0","0","0","0","0","1","0","0","1","0","2","0","0","14","0","0","0","0","0","0","0","0","0","6","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","0","0","2","0","0","7","0","0","0","0","0","0","0","4","0","0","0"
"  4446.0",NA,NA,"  352.70","30","0","0","98","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","26","0","0","1","0","0","0","0","4","0","0","15","5","0","0","14","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","71","0","0","0","0","0","4","0","0","5","1","3","0","0","9","0","0","0","0","0","0","0","0","0","37","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","22","0","0","0","0","0","17","0","0","0","0","0","0","0","6","0","0","0"
"  4581.0",NA,NA,"  363.70","42","4","0","101","3","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","16","0","2","1","0","0","0","0","1","0","0","15","0","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","44","0","0","0","0","0","3","0","0","3","2","6","0","0","10","3","0","0","0","0","0","0","0","0","38","138","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","12","0","0","0","0","0","5","0","0","0","0","0","0","0","3","0","0","0"
"  4662.0",NA,NA,"  370.30","38","1","0","81","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","16","0","0","1","0","0","0","0","0","0","0","18","3","0","0","15","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","30","0","0","0","0","0","4","0","0","2","1","2","0","0","8","1","0","1","0","0","0","0","0","0","30","110","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","11","0","0","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0"
"  4810.0",NA,NA,"  382.30","30","2","0","116","1","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","6","2","0","0","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","40","0","0","0","0","0","0","0","0","0","0","2","0","0","6","0","0","2","0","0","0","0","0","0","37","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","10","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
"  4916.0",NA,NA,"  391.00","39","1","0","112","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","0","0","0","0","0","19","0","0","0","14","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","33","0","0","0","0","0","2","0","0","3","0","4","0","0","15","3","0","0","0","0","0","0","0","0","19","199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","0","0","1","0","1","10","0","0","0","0","0","0","0","4","0","0","0"
"  4943.0",NA,NA,"  393.20","34","2","0","105","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","13","1","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","24","0","0","0","0","0","0","0","0","2","0","3","0","0","12","0","0","0","0","0","0","0","0","0","3","107","0","0","0","0","0","2","0","1","0","0","0","0","0","0","1","0","11","0","0","0","0","0","10","0","0","0","0","0","0","0","7","0","0","0"
"  5013.0",NA,NA,"  398.90","24","0","0","117","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","15","0","0","1","0","0","0","0","1","0","0","8","1","0","0","9","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","25","0","0","0","0","0","7","0","0","2","0","2","0","0","11","0","0","1","0","0","0","0","0","0","22","136","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","2","0","0","0"
"  5144.0",NA,NA,"  409.50","23","3","0","185","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","1","0","0","13","3","0","0","8","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","54","0","0","0","0","0","0","0","0","1","0","2","0","0","22","2","0","4","0","0","0","0","0","0","9","145","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","8","0","0","0","0","0","0","0","0","0","0","0"
"  5334.0",NA,NA,"  425.00","6","2","0","82","1","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","6","39","0","0","1","0","0","0","0","0","0","1","5","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","37","2","0","0","0","0","0","0","0","6","0","5","0","0","15","0","0","0","0","0","0","0","0","0","0","94","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","4","0","0","0"
"  5345.0",NA,NA,"  425.70","20","0","0","120","0","0","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","7","5","0","0","10","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","1","1","6","0","0","15","3","0","0","0","0","0","0","0","0","15","135","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"  5500.0",NA,NA,"  435.80","23","1","0","99","1","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","34","0","0","1","0","0","0","0","1","0","0","14","5","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","55","0","0","0","0","0","6","0","0","1","0","3","0","0","8","0","0","0","0","0","0","0","0","0","25","129","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
"  5601.0",NA,NA,"  442.30","25","0","0","122","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","14","0","0","4","0","0","0","0","0","0","0","8","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","33","0","0","0","0","0","1","0","0","0","0","2","0","0","20","1","0","0","0","1","0","0","0","0","18","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","1","0","0","0"
"  5640.0",NA,NA,"  444.90","43","2","0","165","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","0","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","12","1","0","0","9","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","44","0","0","0","0","0","2","0","0","1","2","5","0","0","20","0","0","1","0","0","0","0","0","0","3","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","1","0","0","2","0","0","0","0","0","0","0","3","0","0","0"
"  5705.0",NA,NA,"  449.10","36","0","0","74","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","14","6","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","40","0","0","0","0","0","2","0","0","3","0","1","0","0","6","0","0","2","0","0","0","0","0","0","21","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","1","0","0","0"
"  5815.0",NA,NA,"  456.30","20","1","0","110","1","0","4","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","1","0","0","7","2","0","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","36","0","0","0","0","0","0","0","0","2","0","8","0","0","16","0","0","6","0","0","0","0","0","0","16","143","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0"
"  5942.0",NA,NA,"  464.50","15","3","0","121","1","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","14","0","1","0","0","0","0","0","0","0","0","16","0","0","1","0","0","0","0","1","0","0","12","3","0","0","15","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","39","0","0","0","0","0","0","0","0","3","1","5","0","0","15","2","0","9","0","0","0","0","0","0","26","141","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"  6079.0",NA,NA,"  473.40","51","5","0","102","1","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","12","4","0","0","8","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","33","0","0","0","0","0","0","0","0","2","0","2","0","0","22","0","0","3","0","0","0","0","0","0","17","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","2","0","0","0"
"  6165.0",NA,NA,"  478.90","31","0","0","16","1","0","12","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","17","0","0","1","0","0","0","0","0","0","0","10","5","0","0","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","46","0","0","0","0","0","3","0","0","7","0","1","0","0","18","3","0","0","1","0","0","0","0","0","3","152","0","0","0","0","0","2","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","5","0","0","0"
"  6224.0",NA,NA,"  482.80","52","1","0","57","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","12","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","50","0","0","0","0","0","4","0","0","3","1","3","0","0","9","0","0","5","2","0","0","0","0","0","14","126","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","2","0","0","0"
"  6355.0",NA,NA,"  491.30","33","1","0","100","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","17","0","0","2","0","0","0","0","1","0","0","7","3","0","0","15","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","49","0","0","0","0","0","0","0","0","1","1","0","0","0","14","1","0","1","0","0","0","0","0","0","12","149","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","2","0","0","0"
"  6392.0",NA,NA,"  493.70","40","2","0","54","0","0","11","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","26","0","0","2","0","0","0","0","1","0","0","9","4","0","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","48","0","0","0","0","0","1","0","0","2","0","0","0","0","12","1","0","5","0","1","0","0","0","0","15","120","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","1","0","0","0"
"  6499.0",NA,NA,"  500.70","25","3","0","47","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","23","0","0","1","0","0","0","0","2","0","0","6","6","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","58","0","0","0","0","0","5","0","0","1","1","3","0","0","12","1","0","2","1","0","0","0","0","0","13","130","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0"
