"Depth","Age (ky BP)","Abies","Acacia t.","Acanthaceae undif.","Acer","Acritarcha","Aellenia type","Algae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Aristolochiaceae","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Campanulaceae","Caprifoliaceae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Combretaceae","Conncentricystes rubinus","Corylus","Crassulaceae","Cryptomeria","Cupressaceae","Cycas","Cyperaceae","Dacrydium","Dipsacaceae","Echinops","Elatinaceae","Encephalartos","Ephedra","Equisetaceae","Erica t.","Euphorbiaceae undif.","Fabaceae Undif.","Faidherbia albida","Fern","Fern-Lycopodiaceae","Fraxinus","Fungi","Gentianaceae undif.","Geraniaceae undif.","Hypolepidaceae","Hystrichosphaeridium","Hystrichosphaeridium israelianum","Icacinaceae","Lamiaceae undif.","Lemnaceae","Loranthus","Malva undif.","Musci","Myriophyllum undif.","Myrtus","Nymphaea","Olea t.","Onagraceae","Operculodinium","Ostrya","Papaver t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Podocarpus","Polygonum t.","Polysphaeridium zohary","Populus","Potamogeton","Primulaceae undif.","Protist","Pterospermopsis van campo","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Salix","Salvadora","Saxifragaceae","Scrophulariaceae t.","Scrophulariaceae undif.","Searsia","Selaginellaceae","Sium (apium) type","Solanaceae undif.","Sparganium","Tamarix","Thymelaeaceae undif.","Tilia","Tsuga","Typha","Ulmus t.","Valerianaceae undif.","Vitis","Ziziphus/Paliurus","Zygophyllaceae undif.","sequoiadendron"
"1435.00","  65.55","   9.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  94.00","   1.00","   0.00","  43.00","   0.00","   2.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   2.00","   0.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   6.00","   0.00","   1.00","   1.00","   0.00","   0.00"," 128.00","   0.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","   0.00","   0.00","   8.00","   0.00","  32.00","   0.00","   0.00","  26.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   2.00","   0.00","   0.00","  35.00","   0.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","  22.00","   0.00","   0.00","   3.00","   1.00","   2.00","   1.00","   0.00","   0.00","  25.00","   2.00","   0.00","   0.00","   1.00","   3.00","   2.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1461","  67","   0","   0","   0","   0","   0","   0","   0","   0","  55","   1","   0","  67","   1","  10","   1","   0","   2","   0","   0","   0","   3","   0","   4","   0","   0","   0","   1","   1","   1","  10","   0","   0","   0","   0","   0","  76","   0","   0","   0","   0","   0","  10","   0","   0","   0","   2","   0","  40","   4","   0","  16","   0","   1","   0","   0","   0","   0","   5","   0","   0","   0","  46","   0","   1","   0","   4","   0","   0","   0","   0","   2","   3","   0","  15","   1","   0","   0","   0","   0","   0","   0","   0","   4","   2","   0","   1","   1","   3","   3","   0","   0","   0","   0","   0","   0","   1","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0"
"1481.00","  68.14","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  93.00","   1.00","   0.00","  30.00","   0.00","   4.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   2.00","   0.00","   0.00","   0.00","   0.00"," 164.00","   0.00","   0.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   1.00","   1.00","   0.00","  88.00","   7.00","   0.00","  66.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   1.00","   0.00","  38.00","   0.00","   2.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   3.00","   8.00","   0.00","  20.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   9.00","   0.00","   0.00","   1.00","   0.00","   6.00","   4.00","   0.00","   2.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1508.00","  69.62","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  77.00","   2.00","   0.00","  16.00","   1.00","   2.00","   3.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","  10.00","   2.00","   0.00","   0.00","   0.00","   0.00"," 247.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   2.00","   0.00","   0.00","   2.00","   0.00","  83.00","   1.00","   1.00","  46.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   7.00","   1.00","   0.00","   0.00","  49.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   6.00","   4.00","   0.00","  29.00","   0.00","   0.00","   3.00","   3.00","   0.00","   1.00","   0.00","   0.00","  23.00","   0.00","   0.00","   0.00","   7.00","   8.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1523.0","  70.5","   4.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  64.0","   0.0","   0.0","  32.0","   0.0","   4.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0"," 145.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   5.0","   0.0","  40.0","   1.0","   0.0","  45.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  28.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   1.0","  33.0","   0.0","   0.0","   4.0","   4.0","   0.0","   2.0","   0.0","   1.0","  18.0","   1.0","   0.0","   0.0","   6.0","   4.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1543.0","  71.6","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","  62.0","   5.0","   0.0","  33.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   8.0","   0.0","   4.0","   0.0","   0.0","   0.0"," 107.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   1.0","   0.0","  71.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","  38.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","  26.0","   2.0","   0.0","   7.0","   2.0","   0.0","   2.0","   0.0","   0.0","  12.0","   3.0","   0.0","   2.0","   0.0","   9.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"1560.000","  72.645","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  60.000","   4.000","   0.000","  16.000","   0.000","   6.000","   2.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   7.000","   0.000","   0.000","   3.000","   2.000","   0.000"," 312.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","  10.000","   0.000","  21.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  36.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","  54.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","  30.000","   0.000","   1.000","   0.000","   4.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"1585.00","  74.24","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","  90.00","   1.00","   0.00","  34.00","   1.00","   1.00","   0.00","   0.00","   4.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   6.00","   0.00","   0.00","  10.00","   0.00","   0.00"," 237.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   0.00","  56.00","   0.00","   0.00"," 263.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","  41.00","   0.00","   4.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   7.00","   7.00","   0.00","  11.00","   0.00","   0.00","   2.00","   0.00","   0.00","   2.00","   0.00","   1.00","  27.00","   2.00","   0.00","   0.00","   3.00","   5.00","   1.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1605.00","  75.55","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  63.00","   0.00","   0.00","  47.00","   0.00","   6.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   3.00","   0.00","   5.00","   2.00","   0.00","   0.00","   1.00","   0.00","   1.00","   3.00","   0.00","   0.00","   1.00","   0.00","   0.00"," 148.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   1.00","   0.00","  46.00","   2.00","   0.00","  30.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","  18.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   0.00","   0.00","  25.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   5.00","  16.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1625.0","  77.2","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  75.0","   1.0","   0.0","  34.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   3.0","   0.0","   2.0","   0.0"," 167.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   1.0","   0.0","   0.0","   3.0","   1.0","  66.0","   0.0","   1.0","  57.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   1.0","   0.0","   0.0","   0.0","  44.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","  27.0","   0.0","   0.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","  20.0","   0.0","   1.0","   0.0","   9.0","  15.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0"
"1645.00","  78.78","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","  60.00","   3.00","   0.00","  34.00","   0.00","   1.00","   4.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   3.00","   0.00","   1.00","   2.00","   0.00","   0.00","  60.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","  22.00","   0.00","   0.00","   5.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   3.00","   0.00","  57.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00","   0.00","   4.00","  12.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1665","  80","   5","   1","   1","   0","   0","   1","   0","   0","  64","   0","   0","  38","   0","   3","   5","   0","   2","   0","   0","   0","   4","   0","   4","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","  90","   0","   0","   1","   0","   0","   4","   0","   0","   0","   6","   0","  20","   1","   0","   7","   0","   0","   0","   0","   0","   0","   2","   1","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  32","   0","   0","   5","   2","   3","   1","   0","   0","   4","   0","   0","   0","   4","   8","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
"1681.00","  81.08","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   2.00","  42.00","   1.00","   0.00","  24.00","   0.00","   4.00","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  16.00","   0.00","   2.00","   0.00","   0.00","   0.00","  48.00","   0.00","   0.00","   0.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   0.00","  14.00","   2.00","   0.00","  14.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   2.00","   0.00","   0.00","  24.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","  58.00","   0.00","   2.00","   3.00","   1.00","   0.00","   2.00","   0.00","   0.00","   6.00","   0.00","   2.00","   0.00","  10.00","  16.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00"
"1691.0","  81.8","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  70.0","   5.0","   0.0","  42.0","   0.0","   5.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   2.0","   0.0","  11.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   6.0","   0.0","   2.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","   5.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","  24.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1703","  83","   7","   0","   0","   0","   0","   0","   0","   1","  97","   1","   0","  15","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   3","   4","   0","   0","   0","   0","   1","  21","   0","   1","   0","   0","   0"," 113","   0","   1","   0","   0","   0","   4","   0","   0","   0","   3","   0","  49","   0","   0","  14","   1","   0","   0","   0","   3","   4","   4","   2","   0","   0","  67","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   1","  23","   0","   1","   5","   3","   3","   1","   0","   0","  35","   0","   0","   0","   0","   6","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0"
"1713.00","  83.71","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  84.00","   0.00","   0.00","  27.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  15.00","   0.00","   0.00","   0.00","   0.00","   0.00","  33.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   3.00","   0.00","  29.00","   9.00","   1.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  45.00","   0.00","   0.00","   2.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  37.00","   0.00","   0.00","   3.00","   3.00","   1.00","   1.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   3.00","  15.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1723.00","  84.15","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","  59.00","   3.00","   0.00","  29.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   1.00","  10.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  17.00","   0.00","   0.00","   1.00","   0.00","   0.00","  31.00","   0.00","   0.00","   1.00","   0.00","   0.00","   9.00","   0.00","   0.00","   0.00","   1.00","   0.00","  24.00","   0.00","   0.00","  32.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   3.00","   0.00","   0.00","  17.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","  53.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   1.00","   2.00","   0.00","   0.00","   0.00","   3.00","   9.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1733.00","  84.31","   8.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   4.00","  60.00","   0.00","   0.00","  16.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   4.00","   1.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   0.00","  16.00","   0.00","   2.00","   0.00","   2.00","   0.00","  16.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  56.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   2.00","  10.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1743.00","  84.64","   1.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","  83.00","   8.00","   0.00","  33.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   4.00","   1.00","   3.00","   1.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","   1.00","   0.00","   0.00","   0.00","  41.00","   0.00","   0.00","   0.00","   0.00","   1.00","  13.00","   0.00","   0.00","   0.00","   3.00","   0.00","  30.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   6.00","  24.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","  15.00","  10.00","   1.00","  31.00","   0.00","   1.00","   3.00","   4.00","   0.00","   3.00","   0.00","   1.00","   6.00","   0.00","   0.00","   0.00","  18.00","   7.00","   1.00","   0.00","   4.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00"
"1753.00","  85.55","   4.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  93.00","   3.00","   0.00","  20.00","   0.00","   4.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   7.00","   0.00","   0.00","   0.00","   0.00","   0.00","   8.00","   0.00","   1.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  10.00","   0.00","   2.00","   0.00","   0.00","   1.00","   0.00","   2.00","   8.00","   0.00","   0.00","   3.00","   0.00","   0.00","   2.00","   2.00","   0.00","   3.00","   0.00","   0.00","   2.00","   1.00","   0.00","   6.00","   0.00","   0.00","   3.00","   1.00","   0.00","   1.00","   0.00","   0.00","   8.00","   0.00","   0.00","   0.00","   5.00","  44.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1763.00","  85.34","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  89.00","   2.00","   0.00","  38.00","   0.00","   3.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   2.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   1.00","   0.00","  30.00","   0.00","   0.00","   0.00","   0.00","   0.00","   6.00","   0.00","   0.00","   0.00","   0.00","   0.00","   2.00","   0.00","   0.00","  10.00","   0.00","   0.00","   0.00","   0.00","   1.00","   2.00","   1.00","  13.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   5.00","   0.00","   0.00","   0.00","   0.00","   2.00","   3.00","   0.00","  15.00","   0.00","   2.00","   3.00","   0.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","  14.00","  13.00","   2.00","   0.00","   1.00","   2.00","   1.00","   0.00","   2.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
"1778.00","  85.85","   7.00","   0.00","   0.00","   0.00","   1.00","   1.00","   0.00","   0.00"," 109.00","   0.00","   0.00","  26.00","   0.00","   3.00","   0.00","   0.00","   2.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","  35.00","   0.00","   0.00","   0.00","   0.00","   0.00","  12.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   3.00","   0.00","   0.00","   0.00","   0.00","   3.00","   0.00","   3.00","   9.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   1.00","   2.00","   0.00","  10.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   7.00","  12.00","   1.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   1.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00","   0.00"
