"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Alismataceae","Amaranthaceae undif.","Anthemideae","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Brassicaceae","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Celtis","Centaurea","Cichorieae","Cistaceae","Cornus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Fern","Fern-Equisetophyta","Fraxinus","Indeterminable","IsoÃ«tes","Lamiaceae undif.","Lemnaceae","Loranthus","Lythrum","Mercurialis","Myriophyllum spicatum/verticillatum t.","Myrtus","Nymphaea","Olea t.","Papaver t.","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sarcopoterium","Selaginella denticulata-type","Sparganium","Thalictrum","Trifolium t.","Typha"
"132.2",NA,NA,"120.0","  1.0","  0.0"," 50.0","  0.0","  0.0","  1.0","  1.0","  1.0","  2.0","  0.0","  0.0","  0.0","  0.0","  0.0","  7.0","  1.0","  0.0","  6.0"," 20.0","  0.0","  0.0","  2.0","  1.0","  2.0"," 29.0","  1.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 22.0","  1.0","  5.0","  1.0","  8.0","  5.0","  1.0","  4.0"," 47.0","  3.0","  2.0","  4.0"," 10.0","  1.0","  3.0","  1.0","  1.0","  3.0","219.0","  2.0","  0.0"," 12.0","  1.0","  0.0","  2.0"
"165.2",NA,NA,"123.0","  1.0","  0.0"," 16.0","  0.0","  0.0","  1.0","  1.0","  1.0","  2.0","  1.0","  0.0","  0.0","  0.0","  0.0","  8.0","  0.0","  2.0","  9.0","  8.0","  1.0","  0.0","  1.0","  0.0","  2.0"," 16.0","  1.0","  1.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  6.0","  0.0","  4.0","  0.0","  7.0","  3.0","  0.0","  2.0"," 33.0","  0.0","  0.0","  1.0","  2.0","  1.0","  1.0","  0.0","  0.0","  2.0","180.0","  1.0","  2.0","  5.0","  0.0","  0.0","  0.0"
"356.4",NA,NA,"136.0","  1.0","  3.0","  1.0","  1.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  3.0"," 17.0","  0.0","  1.0","  0.0","  0.0","  1.0"," 15.0","  0.0","  0.0","  1.0","  1.0","  0.0","  0.0"," 50.0","  0.0","  1.0"," 27.0","  0.0","  7.0","  0.0","  3.0","  2.0","  2.0","  0.0"," 79.0","  3.0","  2.0","  3.0","  1.0","  0.0","  3.0","  0.0","  1.0","  1.0","760.0","  2.0","  0.0"," 77.0","  0.0","  0.0"," 36.0"
"425.5",NA,NA,"140.0","  1.0","  5.0","  2.0","  2.0","  1.0","  2.0","  0.0","  0.0","  1.0","  0.0","  0.0","  1.0","  0.0","  1.0","  2.0","  0.0","  0.0","  9.0"," 18.0","  0.0","  1.0","  0.0","  0.0","  0.0","  5.0","  0.0","  1.0","  2.0","  0.0","  1.0","  0.0"," 37.0","  2.0","  0.0"," 15.0","  0.0","  0.0","  0.0","  2.0","  6.0","  1.0","  1.0"," 80.0","  5.0","  0.0","  0.0","  5.0","  0.0","  1.0","  0.0","  1.0","  1.0","666.0","  0.0","  1.0","195.0","  0.0","  1.0"," 19.0"
