"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Apium t.","Artemisia","Asteroideae undif.","Berberis t.","Betula","Brachysporium obovatum/B. bloxami/Bactrodesmium betulicola (type 359, HdV)","Brassicaceae","Buxus","Campanulaceae","Caryophyllaceae undif.","Centaurea","Ceratophyllum","Cichorieae","Cistaceae","Closterium idiosporum-type","Collembola","Copepoda (type 179, HdV)","Corylus","Cupressaceae","Cyperaceae","Dictyosporiaceae","Dipsacaceae","Ephedra","Erica t.","Euastrum ansatum (type 984, HdV)","Euastrum bidentatum (type 985, HdV)","Euphorbia t.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Genisteae","Hydrocotyle","Invertebrata (type 219, HdV)","IsoÃ«tes","Juglans","Lamiaceae undif.","Lotus t.","Lycopodium spike","Lycopodium tablets","Lythrum","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Olea t.","Onagraceae","Ononis t.","Oribatida","Petaloid monocot","Phillyrea","Pinus","Pinus undif.","Pistacia","Plantago","Pluricellaesporites","Poaceae","Pollen concentration","Polygonum t.","Potamogeton","Prunus t.","Pseudoschizaea","Pteridophyta (monolete)","Puccinia","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rhamnus","Rhizopoda","Rosa t.","Rubiaceae undif.","Rumex t.","Salix","Sanguisorba t.","Scrophulariaceae undif.","Solanaceae undif.","Sparganium","Spermatophyta undiff. (aquatics)","Spirogyra (psilate)","TetraÃ«dron cf. T. minimum","Thalictrum","Thymelaeaceae undif.","Trichuris","Typha","Ulmus t.","Unknown (type 119, HdV)","Unknown (type 128, HdV)","Unknown (type 181, HdV)","Unknown (type 222, HdV)","Unknown (type 224, HdV)","Unknown (type 304, HdV)","Unknown (type 988, HdV)","Viola","Vitis","charcoal"
" -49.0",NA,NA,"  0","1.3","0","0","0","0","10","0","0","14","8","5","0","0","6","0","0","0","0","0","6","4","0","0","0","0","17","6","0","0","0","0","0","0","1","0","0","0","0","14","4","0","0","0","1","2","0","147","0","1","23","0","0","1","0","8","0","0","0","1","4","85","68","3","12","0","22","47254","0","0","4","0","0","0","4","112","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","2","0","3","2","0","0","0","0","0","0","0","0","2","859384.6"
"1195.8",NA,NA,"108","1.6","0","0","0","0","8","0","0","7","10","0","0","7","9","0","0","1","4","0","3","6","0","1","1","0","8","2","0","0","4","0","8","2","1","1","32","0","0","218","2","0","0","0","0","0","0","154","0","0","1","0","0","1","0","6","0","4","0","0","4","76","68","2","7","4","38","25348.69","0","0","3","4","1","2","0","7","0","0","0","0","0","4","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","10","3","22","0","0","0","4","529375"
"1252.8",NA,NA,"112","1.6","0","0","0","0","14","0","0","15","15","0","0","13","0","0","0","0","1","0","13","8","0","0","1","0","11","3","12","0","3","0","9","17","0","3","0","1","0","259","0","0","0","0","0","2","1","113","0","0","0","0","0","0","0","3","0","4","1","0","0","81","70","9","4","7","33","31216.26","0","0","1","6","2","0","3","8","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11","4","23","0","4","0","0","268375"
"1315.3",NA,NA,"116","1.3","0","0","0","0","24","0","0","0","1","1","0","23","2","0","0","1","0","0","0","0","0","0","1","0","13","6","0","0","2","7","1","4","1","2","28","0","0","555","1","0","1","0","0","1","0","165","0","0","0","0","0","1","0","1","0","0","0","0","0","91","78","2","12","29","66","30989.56","0","0","1","3","0","2","2","9","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","7","16","14","0","0","0","1","545769.2"
"1378.0",NA,NA,"120","1.5","0","0","0","0","16","0","0","8","14","0","1","11","1","0","0","1","1","0","0","0","0","1","1","0","8","1","0","0","0","0","1","11","0","2","41","0","0","332","0","0","0","0","1","1","1","146","0","0","2","0","0","1","0","1","0","0","1","0","0","84","76","0","13","7","47","29780.09","0","0","2","26","2","9","1","15","0","2","2","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3","18","10","0","1","0","1","457466.7"
"1439.6",NA,NA,"124","1.7","0","4","0","0","16","0","0","8","1","1","0","1","12","0","0","1","0","0","0","0","0","1","1","0","12","12","0","0","0","0","4","7","1","1","57","1","0","316","0","0","0","0","1","0","0","153","0","0","0","0","0","0","0","0","0","0","0","0","0","110","98","0","12","12","56","29317.71","0","0","0","23","0","0","0","12","1","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","12","27","3","0","1","0","1","279000"
"1502.4",NA,NA,"128","1.6","0","0","0","1","20","0","0","21","19","0","0","2","4","0","0","0","1","0","7","0","0","1","2","0","7","2","12","0","1","0","7","13","1","3","41","0","0","237","1","0","1","0","0","2","1","167","0","0","2","0","0","0","0","6","0","0","0","0","0","121","114","14","11","39","50","32481.53","0","0","0","16","1","2","3","12","0","0","3","0","0","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","36","24","13","0","1","0","0","250500"
"1565.4",NA,NA,"132","1.4","0","0","0","0","19","0","0","8","21","0","0","6","0","0","0","0","0","0","14","0","0","0","3","1","10","9","1","0","9","0","3","3","0","0","33","0","0","237","0","0","0","0","0","0","2","141","0","0","0","0","0","2","0","9","0","0","1","0","0","101","91","9","7","11","61","39011.09","0","0","0","48","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","13","7","0","1","0","0","271928.6"
"1630.3",NA,NA,"136","1.4","0","2","0","0","16","0","0","8","11","0","0","2","4","0","0","0","0","0","11","6","0","0","4","0","7","7","3","0","11","1","5","2","0","1","31","1","0","284","0","0","0","0","0","12","0","152","0","0","0","0","0","0","0","0","0","0","1","0","1","83","76","0","7","36","35","30883.5","0","0","0","21","0","1","0","12","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","21","55","4","0","2","0","0","401714.3"
"1693.3",NA,NA,"140","1.5","0","0","0","1","23","0","0","11","0","0","0","6","5","0","0","1","0","0","0","0","0","0","3","0","10","16","7","5","1","0","6","15","0","2","22","1","0","358","0","0","1","0","0","0","0","132","0","0","3","0","0","0","0","0","0","0","2","0","1","88","78","7","8","51","22","29518.04","0","0","0","6","1","0","5","12","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14","58","25","0","0","0","0","369600"
"1761.0",NA,NA,"144","1.4","0","2","0","0","14","0","0","11","0","0","0","12","0","0","0","0","0","0","10","0","0","0","0","0","5","14","0","0","7","0","13","22","0","1","47","1","0","281","0","0","0","0","0","9","0","161","0","0","0","0","0","0","0","1","0","0","0","0","2","90","85","3","8","21","31","28489.37","0","0","0","11","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","12","11","0","0","0","0","241500"
"1777.9",NA,NA,"145","1.4","0","2","0","0","12","0","0","7","7","1","0","23","0","0","0","0","0","0","15","0","0","0","0","0","9","11","9","0","5","0","8","13","0","2","39","0","0","235","0","0","0","0","0","8","0","148","0","0","1","0","0","0","0","0","0","0","1","0","7","63","54","8","11","32","43","33291.99","0","0","0","13","2","0","6","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23","15","0","0","0","0","528571.4"
"1830.6",NA,NA,"146","1.4","0","0","0","0","10","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","11","0","9","13","0","0","0","9","12","8","0","0","13","0","0","253","0","0","1","0","0","12","0","89","0","0","0","0","0","1","0","1","0","0","0","0","0","62","53","8","6","19","39","41068.51","0","0","0","24","0","0","2","26","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","12","9","10","0","0","0","0","247928.6"
"1884.3",NA,NA,"147","1.4","0","2","0","1","8","0","1","8","11","0","0","18","0","0","0","0","0","0","0","0","0","0","4","0","10","8","0","0","2","12","12","4","0","0","23","0","0","261","0","0","0","0","0","7","0","83","0","0","0","0","0","0","0","0","0","0","1","0","0","49","39","12","26","51","24","48786.44","0","0","0","10","0","0","3","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","12","4","0","0","0","0","225285.7"
"1937.8",NA,NA,"148","1.5","0","2","0","0","17","0","1","3","1","0","0","28","0","0","0","0","0","0","1","0","0","0","12","0","7","16","11","0","0","1","12","7","0","1","18","0","0","319","0","0","0","0","0","6","0","109","0","1","0","0","0","1","0","0","0","0","0","0","0","34","27","1","12","12","38","34365.85","0","0","0","12","1","0","7","62","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","22","1","5","0","0","0","0","297933.3"
"2044.8",NA,NA,"150","1.8","0","4","0","0","14","0","0","0","0","0","0","12","0","0","0","0","0","0","0","1","0","0","7","0","4","15","5","0","1","1","6","7","0","1","33","0","0","136","0","0","2","0","0","2","0","119","0","0","0","0","0","0","0","0","0","0","1","0","0","48","44","9","7","17","23","27519.79","0","0","0","0","1","0","7","69","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","16","15","4","0","0","0","0","158666.7"
"2081.3",NA,NA,"151","1.8","0","9","0","0","6","0","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","12","1","7","13","6","0","0","0","7","3","0","1","34","0","0","185","0","0","0","0","0","0","0","118","0","0","2","0","0","0","0","2","0","0","0","0","0","69","62","0","2","13","32","24091.98","0","0","0","3","1","0","7","29","0","0","4","0","0","0","0","0","0","0","0","0","2","4","0","0","0","2","0","0","0","4","2","0","0","0","0","0","137666.7"
"2118.0",NA,NA,"152","1.5","0","4","0","0","3","0","0","14","3","0","1","22","0","0","0","0","0","0","4","1","0","0","13","0","13","21","3","0","1","0","12","6","0","4","37","0","0","107","0","0","0","0","0","0","0","73","0","1","12","0","0","2","0","0","0","0","1","0","0","89","76","2","3","8","16","57956.64","0","2","0","2","4","0","1","31","0","0","4","0","0","0","0","0","0","0","2","2","0","2","0","0","0","3","0","0","0","17","3","4","0","0","0","0","63266.67"
"2154.7",NA,NA,"153","1.2","0","9","0","0","4","0","0","8","0","0","0","13","0","0","0","0","0","0","9","0","0","0","14","0","12","23","2","0","1","0","1","1","0","4","44","0","0","204","0","0","4","0","0","0","0","88","0","0","11","0","0","0","0","3","1","0","0","0","0","59","47","2","7","4","27","60334.62","0","0","0","12","4","0","4","39","0","0","3","0","0","0","0","0","0","0","0","0","2","2","0","0","0","8","0","0","0","22","6","2","0","0","0","0","22000"
"2248.5",NA,NA,"156","1.6","0","15","0","0","0","0","0","21","0","0","0","9","0","0","0","0","0","0","9","0","0","0","16","0","6","18","0","0","2","0","1","6","0","8","59","0","0","295","0","0","0","0","0","0","0","93","0","1","12","0","0","1","0","0","0","0","0","0","0","40","34","4","2","13","37","44841.02","0","0","0","4","4","0","6","46","0","0","12","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","17","8","7","0","0","0","0","34875"
"2311.5",NA,NA,"159","0.8","0","10","0","0","9","0","0","9","3","0","0","12","0","0","0","0","0","0","2","1","0","0","13","0","4","42","13","0","6","0","0","0","0","3","95","0","0","430","0","0","0","0","0","5","0","69","0","0","14","0","0","0","0","0","0","0","1","4","0","64","60","7","3","39","29","171316.5","0","1","0","11","3","0","7","67","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","6","0","0","0","6","3","0","0","0","0","0","198375"
"2332.2",NA,NA,"160","1.8","0","21","0","0","9","0","0","16","1","0","0","2","0","0","0","0","0","0","0","0","1","0","11","0","6","21","0","0","0","1","0","0","0","10","128","0","0","217","0","0","0","0","0","1","0","89","0","0","25","0","0","4","0","0","0","0","0","1","0","78","72","8","4","1","16","64980.4","0","0","0","7","4","0","10","77","1","0","7","0","0","0","0","0","0","0","4","0","12","8","0","0","0","3","0","0","0","13","4","8","0","0","0","0","84055.56"
"2373.9",NA,NA,"162","1.0","0","11","0","0","0","0","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","9","17","0","0","1","8","0","0","0","0","63","0","0","205","0","0","0","0","0","0","0","92","0","0","2","0","0","0","0","0","0","0","0","0","0","66","57","5","2","19","54","88339.3","0","2","0","13","0","0","17","69","1","0","0","0","0","0","0","0","0","0","0","2","13","3","0","0","0","4","0","0","0","4","0","11","0","0","0","0","73600"
"2414.8",NA,NA,"164","1.0","0","23","0","0","4","0","0","15","1","0","0","2","0","0","0","0","0","0","6","0","2","0","6","1","7","18","0","0","0","1","0","0","0","3","12","0","0","199","0","0","4","0","0","1","0","64","0","0","0","0","0","2","0","0","0","0","1","1","0","37","30","8","5","1","31","97592.44","0","0","0","0","1","0","34","65","0","0","4","0","1","0","0","0","0","0","0","0","12","8","0","0","0","4","0","0","4","2","1","4","0","0","0","0","147200"
"2495.1",NA,NA,"168","1.9","0","31","0","0","1","0","0","0","2","0","0","4","0","0","0","0","0","0","7","0","0","0","8","0","4","19","0","0","1","4","0","0","0","11","59","0","0","72","0","0","0","0","0","2","0","79","0","1","12","0","0","0","0","0","1","0","0","0","0","28","24","7","2","0","9","43951.31","0","0","0","0","11","0","36","57","1","0","8","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","2","2","0","1","0","0","0","0","87315.79"
"2576.2",NA,NA,"172","1.2","0","47","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","8","1","0","0","11","0","5","13","0","0","0","3","0","0","0","12","17","0","0","70","0","0","0","0","0","3","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","29","24","1","3","0","18","36345.43","0","0","0","0","12","0","24","53","1","0","8","0","0","0","0","0","0","0","0","0","10","7","0","0","0","4","0","0","9","6","0","4","0","0","0","0","166500"
"2655.6",NA,NA,"176","1.2","0","24","0","0","2","0","0","8","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","9","2","0","0","0","7","0","0","0","1","9","0","0","44","0","0","0","0","0","8","0","102","0","0","0","0","0","2","0","0","0","0","0","0","0","47","38","4","1","0","19","39552.39","0","0","0","0","1","0","31","47","0","0","0","0","0","0","0","0","0","0","1","0","7","6","0","0","0","2","0","0","13","0","0","1","0","0","0","0","144500"
"2675.6",NA,NA,"177","1.5","0","6","0","0","7","0","0","3","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","0","4","4","0","0","3","10","0","0","0","0","11","0","0","12","0","0","0","0","0","1","0","176","0","0","0","0","0","0","0","0","0","0","0","0","0","28","24","3","3","0","8","15487.47","0","1","0","0","0","0","19","49","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","0","0","4","0","12","14","0","0","2","0","0","0","0","82133.33"
"2695.6",NA,NA,"178","1.2","0","3","0","0","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","2","0","0","0","2","0","0","0","1","8","0","0","12","0","0","0","0","0","0","0","158","0","0","0","0","0","0","0","2","0","0","0","0","5","58","54","7","6","0","37","27650.61","0","2","0","0","1","0","32","34","0","0","0","0","0","0","0","0","0","0","1","2","3","2","0","0","0","0","0","10","21","0","0","2","0","0","0","0","368666.7"
"2715.7",NA,NA,"179","1.5","0","7","0","0","1","0","0","2","7","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","7","7","0","0","4","3","0","0","0","0","8","0","0","20","0","0","12","0","0","0","0","154","0","0","0","0","0","0","0","0","0","0","0","0","2","75","68","7","0","0","23","23455.17","0","1","0","0","0","0","34","42","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","9","42","0","0","0","0","0","0","0","318266.7"
"2736.0",NA,NA,"180","1.5","0","8","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","13","0","0","2","3","0","0","0","0","9","0","0","16","0","0","0","0","0","0","1","173","0","0","0","1","0","0","0","0","0","0","0","0","3","87","84","7","2","0","51","22812.42","0","5","0","0","0","0","14","30","0","0","0","0","0","0","0","0","0","0","0","6","2","8","0","0","0","0","0","12","16","0","0","0","0","0","0","0","207600"
"2754.8",NA,NA,"181","1.5","0","4","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","3","5","0","0","3","3","0","0","0","2","8","0","0","16","0","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","2","16","13","10","3","0","23","20403.76","0","11","0","0","0","0","48","52","0","0","0","0","0","0","0","0","0","0","2","11","3","0","0","0","0","0","0","14","31","0","0","0","1","0","0","0","392200"
"2773.6",NA,NA,"182","1.5","0","23","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","10","6","0","0","0","6","0","0","0","0","8","0","0","26","0","0","0","0","0","0","0","198","0","0","0","1","0","0","0","0","0","0","0","0","2","68","58","8","0","0","28","18918.57","0","9","0","0","0","0","24","56","0","0","0","0","0","0","0","0","0","0","0","10","2","0","0","0","0","0","0","25","27","0","0","0","1","0","0","0","448800"
"2792.6",NA,NA,"183","1.5","0","16","0","0","8","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","4","5","0","0","2","6","0","0","0","0","6","0","0","40","0","0","8","0","0","0","0","107","0","0","0","1","0","0","0","0","0","0","0","0","2","46","42","6","0","0","18","27975.3","0","2","0","0","0","0","29","43","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0","21","49","0","0","0","12","0","0","0","149800"
"2811.5",NA,NA,"184","1.4","0","4","0","1","1","0","1","11","0","0","0","0","0","0","0","0","0","1","0","2","4","0","0","0","14","8","0","0","1","12","0","0","0","0","2","0","0","18","0","0","1","0","0","0","0","192","0","0","0","0","0","0","0","2","0","0","0","0","3","80","66","8","4","0","47","24262.8","0","13","0","0","0","0","13","49","0","0","0","0","0","0","0","0","0","0","2","13","0","1","0","0","0","0","0","13","9","0","0","3","1","0","0","0","384000"
"2830.0",NA,NA,"185","1.4","0","25","0","0","1","0","1","13","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","8","7","0","0","0","11","0","0","0","0","7","0","0","15","0","0","4","0","0","0","0","103","0","0","0","2","0","0","0","2","0","0","0","0","3","81","73","6","1","7","34","48532.84","0","12","0","0","0","0","39","58","0","0","0","0","0","0","0","0","0","0","1","14","2","0","0","0","0","0","0","17","19","0","0","5","1","0","0","0","257500"
"2846.7",NA,NA,"186","1.4","0","19","0","0","9","0","0","5","1","0","0","0","0","0","0","0","0","1","0","0","11","0","0","1","4","3","0","0","0","1","0","0","0","0","7","0","0","3","0","0","2","0","0","0","0","155","0","0","0","3","0","0","0","0","0","0","0","0","4","54","50","3","3","3","35","29476.59","0","9","0","0","0","0","41","76","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","16","20","0","0","0","1","0","0","0","354285.7"
"2863.4",NA,NA,"187","1.4","0","4","0","1","9","0","0","6","0","0","0","0","0","0","0","0","0","1","0","0","10","0","0","0","3","8","0","0","0","2","0","0","0","0","8","0","0","10","0","0","3","0","0","0","0","110","0","0","0","9","0","0","0","0","0","0","0","0","6","39","36","7","0","8","28","38766.18","0","8","0","0","0","0","53","53","0","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","12","37","0","0","0","1","0","0","0","165000"
"2880.4",NA,NA,"188","1.2","0","12","0","0","8","0","0","16","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","9","10","0","0","0","5","0","0","0","0","16","0","0","2","0","0","5","0","0","0","0","172","0","0","0","6","0","0","0","0","0","0","0","0","5","44","35","8","1","0","31","30625.81","0","11","0","0","0","0","42","46","0","0","0","0","0","0","0","0","0","0","1","17","4","1","0","0","0","0","0","16","18","0","0","0","1","0","0","0","272333.3"
"3032.7",NA,NA,"197","1.4","0","4","0","0","6","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","4","4","0","0","0","9","0","0","0","6","12","0","0","6","0","0","8","0","0","0","0","174","0","0","0","0","0","0","0","0","0","0","0","0","5","26","22","7","4","0","33","21212.25","0","13","0","0","0","0","38","41","0","0","0","0","0","0","0","0","0","0","1","13","0","1","0","0","0","0","0","33","29","0","0","0","2","0","0","0","211285.7"
"3286.7",NA,NA,"212","1.4","0","5","0","0","0","0","1","0","6","0","1","0","0","0","0","0","0","0","0","2","13","0","0","1","0","10","0","0","1","10","0","0","0","4","1","0","0","19","0","0","10","0","0","0","0","101","0","0","0","1","0","0","0","3","0","0","0","0","3","28","28","7","0","9","25","32286.34","0","3","0","0","0","0","27","50","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","15","16","0","0","0","0","0","0","0","79357.14"
"3353.9",NA,NA,"216","1.5","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","9","5","0","0","0","11","0","0","0","6","2","0","0","14","0","0","9","0","0","0","0","194","0","0","0","0","0","0","0","0","0","0","0","0","5","18","9","15","1","0","49","21722.23","0","5","0","0","0","0","65","68","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","17","6","0","0","0","1","0","0","0","245733.3"
"3370.2",NA,NA,"217","1.5","0","2","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","5","3","8","0","0","12","0","0","0","0","2","0","0","21","0","0","0","0","0","0","0","143","0","0","0","0","0","0","0","0","0","0","0","0","4","21","16","0","0","9","34","20113.98","0","6","0","0","0","0","42","38","0","0","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","49","7","0","0","0","1","0","0","0","152533.3"
"3387.5",NA,NA,"218","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","8","8","0","0","1","8","0","0","0","0","7","0","0","2","0","0","3","0","0","0","0","172","0","0","0","2","0","0","0","0","0","0","0","0","2","41","33","3","4","2","12","17500.46","0","3","0","0","0","0","32","54","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","2","27","11","0","0","0","5","0","0","0","183466.7"
"3404.7",NA,NA,"219","1.5","0","20","0","0","6","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","14","4","0","0","0","8","0","0","0","0","2","0","0","20","0","0","8","0","0","0","0","154","0","0","0","3","0","0","0","0","0","0","0","0","4","52","38","8","0","6","14","21283.39","0","10","0","0","0","0","31","42","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","42","12","0","0","0","1","0","0","0","154000"
"3422.0",NA,NA,"220","1.6","0","17","0","1","5","0","3","6","2","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","11","3","0","0","0","1","0","0","0","16","4","0","0","8","0","0","17","0","0","0","0","134","0","0","0","2","0","0","0","0","0","0","0","0","2","87","76","11","0","8","52","32758.96","0","3","0","0","0","0","42","48","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","30","23","0","0","0","2","0","0","0","175875"
"3438.3",NA,NA,"221","1.6","0","0","0","2","8","0","0","5","0","0","1","0","0","0","0","0","0","0","0","1","4","0","0","0","14","8","3","0","4","7","0","0","0","6","1","0","0","19","0","0","3","0","0","0","0","157","0","0","0","0","0","0","0","0","0","0","0","0","3","47","33","5","0","4","22","21668.9","0","9","0","0","0","0","38","53","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","42","12","0","0","0","2","0","0","0","225687.5"
"3454.8",NA,NA,"222","1.6","0","6","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","11","3","0","0","0","13","0","0","0","0","7","0","0","25","0","0","0","0","0","0","0","139","0","0","0","0","0","0","0","0","0","0","0","0","3","37","26","3","0","11","44","23121.49","0","6","0","0","0","0","35","47","0","0","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","0","0","37","45","0","0","0","1","0","0","0","156375"
"3471.3",NA,NA,"223","1.6","0","13","0","0","4","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","5","0","0","2","7","9","0","0","5","8","0","0","0","0","13","0","0","2","0","0","12","0","0","0","0","147","0","0","0","1","0","0","0","0","0","0","0","0","7","30","23","4","3","0","32","24636.07","0","1","0","0","0","0","47","46","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","16","0","24","17","0","0","0","5","0","0","0","229687.5"
"3487.7",NA,NA,"224","1.3","0","22","0","0","3","0","3","4","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","1","13","10","0","0","2","3","0","0","0","0","11","0","0","0","0","0","24","0","0","0","0","152","0","0","0","2","0","0","0","0","0","0","0","0","2","17","4","6","2","0","40","26785.04","0","5","0","0","0","0","45","52","0","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0","3","0","21","13","0","0","0","0","0","0","0","140307.7"
"3546.3",NA,NA,"228","1.6","0","13","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","0","5","0","0","0","6","0","0","0","14","4","0","0","0","0","0","3","0","0","0","0","164","0","0","0","2","3","0","0","0","0","0","0","0","4","24","24","8","1","0","32","21508.77","0","9","0","0","0","0","41","69","0","0","0","0","0","0","0","0","0","0","0","11","0","1","0","0","0","6","0","26","12","0","0","0","13","0","0","0","143500"
"3603.5",NA,NA,"232","1.3","0","10","0","1","0","0","9","0","2","0","1","2","0","0","0","0","0","0","0","0","3","0","0","0","0","14","0","0","0","1","0","0","0","2","6","0","0","0","0","0","2","0","0","0","0","177","0","0","0","0","5","0","0","2","0","0","0","0","3","34","34","9","5","0","32","25618.17","0","7","0","0","0","0","44","47","0","0","0","0","0","0","0","0","0","0","0","7","0","4","0","0","0","11","1","17","6","0","0","0","0","0","0","0","204230.8"
"3661.3",NA,NA,"236","1.4","0","8","0","3","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","11","0","6","7","1","2","0","0","1","5","0","0","0","12","3","0","0","12","0","0","11","0","0","0","0","69","0","2","0","2","0","0","0","0","0","0","0","0","5","19","18","14","1","0","19","58425.46","0","5","0","0","0","0","41","76","0","0","1","0","0","0","0","0","0","0","0","7","0","9","0","0","0","9","2","18","1","2","0","0","1","0","0","0","59142.86"
"3718.3",NA,NA,"240","1.8","0","10","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","1","8","0","0","0","5","0","0","0","0","3","0","1","21","0","0","4","0","0","0","0","116","0","0","0","0","0","0","0","0","0","0","0","0","2","13","12","2","1","3","22","15377.17","0","0","0","0","0","0","29","40","0","0","7","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","9","1","2","0","0","0","0","0","0","12888.89"
"3776.4",NA,NA,"244","1.2","0","35","0","1","5","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","1","0","1","0","1","13","0","0","0","10","0","0","0","1","0","1","0","54","0","0","4","0","0","0","0","131","0","0","1","0","0","0","0","0","0","0","1","0","2","16","15","0","0","4","31","26488.19","0","0","0","0","0","0","32","51","1","0","3","0","0","0","0","0","0","0","0","0","14","10","0","0","0","1","1","13","0","15","0","5","0","0","0","0","21833.33"
"3832.7",NA,NA,"248","1.5","0","17","0","2","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","1","0","0","12","0","0","23","0","0","0","3","0","0","0","12","0","0","0","57","0","0","8","0","0","0","0","137","0","1","2","0","0","0","0","0","0","0","0","0","0","6","6","1","0","9","16","17821.24","0","1","0","0","12","0","31","40","0","0","5","0","0","0","0","0","0","0","0","1","7","0","0","0","0","1","2","0","4","14","0","5","0","0","0","0","9133.333"
