"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acacia t.","Alismataceae","Alnus","Amaranthaceae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Calicotome","Calligonum","Cannabaceae undif.","Cannabis","Carpinus","Carya","Caryophyllaceae undif.","Castanea","Casuarina","Casuarina/Corylus","Cedrus","Celtis","Centaurea","Ceratonia","Chrozophora","Cichorieae","Cistaceae","Combretaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Echium t.","Ephedra","Erica t.","Erodium","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern-Lycopodiaceae","Fraxinus","Geranium","Haplophyllum","Hepaticae","Indeterminable","IsoÃ«tes","Juglans","Lamiaceae undif.","Malva undif.","Mercurialis","Musci","Myrtaceae undif.","Nitraria","Olea t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Pollen concentration","Polygonum t.","Populus","Potamogeton","Prosopis t.","Protist","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnaceae undif.","Riccia","Ricinus","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sarcopoterium","Searsia","Styrax","Tamarix","Thalictrum","Theligonum","Thymelaeaceae undif.","Typha","Ulmus t.","Unknown","Unknown (monolete, non-psilate)","Unknown (monolete, psilate)","Unknown (trilete, non-psilate)","Unknown (trilete, psilate)","Urtica t.","Vitis","Zygophyllum t."
"512.0",NA,NA," 87.5","  0.0","  0.0","  0.0","107.0","  1.0"," 51.0","  0.0"," 14.0","  0.0","  0.0"," 11.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  5.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0","  1.0","  0.0","  8.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 14.0","  0.0","  0.0","  1.0","  0.0","  1.0","  0.0","  0.0","  0.0"," 18.0","  0.0","  0.0","  0.0","  8.0","  4.0"," 13.0","  0.0"," 10.0","  4.0","597.0","  1.0","  0.0","  0.0","  0.0","  0.0"," 29.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  3.0","  0.0"," 10.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  1.0","  0.0"," 22.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"
"607",NA,NA,"102","  0","  0","  0","119","  5"," 54","  0"," 21","  0","  0","  4","  0","  0","  0","  0","  2","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0"," 25","  0","  0","  0","  0","  2","  0","  0","  0"," 20","  0","  0","  0"," 14","  2"," 11","  0","  9","  1","812","  0","  0","  0","  0","  0"," 13","  4","  2","  0","  0","  0","  0","  1","  2","  0"," 12","  0","  0","  1","  0","  0","  1","  2","  1"," 58","  0","  0","  1","  0","  2","  0","  0"
" 691",NA,NA," 115","   0","   0","   0","  76","   0","  43","   0","  15","   0","   0","   6","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","  14","   0","   0","   0","   0","   1","   4","   0","   0","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","  19","   0","   0","   0","   0","   1","   0","   0","   0","  20","   0","   0","   0","  13","   4","   9","   0","  22","   3","2857","   1","   0","   0","   0","   0","  14","   1","   0","   0","   0","   0","   0","   0","   3","   0","   3","   0","   0","   1","   1","   0","   0","   0","   0","  48","   0","   0","   0","   0","   0","   0","   0"
" 773.0",NA,NA," 127.5","   0.0","   0.0","   0.0","  98.0","   5.0","  37.0","   0.0","   8.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","  10.0","   1.0","   0.0","   0.0","   5.0","   4.0","  10.0","   0.0","  21.0","   1.0","1018.0","   0.0","   0.0","   0.0","   1.0","   0.0","  34.0","   7.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"835",NA,NA,"137","  0","  0","  1","104","  4"," 29","  0"," 13","  0","  0","  7","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  2","  2","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0","  0","  5","  0","  0","  0","  9","  0","  0","  0"," 10","  7"," 19","  1","  6","  0","272","  0","  1","  0","  0","  0"," 36","  6","  1","  0","  0","  0","  0","  0","  5","  1","  2","  0","  0","  1","  0","  0","  0","  0","  0"," 28","  0","  0","  0","  0","  0","  0","  0"
"906",NA,NA,"148","  0","  0","  0"," 81","  0"," 39","  0"," 18","  0","  0"," 15","  0","  1","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  1","  0","  0","  9","  0","  0","  0","  0","  1","  5","  1","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0"," 12","  0","  1","  0","  0","  6","  0","  0","  0","  5","  3","  1","  0"," 29"," 10"," 25","  0"," 40","  5","479","  1","  0","  0","  0","  0"," 31"," 26","  0","  0","  0","  0","  0","  0","  4","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0"," 20","  0","  0","  0","  0","  0","  0","  1"
" 994.0",NA,NA," 161.5","   0.0","   0.0","   0.0","  82.0","   6.0","  39.0","   0.0","  13.0","   0.0","   1.0","   7.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   6.0","   7.0","  12.0","   0.0","  19.0","   4.0","3338.0","   0.0","   0.0","   0.0","   0.0","   0.0","  42.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   2.0","   1.0","   7.0","   0.0","   0.0","   4.0","   1.0","   0.0","   1.0","   0.0","   0.0","  48.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0"
"1063",NA,NA," 172","   0","   0","   1","  92","   4","  41","   0","  13","   0","   0","  10","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   1","   0","   0","   3","   0","   1","   1","   2","   0","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","  17","   0","   0","   0","   0","   1","   0","   0","   0","  16","   0","   0","   0","   9","   9","  12","   0","  27","   4","3909","   0","   0","   0","   0","   0","  33","   4","   1","   0","   0","   0","   0","   0","   6","   0","   5","   0","   0","   1","   0","   0","   1","   1","   0","  30","   0","   0","   0","   0","   2","   0","   0"
"1131.0",NA,NA," 182.5","   0.0","   2.0","   1.0"," 114.0","   3.0","  30.0","   0.0","  25.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   7.0","   9.0","  12.0","   0.0","  23.0","   2.0","1181.0","   0.0","   1.0","   0.0","   0.0","   0.0","  51.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1212",NA,NA," 195","   0","   0","   0","  59","   1","  59","   0","  11","   0","   0","   3","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   1","   4","   0","   0","   0","   0","   0","   3","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   2","   1","   0","   0","  31","   0","   0","   0","  32","  10","  13","   0","  28","   5","4339","   0","   0","   0","   0","   0","  22","   6","   0","   0","   0","   0","   1","   0","   3","   0","  11","   0","   0","   0","   0","   1","   1","   2","   0","  20","   0","   0","   0","   0","   0","   0","   0"
"1261.0",NA,NA," 202.5","   0.0","   0.0","   0.0","  94.0","   2.0","  59.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","  16.0","   5.0","   4.0","   0.0","  14.0","   0.0","1914.0","   0.0","   0.0","   0.0","   0.0","   0.0","  26.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   2.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","  36.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1352.0",NA,NA," 216.5","   0.0","   0.0","   0.0","  97.0","   2.0","  43.0","   0.0","  11.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","  52.0","   4.0","  17.0","   0.0","  18.0","   2.0","9783.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  64.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1393.0",NA,NA," 222.8","   0.0","   0.0","   1.0","  62.0","   1.0","  43.0","   0.0","  10.0","   3.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   4.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","  25.0","   0.0","   0.0","   0.0","  21.0","  10.0","  33.0","   0.0","  57.0","   6.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   7.0","   6.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   9.0","   2.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"1414.0",NA,NA," 225.9","   0.0","   1.0","   0.0","  58.0","   0.0","  67.0","   0.0","  14.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   1.0","   1.0","   0.0","   4.0","   0.0","   0.0","   1.0","  32.0","   1.0","   1.0","   0.0","  18.0","   7.0","  14.0","   0.0","  35.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  22.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"1432.0",NA,NA," 228.7","   0.0","   0.0","   0.0","  83.0","   0.0","  63.0","   0.0","  10.0","   0.0","   0.0","   3.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   1.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","   0.0","  13.0","   4.0","  18.0","   0.0","  44.0","   8.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   9.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1452.0",NA,NA," 231.8","   0.0","   0.0","   0.0","  77.0","   0.0","  71.0","   0.0","  15.0","   0.0","   0.0","   8.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   1.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","  69.0","   0.0","   0.0","   0.0","   5.0","   3.0","   9.0","   0.0","  19.0","   4.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"1476.0",NA,NA," 235.5","   0.0","   0.0","   1.0","  72.0","   0.0","  32.0","   0.0","  22.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   6.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","   0.0","  12.0","  12.0","   8.0","   0.0","  23.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
" 1504.0",NA,NA,"  239.8","    0.0","    0.0","    0.0","   88.0","    2.0","   45.0","    0.0","   19.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","    0.0","    1.0","    0.0","    0.0","    7.0","    2.0","    0.0","    0.0","    1.0","    0.0","    1.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    1.0","    1.0","    0.0","    3.0","    0.0","    0.0","    1.0","   60.0","    0.0","    0.0","    0.0","    4.0","    1.0","   11.0","    0.0","   15.0","    5.0","15501.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    3.0","    0.0","    2.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    2.0","    0.0","    8.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0"
" 1519.0",NA,NA,"  242.1","    0.0","    0.0","    0.0","  104.0","    2.0","   48.0","    0.0","   12.0","    0.0","    0.0","    4.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   12.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","    0.0","    1.0","    2.0","    0.0","    4.0","    0.0","    0.0","    0.0","   80.0","    0.0","    0.0","    0.0","    3.0","    2.0","   10.0","    0.0","   32.0","    7.0","18317.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    3.0","    4.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","   46.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0"
" 1556.0",NA,NA,"  247.8","    0.0","    1.0","    0.0","  101.0","    1.0","   46.0","    0.0","   17.0","    0.0","    0.0","    6.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   13.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","   11.0","    0.0","    1.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","   73.0","    0.0","    0.0","    0.0","    3.0","    5.0","   23.0","    0.0","   28.0","    3.0","13590.0","    0.0","    0.0","    0.0","    0.0","    0.0","    7.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    3.0","    2.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   16.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0"
"1591.0",NA,NA," 253.2","   0.0","   0.0","   1.0","  75.0","   5.0","  67.0","   0.0","  13.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  75.0","   1.0","   2.0","   0.0","   9.0","   1.0","  32.0","   0.0","  51.0","   4.0","7761.0","   0.0","   0.0","   0.0","   1.0","   0.0","  12.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","  12.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0"
" 1621.0",NA,NA,"  257.7","    0.0","    0.0","    1.0","   81.0","    5.0","   34.0","    0.0","    8.0","    0.0","    0.0","   14.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    2.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    8.0","    0.0","    0.0","    0.0","    0.0","    4.0","    0.0","    0.0","    0.0","   64.0","    0.0","    2.0","    0.0","    2.0","    2.0","   12.0","    0.0","   21.0","    3.0","13925.0","    0.0","    0.0","    0.0","    1.0","    0.0","    9.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    1.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","   26.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0"
" 1650.0",NA,NA,"  262.2","    0.0","    0.0","    0.0","   83.0","    0.0","   35.0","    0.0","   13.0","    0.0","    0.0","    7.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","   10.0","    0.0","    0.0","    0.0","    1.0","    4.0","    5.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   66.0","    0.0","    0.0","    0.0","    5.0","    6.0","   20.0","    0.0","   31.0","    6.0","10715.0","    0.0","    0.0","    0.0","    0.0","    0.0","    8.0","    6.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   11.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    3.0","    0.0","   14.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0"
"1757.0",NA,NA," 269.2","   0.0","   0.0","   1.0","  96.0","   2.0","  34.0","   0.0","  21.0","   0.0","   0.0","   5.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  79.0","   0.0","   1.0","   0.0","  15.0","   1.0","  15.0","   0.0","  34.0","   3.0","9645.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   2.0","   0.0","  20.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0"
"1815.0",NA,NA," 271.6","   0.0","   0.0","   1.0","  99.0","   1.0","  23.0","   0.0","  29.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   1.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","  90.0","   0.0","   1.0","   0.0","   5.0","   0.0","   7.0","   0.0","  14.0","   2.0","7970.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"
"1927.0",NA,NA," 275.6","   0.0","   0.0","   0.0","  80.0","   0.0","  44.0","   0.0","  20.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","  12.0","   1.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  98.0","   0.0","   0.0","   0.0","   8.0","   2.0","  16.0","   0.0","  28.0","   9.0","5691.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  28.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0"
" 2069.0",NA,NA,"  280.2","    0.0","    0.0","    0.0","  148.0","    3.0","   51.0","    0.0","   21.0","    0.0","    1.0","    2.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","   19.0","    0.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    9.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","   32.0","    0.0","    1.0","    0.0","    3.0","    0.0","   15.0","    0.0","    6.0","    1.0","15495.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    4.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    3.0","    1.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    2.0","    0.0","   30.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0"
