"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acacia t.","Acanthus","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Apiaceae undif.","Apium t.","Artemisia","Asphodelus t.","Asteroideae undif.","Boraginaceae undif.","Brassicaceae","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Carya","Caryophyllaceae undif.","Casuarina","Cedrus","Celtis","Centaurea","Ceratonia","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Echium t.","Elaeagnus","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbiaceae undif.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Fraxinus","Galium t.","Geranium","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lythrum","Mercurialis","Myriophyllum undif.","Olea t.","Onagraceae","Ononis t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodiophyta (trilete)","Populus","Potamogeton","Potentilla t.","Prunus t.","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sarcopoterium","Scrophulariaceae undif.","Searsia","Secale","Solanum","Tamarix","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Vitis","Zea","Ziziphus/Paliurus"
"2327.8",NA,NA," 241.5","   1.0","   0.0","   0.0","   0.0","   0.0"," 974.0","   0.0","   0.0","  44.0","   5.0","  11.0","   1.0","  47.0","   1.0","  76.0","   0.0","   4.0","   0.0","   0.0","   4.0","   3.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0"," 150.0","   0.0","   0.0","   0.0","   4.0","   7.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   4.0","   1.0","   0.0","   0.0"," 473.0","   0.0","   0.0"," 134.0"," 155.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","  21.0","   6.0","  11.0","   0.0","   0.0"," 309.0","  19.0","  14.0","   0.0","   0.0","   2.0","   0.0","   0.0","  18.0","  54.0","   2.0","   3.0","   0.0","   0.0","   2.0","   8.0","   0.0","   1.0","   4.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   4.0","   0.0","   1.0"
"2342.9",NA,NA," 243.0","   0.0","   1.0","   0.0","   0.0","   0.0"," 743.0","   1.0","   0.0","  25.0","   1.0","  10.0","   0.0","  47.0","   1.0","  68.0","   0.0","  11.0","   0.0","   1.0","   8.0","   1.0","   0.0","   9.0","   0.0","   0.0","   0.0","   1.0","   0.0"," 115.0","   0.0","   0.0","   0.0","   4.0","  23.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   2.0","   9.0","   1.0","   7.0","   0.0","   0.0"," 538.0","   0.0","   0.0"," 318.0"," 115.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   1.0","   0.0","  12.0","  10.0","  10.0","   1.0","   1.0"," 307.0","  23.0","  14.0","   2.0","   0.0","  10.0","   0.0","   0.0","  14.0","  62.0","   0.0","   6.0","   0.0","   1.0","   9.0","   5.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0"
"2395.8",NA,NA," 248.5","   0.0","   0.0","   0.0","   0.0","   0.0","2630.0","   1.0","   1.0","  27.0","   0.0","   8.0","   0.0","  41.0","   0.0","  73.0","   0.0","  10.0","   0.0","   0.0","   3.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   0.0"," 114.0","   0.0","   0.0","   0.0","   6.0","  30.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   1.0","   0.0","   2.0","   0.0","   3.0","  18.0","   4.0","   2.0","   0.0","   0.0"," 341.0","   0.0","   0.0"," 365.0","  64.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  15.0","   6.0","  12.0","   1.0","   0.0"," 450.0","  19.0","   4.0","   3.0","   0.0","   7.0","   0.0","   0.0","  13.0","  49.0","   1.0","  20.0","   0.0","   0.0","   7.0","   6.0","   0.0","   0.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   1.0","   0.0","   1.0","   4.0","   0.0","   0.0"
"2429.4",NA,NA," 253.5","   0.0","   0.0","   0.0","   0.0","   0.0","5925.0","   0.0","   1.0","  31.0","   1.0","   8.0","   0.0","  35.0","   0.0","  65.0","   2.0","   5.0","   1.0","   0.0","   7.0","   4.0","   0.0","   4.0","   0.0","   1.0","   1.0","   0.0","   0.0"," 106.0","   1.0","   0.0","   0.0","   5.0","  39.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","  17.0","   8.0","  11.0","   0.0","   0.0"," 607.0","   0.0","   0.0"," 458.0","  98.0","   0.0","   0.0","   0.0","   9.0","   0.0","   1.0","   0.0","   1.0","  17.0","  10.0","  12.0","   0.0","   0.0"," 445.0","  38.0","   7.0","   0.0","   0.0","  44.0","   0.0","   0.0","  38.0","  48.0","   1.0","   9.0","   0.0","   0.0","   6.0","   7.0","   4.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   2.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0"
" 2457.1",NA,NA,"  258.5","    0.0","    0.0","    0.0","    0.0","    0.0","35915.0","    0.0","    0.0","   45.0","    0.0","   14.0","    0.0","   33.0","    0.0","  135.0","    1.0","    9.0","    1.0","    0.0","    4.0","    1.0","    0.0","    6.0","    0.0","    1.0","    0.0","    5.0","    0.0","  168.0","    0.0","    0.0","    0.0","    8.0","   35.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    0.0","    6.0","    0.0","    2.0","    2.0","    0.0","    1.0","    1.0","    0.0","   19.0","    4.0","    3.0","    0.0","    0.0","  517.0","    0.0","    0.0","  244.0","   85.0","    0.0","    0.0","    4.0","    2.0","    0.0","    1.0","    2.0","    0.0","   15.0","    2.0","   13.0","    5.0","    0.0","  420.0","    9.0","    2.0","    0.0","    2.0","  255.0","    0.0","    0.0","   18.0","   40.0","    6.0","    9.0","    0.0","    1.0","    6.0","    4.0","    1.0","    0.0","    3.0","    2.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","    4.0","    0.0","    0.0"
" 2485.9",NA,NA,"  263.5","    0.0","    0.0","    0.0","    0.0","    0.0","23917.0","    0.0","    0.0","   42.0","    0.0","    5.0","    0.0","   33.0","    4.0","  114.0","    0.0","    3.0","    0.0","    0.0","   21.0","    1.0","    0.0","    7.0","    0.0","    0.0","    0.0","    4.0","    0.0","  161.0","    0.0","    1.0","    0.0","    7.0","   34.0","    1.0","    0.0","    0.0","    0.0","    0.0","    0.0","    1.0","    0.0","    0.0","    6.0","    0.0","    0.0","    0.0","    0.0","    2.0","    0.0","    0.0","   14.0","    2.0","    6.0","    0.0","    0.0"," 1374.0","    0.0","    0.0","  154.0","   60.0","    0.0","    0.0","    0.0","    8.0","    0.0","    2.0","    1.0","    0.0","    9.0","    3.0","   17.0","    2.0","    0.0","  320.0","   16.0","    7.0","    1.0","    0.0","   26.0","    0.0","    0.0","   21.0","   29.0","    0.0","    9.0","    0.0","    1.0","    7.0","    3.0","    0.0","    0.0","    3.0","    1.0","    0.0","    0.0","    0.0","    1.0","    0.0","    1.0","    0.0","    0.0","    2.0","    2.0","    0.0","    0.0","    7.0","    0.0","    0.0"
"2514.8",NA,NA," 268.5","   0.0","   0.0","   0.0","   0.0","   0.0","7209.0","   0.0","   0.0","  35.0","   0.0","  15.0","   0.0","  32.0","   2.0"," 166.0","   1.0","   5.0","   0.0","   0.0","  12.0","   1.0","   0.0","  12.0","   0.0","   0.0","   0.0","   5.0","   0.0"," 198.0","   0.0","   0.0","   0.0","   2.0","  22.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","  10.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   4.0","  23.0","   1.0","   5.0","   0.0","   0.0"," 720.0","   0.0","   0.0","  71.0","  30.0","   0.0","   0.0","   5.0","   2.0","   0.0","   1.0","   0.0","   0.0","  11.0","   1.0","  10.0","   0.0","   1.0"," 349.0","  11.0","   3.0","   3.0","   0.0","  10.0","   0.0","   0.0","  30.0","  32.0","   2.0","  21.0","   0.0","   0.0","   7.0","   1.0","   1.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0"
"2545.1",NA,NA," 274.0","   0.0","   0.0","   0.0","   0.0","   0.0","4437.0","   0.0","   1.0","  36.0","   0.0","  10.0","   0.0","  36.0","   0.0"," 165.0","   0.0","   3.0","   0.0","   0.0","  23.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 171.0","   0.0","   0.0","   1.0","   2.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   1.0","   0.0","   4.0","   0.0","   1.0","  15.0","   1.0","   3.0","   0.0","   0.0"," 549.0","   0.0","   0.0","  69.0","  53.0","   0.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   0.0","   7.0","   3.0","  10.0","   1.0","   0.0"," 342.0","  21.0","   3.0","   3.0","   0.0","  28.0","   0.0","   0.0","  78.0","  30.0","   2.0","   7.0","   0.0","   1.0","  10.0","   1.0","   1.0","   0.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   1.0","   0.0","   1.0","   7.0","   0.0","   0.0"
"2570.3",NA,NA," 278.5","   0.0","   0.0","   0.0","   0.0","   0.0","1620.0","   0.0","   0.0","  26.0","   1.0","   7.0","   0.0","  25.0","   4.0"," 193.0","   0.0","   6.0","   1.0","   0.0","  15.0","   2.0","   0.0","   8.0","   0.0","   0.0","   0.0","   7.0","   0.0"," 173.0","   1.0","   0.0","   0.0","   4.0","  19.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   3.0","   3.0","   0.0","   3.0","   0.0","   2.0","  23.0","   1.0","   0.0","   0.0","   0.0"," 490.0","   0.0","   0.0","  36.0","  23.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   6.0","   0.0","   0.0"," 328.0","  10.0","   4.0","   2.0","   0.0","  22.0","   0.0","   0.0","  46.0","  24.0","   6.0","  11.0","   0.0","   1.0","  10.0","   2.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   1.0","   0.0","   2.0","   6.0","   0.0","   0.0"
"2603.6",NA,NA," 284.5","   0.0","   0.0","   0.0","   0.0","   0.0"," 189.0","   0.0","   0.0","  30.0","   0.0","  10.0","   0.0","  28.0","   1.0"," 174.0","   0.0","   9.0","   0.0","   0.0","  22.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   6.0","   0.0"," 195.0","   0.0","   0.0","   0.0","   2.0","  17.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   2.0","   6.0","   0.0","   4.0","   0.0","   0.0"," 735.0","   0.0","   0.0","  16.0","  16.0","   0.0","   0.0","   2.0","   8.0","   0.0","   0.0","   1.0","   0.0","  13.0","   5.0","   2.0","   1.0","   0.0"," 222.0","  14.0","   1.0","   2.0","   0.0","  10.0","   0.0","   1.0"," 108.0","  47.0","   2.0","   4.0","   0.0","   0.0","   8.0","   1.0","   1.0","   0.0","   3.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"2620.1",NA,NA," 287.5","   0.0","   0.0","   1.0","   0.0","   0.0","  81.0","   1.0","   0.0","  20.0","   1.0","   8.0","   0.0","  26.0","   4.0"," 138.0","   1.0","  15.0","   0.0","   0.0","  14.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   5.0","   0.0"," 142.0","   1.0","   0.0","   0.0","   1.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   4.0","  24.0","   1.0","   2.0","   1.0","   0.0"," 475.0","   0.0","   0.0","  43.0","  29.0","   0.0","   0.0","   4.0","   1.0","   0.0","   1.0","   0.0","   0.0","   9.0","   5.0","  17.0","   1.0","   1.0"," 349.0","  13.0","   2.0","   2.0","   1.0","   3.0","   0.0","   0.0","  95.0","  25.0","   3.0","  27.0","   0.0","   2.0","   4.0","   4.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0"
"2648.2",NA,NA," 292.5","   0.0","   0.0","   0.0","   0.0","   0.0","4183.0","   0.0","   0.0","  27.0","   2.0","   7.0","   0.0","  36.0","   1.0","  70.0","   0.0","   7.0","   0.0","   0.0","  14.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   6.0","   0.0","  71.0","   0.0","   0.0","   1.0","   3.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   6.0","   0.0","   4.0","   0.0","   0.0"," 311.0","   0.0","   0.0","  89.0","  36.0","   0.0","   0.0","   0.0","   1.0","   0.0","   5.0","   2.0","   0.0","   6.0","   7.0","  15.0","   0.0","   0.0"," 257.0","  19.0","   0.0","   4.0","   1.0","   5.0","   0.0","   0.0"," 307.0","  80.0","   4.0","  28.0","   0.0","   5.0","   6.0","  11.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"2659.7",NA,NA," 294.5","   0.0","   0.0","   0.0","   0.0","   0.0","  27.0","   0.0","   0.0","  15.0","   0.0","   8.0","   0.0","  18.0","   1.0","  15.0","   0.0","   7.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","  23.0","   1.0","   0.0","   0.0","   2.0","  19.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  93.0","   0.0","   0.0","  47.0","   7.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   4.0","   3.0","   9.0","   0.0","   0.0"," 144.0","   8.0","   0.0","   1.0","   0.0","  20.0","   0.0","   0.0"," 691.0","  56.0","   9.0","  30.0","   0.0","   1.0","   5.0","   4.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0"
"2671.2",NA,NA," 296.5","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","  13.0","   0.0","   5.0","   0.0","   7.0","   0.0","  11.0","   0.0","   5.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  78.0","   0.0","   0.0","  45.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   3.0","   2.0","   0.0","   0.0"," 125.0","   4.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0"," 825.0","  50.0","   0.0","  23.0","   0.0","   2.0","   1.0","   0.0","   2.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"2682.7",NA,NA," 298.5","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   0.0","   5.0","   0.0","   8.0","   2.0","   5.0","   0.0","   3.0","   1.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  77.0","   0.0","   0.0","  32.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   4.0","   4.0","   3.0","   0.0","   0.0"," 110.0","   4.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0"," 867.0","  56.0","   2.0","  24.0","   0.0","   2.0","   3.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   2.0","   0.0","   0.0"
"2705.6",NA,NA," 302.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","  10.0","   0.0","   7.0","   0.0","   9.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   3.0","   0.0","   9.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0"," 106.0","   0.0","   0.0","  45.0","  10.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   4.0","   0.0","   0.0"," 120.0","   4.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0"," 742.0","  50.0","   6.0","  10.0","   0.0","   0.0","   2.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2717.1",NA,NA," 304.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   8.0","   0.0","  17.0","   0.0","  10.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  73.0","   0.0","   0.0","  40.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   4.0","   1.0","   3.0","   0.0","   0.0","  75.0","   7.0","   0.0","   1.0","   0.0","   9.0","   0.0","   0.0"," 862.0","  45.0","   0.0","  17.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2722.8",NA,NA," 305.5","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   4.0","   0.0","  11.0","   0.0","   6.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","   1.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  82.0","   0.0","   0.0","  52.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   3.0","   2.0","   0.0","   0.0"," 111.0","   5.0","   0.0","   2.0","   0.0","   4.0","   0.0","   0.0"," 839.0","  64.0","   6.0","  16.0","   0.0","   2.0","   1.0","   1.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0"
"2734.0",NA,NA," 307.5","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","  12.0","   0.0","   6.0","   0.0","  11.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   1.0","   6.0","  15.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","  85.0","   0.0","   0.0","  42.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   3.0","   4.0","   4.0","   0.0","   0.0","  93.0","   4.0","   0.0","   1.0","   0.0","   8.0","   0.0","   0.0"," 872.0","  75.0","   4.0","   5.0","   0.0","   1.0","   6.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"2745.1",NA,NA," 309.5","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","  14.0","   0.0","   8.0","   2.0","   4.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   7.0","   1.0","   0.0","   0.0","   1.0","   6.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  67.0","   0.0","   0.0","  52.0","   3.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   4.0","   0.0","   0.0","  84.0","   6.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0"," 828.0","  65.0","   1.0","  17.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0"
"2750.6",NA,NA," 310.5","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","  12.0","   0.0","   5.0","   0.0","  10.0","   2.0","   5.0","   0.0","   1.0","   0.0","   0.0","   2.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   6.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","  99.0","   0.0","   0.0","  56.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   3.0","   1.0","   0.0"," 129.0","   1.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0"," 890.0","  59.0","   5.0","  19.0","   0.0","   1.0","   1.0","   1.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0"
"2755.9",NA,NA," 311.5","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   0.0","  10.0","   0.0","  12.0","   1.0","   8.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","  69.0","   0.0","   0.0","  46.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   2.0","   2.0","   0.0","   0.0","  77.0","   8.0","   0.0","   2.0","   0.0","   6.0","   0.0","   0.0"," 824.0","  35.0","   1.0","  18.0","   0.0","   1.0","   1.0","   3.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0"
"2782.8",NA,NA," 316.5","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   6.0","   0.0","   3.0","   0.0","  10.0","   2.0","   6.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   2.0","   0.0","   1.0","   0.0","   6.0","   4.0","   0.0","   1.0","   1.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","  81.0","   0.0","   0.0","  64.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   8.0","   3.0","   0.0","   0.0","  96.0","  11.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0"," 750.0","  51.0","   1.0","   4.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   0.0","   1.0"
