"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Acer","Aesculus","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Anthoceros t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Buxus","Campanulaceae","Cannabis","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Celtis","Centaurea","Centranthus t.","Ceratonia","Chamaerops","Cichorieae","Cistaceae","Citrus","Convolvulaceae","Corylus","Crassulaceae","Cupressaceae","Cuscuta","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fagus","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Ficus","Filipendula t.","Fraxinus","Fungi","Genisteae","Gentiana t.","Geranium","Hedera","Heliotropium","HippophaÃ« rhamnoides","Humulus","Hydrocotyle","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Ligustrum","Linum t.","Lotus t.","Lycium","Lycopodium spike","Lycopodium tablets","Lysimachia","Lythrum","Malva undif.","Matthiola","Mercurialis","Musci","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nymphaea","Olea t.","Papaver t.","Paronychieae","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Populus","Potamogeton","Potentilla t.","Protist","Prunus t.","Psoralea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Ribes","Riccia","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruppia","Salix","Sambucus","Sanguisorba t.","Scrophulariaceae undif.","Searsia","Secale","Solanum","Sparganium","Spergularia t.","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valeriana","Viburnum","Viola","Vitis","Zea","charcoal"
"3437.103",NA,NA,"602.00","1","0","0","1","0","0","63","0","6","4","7","1","2","4","0","5","1","5","0","2","0","0","0","2","1","0","0","0","0","0","0","19","9","1","0","0","0","0","18","0","7","0","1","2","7","0","0","0","1","4","3","0","1","0","0","16","0","2","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","213","0","0","0","0","0","2","0","0","0","0","0","0","33","0","4","0","2","2","0","0","1","0","102","19","0","0","63","0","0","0","2","0","0","4","0","0","24","68","45","0","0","3","0","0","0","0","0","7","5","0","0","0","1","0","0","0","0","1","5","0","3","1","0","0","0","0","4","3","0","0","0","0","0","0","0"
"3525.432",NA,NA,"613.00","1","0","0","9","0","0","60","0","4","0","7","1","0","10","0","5","1","1","0","2","0","0","0","3","0","0","0","0","0","0","0","8","17","0","0","0","0","0","6","0","5","0","0","6","3","0","0","0","1","1","2","0","0","0","0","12","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","6","0","0","0","0","0","0","28","0","5","0","2","0","0","1","1","0","69","12","0","0","57","1","0","0","1","0","0","0","0","0","20","42","66","1","1","0","0","0","0","0","1","10","20","0","0","0","0","0","0","0","0","0","7","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3573.611",NA,NA,"619.00","1","0","0","0","0","1","56","0","2","0","8","1","0","10","0","6","0","4","1","2","0","0","0","0","0","1","0","0","1","0","0","9","10","1","0","0","0","0","11","0","3","0","0","3","6","0","0","1","0","0","2","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","441","0","0","0","0","0","6","0","0","0","0","0","0","57","0","8","0","0","1","0","0","2","0","78","16","0","0","74","0","0","0","1","0","0","2","0","0","35","77","30","0","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","0","2","1","3","0","4","1","0","0","1","0","3","2","0","0","0","0","0","0","0"
"3726.514",NA,NA,"637.00","1","0","0","4","1","2","34","0","11","0","9","2","0","8","0","6","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","1","28","1","0","0","0","0","17","0","20","0","0","11","2","0","0","1","1","0","3","0","2","0","0","16","10","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","619","0","0","1","0","0","5","0","0","0","0","0","0","9","0","11","0","4","0","0","0","2","0","48","19","0","0","50","2","0","0","0","0","0","2","0","1","6","11","5","0","0","0","0","0","0","0","0","20","14","1","0","0","0","0","0","0","1","0","4","1","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3813.840",NA,NA,"646.00","1","0","0","6","1","2","55","0","8","0","7","1","0","10","0","7","0","1","0","7","0","0","0","2","0","1","0","0","1","0","0","3","18","0","0","0","1","0","19","0","21","0","0","11","4","0","1","0","0","0","2","0","0","0","0","11","3","1","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","1","0","290","0","0","0","0","0","5","0","0","0","0","0","0","15","0","6","0","2","0","0","1","1","0","138","22","0","0","94","2","0","0","0","1","0","3","0","0","6","15","31","0","1","0","0","0","0","0","0","24","15","1","0","0","0","0","0","0","2","0","5","0","2","0","0","0","1","0","1","4","0","0","0","0","0","0","0"
"3949.680",NA,NA,"660.00","1","0","0","38","1","1","34","0","6","0","4","0","0","2","1","4","1","2","0","4","0","0","0","1","0","0","0","0","3","0","0","2","15","0","0","0","2","0","17","0","35","0","1","10","6","0","1","1","0","1","2","0","1","0","0","13","2","2","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","244","0","1","0","0","0","4","0","0","0","0","0","0","5","0","2","0","0","0","0","1","3","0","132","20","0","0","54","1","0","0","0","0","0","1","0","0","6","18","24","0","0","0","0","0","3","0","0","26","30","1","0","0","0","0","0","0","2","3","14","0","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"4046.708",NA,NA,"670.00","1","0","0","11","0","4","18","0","9","0","6","6","0","6","0","9","0","0","0","9","0","0","0","3","0","0","0","0","0","0","0","19","37","1","0","0","1","0","23","0","8","0","0","15","11","0","1","0","0","1","3","0","7","0","0","0","17","0","0","0","1","0","0","0","0","0","0","9","0","0","1","0","0","0","0","506","0","0","0","0","0","0","0","0","0","1","0","0","28","0","7","0","0","0","1","0","0","0","95","25","0","0","56","0","0","1","0","2","2","20","0","0","5","25","6","0","0","0","0","0","0","0","2","18","127","1","0","0","1","0","0","1","2","1","22","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0"
"4143.737",NA,NA,"680.00","1","0","0","41","0","4","10","0","7","0","9","0","0","8","2","9","0","1","0","5","0","0","0","1","0","0","0","1","0","0","0","6","19","1","0","1","0","1","31","0","8","1","1","13","3","0","0","0","0","0","4","0","1","0","0","1","6","1","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","1","295","0","0","0","0","0","6","0","0","0","0","0","0","22","0","0","0","2","0","1","1","1","0","90","28","0","0","107","1","0","0","0","3","1","64","0","0","13","75","15","2","0","1","0","0","0","0","0","23","46","0","0","0","0","0","0","1","0","3","39","0","6","0","0","0","0","0","5","2","0","0","0","0","0","0","0"
"4240.766",NA,NA,"690.00","1","0","0","3","3","0","18","0","19","0","14","7","0","10","6","3","0","0","0","16","0","0","0","1","0","3","0","0","3","0","0","1","41","3","0","0","0","0","8","0","14","0","0","37","3","0","0","1","0","1","5","0","3","0","0","1","7","1","0","0","0","0","0","0","0","0","0","4","0","1","0","4","0","0","0","268","0","0","0","0","0","4","0","0","0","0","0","0","16","0","5","0","2","1","0","0","2","0","30","60","0","0","81","2","1","0","0","1","0","1","0","0","1","9","6","0","0","0","0","0","0","0","3","27","21","0","1","0","0","0","0","0","2","3","6","0","0","0","0","0","2","1","0","5","0","0","0","1","0","0","0"
"4337.794",NA,NA,"700.00","1","0","0","5","3","2","54","0","7","0","3","0","0","8","0","6","0","1","0","12","0","0","0","0","0","0","0","0","1","0","0","0","17","1","0","0","2","1","24","0","5","1","0","11","2","0","0","0","0","0","2","0","1","0","0","26","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","235","0","0","0","0","0","17","0","0","0","0","0","0","14","0","3","0","0","3","0","0","3","0","161","15","0","0","60","1","0","0","0","0","0","0","0","0","9","41","22","1","0","2","0","0","0","1","1","36","50","0","0","0","0","0","0","0","0","0","15","0","3","0","0","0","0","0","0","5","0","0","0","0","1","0","0"
"4454.229",NA,NA,"712.00","1","0","0","5","1","4","28","0","3","0","7","0","0","5","0","10","0","2","0","9","0","0","0","1","1","0","0","0","0","0","0","0","18","1","0","0","0","0","21","0","1","0","1","12","5","0","2","0","0","2","2","0","0","1","0","8","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","239","0","0","0","0","0","3","0","0","0","0","0","0","7","0","1","0","3","0","0","0","1","0","135","16","0","0","56","1","0","0","0","0","0","1","0","0","14","25","12","0","0","0","0","0","2","0","0","22","20","0","0","0","1","0","0","1","2","0","20","0","1","0","0","0","0","0","2","6","0","0","0","0","0","0","0"
"4531.852",NA,NA,"720.00","1","0","0","11","1","1","10","0","12","1","3","4","0","8","1","6","0","3","0","17","0","0","0","0","0","0","0","0","0","0","0","0","30","2","0","0","0","0","20","0","4","0","0","7","1","0","0","0","1","2","3","0","0","0","0","7","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","335","0","0","0","0","0","6","0","0","0","0","0","0","11","0","2","0","0","3","0","0","1","0","114","9","0","0","43","4","0","0","0","0","0","3","0","0","8","33","9","1","0","0","0","0","1","0","2","11","68","1","0","0","0","0","0","0","0","0","32","0","1","0","0","0","1","0","1","2","0","0","0","0","0","0","0"
"4599.771",NA,NA,"727.00","1","0","0","6","1","1","17","0","17","2","10","1","0","4","2","6","0","3","1","11","0","0","0","2","0","1","0","0","0","0","0","0","39","1","0","0","1","0","12","0","10","0","0","13","3","0","1","0","1","0","5","0","0","0","0","15","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","229","0","0","0","0","0","5","0","0","0","0","0","0","30","0","0","0","2","0","0","0","1","0","173","12","0","0","28","0","0","0","0","0","0","0","0","0","12","60","34","0","0","0","0","0","0","0","1","24","74","0","0","0","1","0","0","0","0","1","16","0","3","1","0","0","0","0","3","5","0","0","0","0","2","0","0"
"4764.720",NA,NA,"744.00","1","0","0","0","2","3","23","0","1","0","5","0","0","7","0","6","0","2","0","4","0","0","0","3","0","0","0","0","0","0","0","0","2","4","0","0","1","0","55","0","5","0","0","11","8","0","1","0","0","0","1","0","0","0","0","41","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","216","0","0","0","0","0","8","0","0","0","0","0","0","23","0","1","0","3","2","0","0","1","0","122","14","0","0","80","0","0","0","0","3","0","0","0","0","15","34","64","0","0","0","0","0","0","0","2","8","36","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"4822.937",NA,NA,"750.00","1","0","0","0","0","2","7","0","6","0","8","0","0","2","0","1","1","3","0","4","0","0","0","2","0","0","0","0","1","0","0","0","6","2","0","0","2","0","57","0","2","0","1","15","10","0","0","0","0","4","2","0","1","0","0","30","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","172","0","0","0","0","0","3","0","0","0","0","0","0","23","0","0","0","5","1","0","0","1","0","251","26","0","0","39","3","0","2","0","1","0","0","0","0","17","54","17","0","0","1","0","0","0","0","0","27","54","1","0","0","0","0","0","0","0","4","53","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"4900.560",NA,NA,"758.00","1","0","0","1","0","0","7","0","5","1","8","0","0","4","0","2","0","2","0","4","0","0","0","1","0","0","0","0","1","0","0","1","8","0","0","0","0","0","9","0","1","0","0","8","19","0","0","0","0","0","2","0","0","0","0","32","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157","0","1","0","0","0","2","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","187","9","0","0","37","1","0","0","0","0","0","0","0","0","23","176","27","3","0","0","0","0","1","0","1","15","45","1","0","0","1","0","0","0","1","0","6","0","2","1","0","0","0","0","1","4","0","0","0","0","0","0","0"
"5211.051",NA,NA,"790.00","1","0","0","1","0","1","16","0","2","0","6","1","0","3","0","2","2","4","0","2","0","0","0","1","0","0","0","0","1","0","0","0","3","2","0","0","0","0","39","0","3","1","0","3","15","0","0","0","0","1","1","0","0","0","0","40","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","203","0","0","0","0","0","3","0","0","0","0","0","0","16","0","1","0","3","0","0","0","1","0","104","12","0","0","93","0","0","0","0","0","0","0","0","0","17","68","16","0","0","0","0","0","1","0","1","9","32","0","0","0","1","0","0","0","4","3","25","2","0","0","0","0","1","0","2","3","0","0","0","0","0","0","0"
"5308.080",NA,NA,"800.00","1","0","0","11","0","0","18","0","5","0","4","1","0","1","0","3","0","3","0","4","0","0","0","1","0","0","0","0","0","0","0","0","4","1","0","1","1","0","14","0","2","0","1","5","5","0","0","0","0","0","3","0","0","0","0","38","1","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","175","0","0","0","0","0","2","0","0","0","0","0","0","10","0","0","0","3","1","0","0","1","0","210","13","0","0","54","1","0","0","0","0","0","1","0","0","16","105","19","2","0","0","0","0","0","0","4","11","17","0","0","0","0","0","0","0","0","1","11","0","1","0","0","0","0","0","4","2","0","0","0","0","0","0","0"
"5537.841",NA,NA,"820.00","1","0","0","0","1","0","0","0","4","0","1","0","0","1","0","1","0","4","0","4","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","2","0","82","0","5","0","2","0","8","0","0","0","1","0","0","0","0","0","0","37","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","1","0","0","0","0","0","0","63","0","0","0","0","2","0","1","0","0","74","7","0","0","44","1","0","0","0","0","0","0","1","0","23","231","19","0","0","0","0","0","0","0","0","10","6","0","0","0","0","2","0","0","0","0","7","0","0","2","0","0","0","0","13","1","0","0","0","0","0","0","0"
"5612.536",NA,NA,"826.00","1","0","0","0","0","0","12","0","1","0","5","0","0","3","0","7","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","1","2","0","0","0","0","62","0","5","0","0","1","7","0","0","1","0","2","0","0","0","1","0","25","0","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","267","0","0","0","0","0","1","0","0","0","0","0","0","13","0","1","0","0","2","0","1","0","0","31","9","0","0","46","0","0","0","0","0","1","170","0","0","38","167","3","0","0","2","0","0","0","0","0","11","8","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","8","2","0","0","0","0","0","0","0"
"5786.826",NA,NA,"840.00","1","0","0","0","0","1","4","0","2","5","4","2","0","4","2","1","0","3","0","5","0","0","0","3","0","0","0","0","0","0","0","1","11","5","0","0","1","0","60","0","10","0","0","1","7","0","0","0","0","0","3","0","0","0","0","20","3","0","0","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","370","0","0","0","0","0","8","0","0","0","0","0","0","20","0","0","0","1","1","0","0","1","0","82","12","0","0","88","3","0","0","0","0","0","25","1","0","41","115","4","0","0","0","1","0","0","0","1","19","35","3","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"5861.522",NA,NA,"846.00","1","0","0","0","0","1","8","0","2","0","3","0","0","1","0","1","0","5","0","7","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","2","0","67","0","27","0","0","2","2","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","272","0","0","1","0","0","7","0","0","0","0","0","0","20","0","1","0","1","1","0","0","1","0","127","8","0","0","99","1","0","0","0","0","1","139","0","0","38","109","1","0","0","2","0","1","0","0","0","14","11","0","0","0","0","0","0","2","3","0","10","2","0","0","0","0","0","0","1","3","0","0","0","0","1","0","0"
"6048.261",NA,NA,"861.00","1","0","0","0","0","0","8","0","4","40","5","0","0","2","7","7","0","1","0","15","0","0","0","1","0","0","0","0","0","0","0","0","19","2","0","0","0","0","13","0","18","0","1","1","0","0","5","1","3","0","9","0","0","0","0","12","4","0","0","0","0","0","0","0","0","0","0","29","0","0","1","0","0","0","0","435","0","0","1","0","0","5","0","0","0","0","0","0","6","0","0","0","0","2","0","0","1","0","60","5","0","1","61","4","0","0","0","1","1","4","0","0","32","32","4","1","0","0","0","0","0","0","0","26","15","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0"
"6279.857",NA,NA,"880.00","1","0","0","0","0","0","3","0","0","6","4","0","0","1","0","4","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","28","0","19","0","0","0","1","0","0","1","0","0","5","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","216","0","0","1","0","0","4","0","0","0","0","0","3","2","0","1","0","0","0","0","2","0","0","73","1","0","0","58","2","0","0","0","0","0","26","0","0","37","28","2","0","0","0","0","0","1","0","1","5","1","0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6392.000",NA,NA,"890.00","1","0","0","1","0","2","4","0","1","2","4","0","0","0","1","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","0","46","0","25","0","0","0","0","0","1","0","0","1","3","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","226","0","0","0","0","0","4","0","0","0","0","0","2","1","2","0","0","0","0","0","1","2","0","58","3","0","0","72","0","0","0","0","0","0","16","0","0","71","42","3","0","1","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","3","0","1","1","0","0","0","0","0","0"
"6504.143",NA,NA,"900.00","1","0","0","0","0","0","4","0","0","1","5","0","0","0","1","4","1","4","0","3","0","0","0","1","0","0","0","2","0","0","0","0","2","0","0","0","0","0","123","0","31","0","2","0","0","0","0","1","0","0","7","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","279","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","4","0","121","11","0","0","81","0","0","0","2","0","0","20","0","0","86","41","4","0","0","0","0","0","0","0","0","17","6","2","0","0","2","0","0","0","2","0","2","5","1","0","0","0","1","3","1","5","1","0","0","0","2","0","0"
"6616.286",NA,NA,"910.00","1","0","0","0","0","0","6","0","1","6","4","0","0","1","0","5","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","1","0","83","0","37","1","0","0","0","0","1","0","1","0","5","0","0","0","0","32","4","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","270","0","0","0","0","0","10","0","0","0","0","0","0","4","0","3","0","1","2","0","0","1","0","59","9","0","0","90","0","0","0","0","14","0","12","0","0","76","50","3","0","0","0","0","1","0","0","0","11","3","2","0","0","0","0","0","0","6","1","0","0","0","1","0","0","0","4","0","6","1","0","0","0","0","0","0"
"6728.429",NA,NA,"920.00","1","0","0","1","0","0","6","0","3","5","6","0","0","2","0","7","1","10","0","5","0","2","0","2","0","0","0","0","0","0","0","0","5","2","0","0","4","0","267","0","71","0","1","1","2","0","0","0","1","0","13","0","0","1","0","23","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","235","0","0","0","0","0","11","0","0","0","0","0","1","9","0","0","0","2","2","0","0","2","0","16","10","0","0","122","13","0","0","1","2","0","55","0","0","101","52","10","0","2","0","0","0","0","0","1","14","1","1","0","0","1","0","0","0","7","0","1","0","0","0","0","0","0","3","1","3","0","0","0","0","1","0","0"
"6840.571",NA,NA,"930.00","1","0","0","0","0","3","7","0","0","3","5","0","0","2","1","4","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","3","0","210","0","58","0","0","0","4","0","0","0","0","0","5","0","0","0","0","6","1","0","0","0","1","0","0","0","0","0","0","9","0","1","2","0","1","0","0","208","0","0","1","0","0","7","0","0","0","0","0","0","7","0","0","0","1","0","0","0","3","0","5","5","0","0","82","0","0","0","1","1","0","25","0","0","48","27","4","0","0","0","0","0","0","0","0","8","3","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0"
"6952.714",NA,NA,"940.00","1","0","0","0","0","2","2","0","3","2","7","0","0","0","0","1","0","6","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","2","1","11","0","41","0","0","0","3","0","1","0","0","0","3","0","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","4","0","0","0","228","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","2","0","1","3","0","1","21","0","0","113","1","0","0","0","4","0","8","0","0","49","45","5","0","0","0","0","0","0","0","0","23","2","2","0","0","0","0","0","0","6","0","0","0","0","1","0","1","1","5","1","6","0","0","0","0","5","0","0"
"6997.571",NA,NA,"944.00","1","0","0","0","0","1","3","0","3","4","10","0","0","1","0","2","0","7","0","5","0","0","0","2","1","0","0","0","0","0","0","0","8","0","0","0","1","0","7","0","75","0","1","0","3","0","1","0","1","0","4","0","0","1","0","15","3","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","1","0","0","279","0","0","2","0","0","6","0","0","0","0","0","0","6","0","0","0","1","0","0","1","1","0","2","25","0","0","120","0","0","0","1","12","0","11","0","0","62","40","5","0","0","0","0","0","1","0","1","33","7","4","0","0","0","0","0","0","10","0","0","3","0","0","0","0","0","6","0","7","0","0","0","0","4","0","0"
"7132.143",NA,NA,"956.00","1","0","0","1","0","2","8","0","2","1","14","3","0","1","2","2","0","12","0","4","0","0","0","0","1","0","0","0","0","0","0","0","5","1","0","0","3","0","5","0","74","1","0","1","1","0","0","0","0","1","5","0","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","331","0","0","1","0","0","9","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","3","25","0","0","151","1","0","0","1","2","0","0","0","0","134","18","2","0","0","0","0","0","0","1","1","17","5","0","0","0","1","0","0","1","20","1","0","1","0","1","0","0","0","6","6","8","0","0","0","0","2","0","0"
"7177.000",NA,NA,"960.00","1","0","0","1","0","1","6","0","2","3","12","0","0","0","0","5","0","5","2","3","1","0","0","0","0","0","0","0","0","0","0","0","9","1","0","0","3","0","0","0","77","1","2","3","0","0","0","0","0","1","3","0","0","0","0","0","4","1","0","0","1","0","0","0","0","2","0","3","0","0","0","0","0","0","0","283","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1","0","1","1","0","0","2","0","6","13","0","0","93","1","0","0","1","0","0","33","0","0","56","18","2","1","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0","0","9","1","2","0","0","0","0","1","0","0"
"7221.857",NA,NA,"964.00","1","1","0","0","0","2","7","0","1","4","8","2","0","5","1","3","1","6","0","9","0","1","0","4","1","0","0","0","0","0","0","0","15","0","0","0","3","0","2","0","82","0","1","1","2","0","0","2","1","0","4","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","5","0","0","1","0","0","0","0","316","0","0","0","0","0","6","0","0","0","0","0","0","0","0","1","0","2","1","0","4","1","0","0","14","0","0","133","1","0","0","0","5","0","37","0","0","64","11","1","1","1","0","0","0","0","0","2","24","1","0","0","0","0","0","0","0","16","1","0","2","0","0","0","0","0","1","0","3","0","0","1","0","2","0","0"
"7266.714",NA,NA,"968.00","1","0","0","0","0","0","9","0","2","3","8","0","0","1","0","2","0","5","4","7","0","0","0","4","0","1","0","0","0","0","0","0","7","0","0","0","1","0","3","0","74","0","0","1","1","0","1","1","0","0","8","0","0","0","2","1","2","1","0","1","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","16","0","0","140","3","0","0","1","2","0","24","0","1","35","7","1","0","0","0","0","0","0","0","4","31","1","0","0","0","1","0","0","0","10","0","0","1","0","0","0","0","0","2","2","7","0","0","0","0","3","0","0"
"7311.571",NA,NA,"972.00","1","0","0","7","0","0","10","0","3","4","5","0","0","2","0","7","0","3","0","8","0","0","0","3","1","0","0","0","0","0","0","0","18","1","0","0","0","0","0","0","143","0","0","3","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","11","0","0","0","0","0","0","0","593","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","3","23","0","0","199","3","0","0","0","0","0","113","0","0","19","7","1","0","0","0","0","0","2","0","1","51","9","1","0","0","2","0","0","0","21","0","0","0","1","1","0","0","0","4","0","8","0","0","0","0","0","0","0"
"7334.000",NA,NA,"974.00","1","0","0","4","0","0","8","0","1","8","5","0","0","2","0","5","0","5","0","12","0","0","0","1","0","0","0","0","0","0","0","0","19","2","0","0","1","0","1","0","119","0","0","2","2","0","0","0","0","1","4","0","0","0","0","5","4","0","0","0","0","0","0","1","0","0","0","4","0","0","2","0","0","1","0","472","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","0","1","20","0","0","166","3","0","0","0","0","0","120","0","0","15","6","2","0","0","0","0","0","0","0","1","21","7","0","0","0","0","0","0","0","11","0","0","1","0","0","0","0","1","0","0","8","0","0","0","0","1","0","0"
