"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acanthus","Acer","Aizoaceae t.","Alchemilla t.","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthoceros t.","Apiaceae undif.","Araceae","Arbutus","Artemisia","Asphodelus/Asphodeline","Asteroideae undif.","Atropa-type","Berberis-type","Betula","Betulaceae undif.","Brassicaceae","Bryonia","Buxus","Callitriche","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carya","Caryophyllaceae undif.","Castanea","Cedrus","Centaurea","Ceratonia","Cercis","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Crassulaceae","Cryptogramma-type","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Dioscorea","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Ficus","Fraxinus","Fumaria","Galium t.","Genisteae","Gentiana t.","Geranium","Hedera","Hypecoum","Hypericum undif.","Indeterminable","IsoÃ«tes","Juglans","Juncaceae","Lamiaceae undif.","Lavatera","Lemnaceae","Linum t.","Lotus t.","Lycopodium spike","Lythrum","Matthiola","Mercurialis","Morus","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Olea t.","Onagraceae","Ononis t.","Oxalis","Paeonia","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Pilularia","Pinus undif.","Pistacia","Plantago","Platanus","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Polypodium-type","Populus","Potamogeton","Potentilla t.","Primula","Prunus t.","Pteridophyta (monolete)","Punica granatum","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Ribes","Riccia-type","Rosa t.","Rosaceae undif.","Rumex subg. Emex","Rumex t.","Ruppia","Salix","Sambucus","Sarcopoterium","Saxifragaceae","Scrophulariaceae undif.","Secale","Smilax","Solanum","Spergularia t.","Sphagnum-type","Styrax","Tamarix","Taxus","Thalictrum","Theligonum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Urtica t.","Utricularia","Valeriana t.","Viburnum","Vicia/Lathyrus","Vitex","Vitis"
"1895.0",NA,NA," 161.2","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   7.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   3.0","   6.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  12.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0"," 710.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0"," 164.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","   7.0","  14.0","   7.0","   0.0","  39.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  48.0"," 109.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  16.0"
"1930.0",NA,NA," 171.2","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   8.0","   0.0","   1.0","   0.0","   0.0","  19.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  17.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   9.0","   1.0","   0.0","   3.0","   3.0","   0.0","   0.0","   0.0","   1.0"," 965.0","   0.0","   0.0","  10.0","   0.0","   3.0","   0.0","   0.0"," 127.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   5.0","  23.0","   7.0","   1.0","  27.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  41.0"," 102.0","  21.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   8.0","   3.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   1.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   1.0","   0.0","   1.0","  22.0"
"1954.0",NA,NA," 178.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   6.0","   0.0","   0.0","   3.0","   2.0","   0.0","   0.0","   4.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   3.0","   1.0","   5.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","  18.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   1.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0"," 686.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0"," 125.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   0.0","  21.0","   3.0","   1.0","  35.0","   4.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   4.0","   0.0","  44.0","  89.0","  14.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","  11.0","   0.0","   2.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","  17.0"
"1977.0",NA,NA," 186.8","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   4.0","   0.0","   0.0","   0.0","   5.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","  17.0","   0.0","   0.0","   0.0","   0.0"," 878.0","   0.0","   0.0","   8.0","   0.0","   4.0","   0.0","   0.0"," 108.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   4.0","  22.0","  10.0","   6.0","  41.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   1.0","   3.0","   0.0","  80.0"," 107.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","  28.0"
"2008.0",NA,NA," 196.8","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   5.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   8.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   0.0","   0.0"," 649.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0"," 145.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","  17.0","  12.0","   3.0","  51.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","  40.0"," 114.0","  12.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   1.0","   2.0","  15.0"
"2039.0",NA,NA," 206.8","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   7.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","  11.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  15.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","   0.0","   1.0"," 816.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0"," 111.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   1.0","   9.0","   5.0","   1.0","  28.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  71.0"," 113.0","  12.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  13.0","   2.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","  14.0"
"2070.0",NA,NA," 216.8","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   5.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   5.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  10.0","   0.0","   0.0","   2.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 528.0","   0.0","   0.0","   7.0","   0.0","   2.0","   0.0","   0.0"," 100.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   2.0","  14.0","   1.0","   3.0","  32.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","  29.0"," 125.0","  30.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  13.0"
"2090.0",NA,NA," 223.4","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   2.0","   2.0","   0.0","   0.0","   4.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","   5.0","   0.0","   0.0","   2.0","   0.0","   7.0","   0.0","   9.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   9.0","   2.0","   0.0","   3.0","  11.0","   0.0","   1.0","   0.0","   0.0","1022.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0"," 119.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  15.0","   0.0","   3.0","  14.0","   6.0","   1.0","  17.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","  48.0","  97.0","  16.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0"
"2114.0",NA,NA," 230.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0"," 408.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","  99.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   4.0","  17.0","   6.0","   1.0","  29.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","  86.0","  23.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   5.0","  16.0"
"2173.0",NA,NA," 250.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   4.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0"," 677.0","   0.0","   0.0","   3.0","   0.0","   2.0","   0.0","   0.0"," 147.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   4.0","  43.0","   5.0","   5.0","  60.0","   5.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","  36.0"," 109.0","  12.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   7.0","   0.0","   2.0","   0.0","  13.0","   0.0","   2.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  17.0"
"2217.0",NA,NA," 266.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   1.0","   1.0","   9.0","   0.0","   0.0","   4.0","   0.0","   7.0","   0.0","   0.0","   1.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   2.0","   0.0","   2.0","  10.0","   0.0","   0.0","   0.0","   0.0"," 917.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0"," 111.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   3.0","  30.0","  10.0","   5.0","  19.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","  50.0","  87.0","   6.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   9.0","   0.0","   1.0","   2.0","   2.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0"
"2227.0",NA,NA," 270.9","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   6.0","   0.0","   4.0","   0.0","   0.0","   1.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   1.0","   1.0","   9.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   1.0","   1.0","   0.0","   2.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0"," 717.0","   0.0","   0.0","   8.0","   0.0","   1.0","   0.0","   0.0"," 128.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   3.0","  31.0","   7.0","   3.0","  47.0","   6.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   1.0","   0.0","  23.0","  98.0","  15.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  14.0","   0.0","   1.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   2.0","   0.0","   0.0","   0.0","   0.0","   7.0","  16.0"
"2251.0",NA,NA," 280.9","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   3.0","   1.0","   0.0","   7.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   2.0","  11.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","1075.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0"," 140.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   2.0","  30.0","   3.0","   6.0","  31.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","  57.0","  66.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   7.0","  12.0"
"2266.0",NA,NA," 287.7","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   2.0","   5.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   5.0","   0.0","   6.0","   0.0","   0.0","   2.0","   4.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   2.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  10.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 745.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0"," 120.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","  11.0","   0.0","   6.0","  30.0","   8.0","   7.0","  46.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","  92.0","  18.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  10.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","  13.0"
"2286.0",NA,NA," 297.7","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   5.0","   1.0","  10.0","   0.0","   0.0","   0.0","   2.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   1.0","   1.0","   1.0","   1.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   9.0","   1.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   1.0"," 969.0","   0.0","   0.0","   3.0","   0.0","   1.0","   0.0","   0.0"," 132.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","  10.0","   0.0","   3.0","  28.0","   5.0","   3.0","  41.0","   4.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","   0.0","  20.0","  90.0","  15.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  18.0"
"2305.0",NA,NA," 307.7","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   5.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","  15.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  12.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0"," 753.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0"," 126.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   7.0","  37.0","   9.0","   2.0","  34.0","   5.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","  20.0","  76.0","   3.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  12.0","   0.0","   2.0","   0.0","   1.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","  18.0"
"2322.0",NA,NA," 317.7","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   4.0","  10.0","   1.0","   0.0","   0.0","  12.0","   0.0","   0.0","   5.0","   0.0","   5.0","   0.0","   1.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   1.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  14.0","   2.0","   0.0","   5.0","  10.0","   0.0","   0.0","   0.0","   0.0","1210.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","  86.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   7.0","  18.0","  19.0","   3.0","  46.0","   6.0","   0.0","   1.0","   2.0","   2.0","   1.0","   0.0","   0.0","   3.0","   0.0","  27.0","  64.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  14.0","   0.0","   1.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","  21.0"
