"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Agrimonia","Alchemilla t.","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Callitriche","Cardueae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Closterium cf. C. rostratum","Closterium idiosporum","Closterium idiosporum-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Dyadosporites","Echinops","Echium t.","Ephedra","Erica t.","Erodium","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Fusiformisporites","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geraniaceae undif.","Hedera","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lotus t.","Lycium","Lysimachia","Lythrum","Malva undif.","Mercurialis","Microthyrium-type","Morella","Mougeotia-type","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Parnassia","Paronychieae","Pellaea-type","Petaloid monocot","Phillyrea","Pilularia","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Pluricellaesporites","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Pseudoschizaea","Puccinia","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rhus coriaria","Riccia lamellosa-type","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Sarcocapnos","Scrophulariaceae undif.","Sparganium","Spike tablets","Tamarix","Taxus","Thalictrum","Thecaphora-type","Thymelaeaceae undif.","Tilletia caries-type","Transeauina","Trichuris","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
" 5917"," 6090"," 5729"," 61"," 3","0","0","0","0","77","1","0","1","0","0","0","72","0","5","3","0","6","1","1","0","0","0","0","0","2","3","3","0","0","0","0","0","9","0","3","57","0","2","0","0","0","3","0","0","0","1","0","3","108","0","56","188","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","1","5","0","1","1","1","1","0","0","1","0","0","0","1","0","0","21","24","11","1","64","0","0","1","0","1","0","0","0","46","102","36","0","0","2","0","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","55","0","8","0","0","0"
" 6038"," 6213"," 5844"," 62"," 2","0","0","0","0","90","0","0","0","0","0","0","56","0","0","1","7","5","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","3","0","3","26","1","13","0","0","0","3","0","1","0","0","0","7","108","1","40","18","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","1","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","1","0","14","24","9","5","59","0","0","0","2","0","0","3","0","18","46","67","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","36","0","0","0"
" 6159"," 6337"," 5960"," 63"," 3","0","0","0","0","46","0","0","3","0","0","0","37","0","6","0","1","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","1","16","0","4","0","0","0","2","0","0","0","0","1","1","142","0","51","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","18","12","2","2","36","0","0","0","0","1","0","3","0","14","77","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","14","0","0","0"
" 6280"," 6461"," 6074"," 64"," 3","0","0","0","0","54","0","0","0","0","0","1","28","0","7","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","13","0","3","0","0","0","1","0","1","0","0","2","1","208","0","103","3","0","1","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","3","0","1","0","0","4","0","0","0","0","0","0","0","0","1","16","7","3","3","21","0","0","0","0","1","0","2","0","5","64","11","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","68","2","14","0","0","0"
" 6401"," 6587"," 6189"," 65"," 3","0","0","0","0","31","0","1","0","0","0","0","19","0","2","0","1","2","0","0","0","0","0","0","0","4","0","1","0","0","1","0","0","1","0","1","10","0","2","0","0","0","0","0","0","0","0","1","1","294","0","37","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","34","14","0","2","31","0","0","0","0","1","0","1","0","8","46","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","31","0","6","0","0","0"
" 6522"," 6714"," 6304"," 66"," 3","0","0","0","0","29","0","1","0","0","0","0","54","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","353","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","19","0","0","41","0","0","0","0","1","0","0","0","13","29","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","40","0","0","0"
" 6643"," 6842"," 6417"," 67"," 3","0","0","0","0","43","1","0","3","0","0","2","68","0","14","0","0","4","0","0","0","0","0","0","0","5","0","0","0","0","5","0","0","0","0","0","13","0","2","0","0","0","0","0","0","0","0","2","1","299","0","26","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","50","15","0","1","44","0","0","0","0","0","0","0","0","9","26","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","16","0","8","0","0","0"
" 6764"," 6971"," 6532"," 68"," 3","0","0","0","0","18","0","0","0","0","0","0","26","0","8","0","0","1","0","0","0","0","0","3","0","2","1","1","0","0","3","0","0","1","0","0","10","0","2","0","1","0","0","0","0","0","0","0","0","128","0","20","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","5","0","0","26","0","0","0","0","0","0","0","0","27","41","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","24","0","31","0","0","0"
" 7235"," 7424"," 7034"," 69"," 1","0","0","0","0","68","2","0","0","0","0","0","0","0","3","0","2","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","303","0","37","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91","0","0","4","8","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","14","0","0","0"
" 7267"," 7443"," 7081"," 70"," 1","0","0","0","0","81","0","0","8","0","0","1","0","0","6","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","1","0","0","5","0","2","0","0","2","0","0","0","0","0","0","0","344","0","66","2","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","115","3","0","3","25","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","6","0","0","0"
" 7331"," 7477"," 7177"," 72"," 1","0","0","0","0","33","0","0","2","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","3","6","1","0","5","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","200","0","51","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","0","0","0","21","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","22","0","0","0"
" 7363"," 7495"," 7227"," 73"," 1","0","0","0","0","47","0","0","3","0","0","0","0","0","8","0","3","0","0","1","0","0","0","0","0","1","21","0","0","0","3","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","244","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","8","0","0","27","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","24","0","0","0"
" 7395"," 7515"," 7273"," 74"," 1","0","0","0","0","15","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","313","0","67","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","14","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
" 7427"," 7536"," 7318"," 75"," 1","0","0","0","0","32","0","0","4","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","297","0","49","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","21","0","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","20","0","0","0"
" 7459"," 7558"," 7361"," 76"," 1","0","0","0","0","44","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","252","0","35","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","32","0","0","0"
" 7492"," 7583"," 7404"," 77"," 1","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","289","0","23","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","19","0","0","0"
" 7524"," 7606"," 7441"," 78"," 1","0","0","0","0","74","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","359","0","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","0","0","0","24","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0"
" 7556"," 7635"," 7481"," 79"," 1","0","0","0","0","47","0","0","2","0","0","0","0","0","3","0","2","1","0","0","0","0","0","3","0","1","6","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152","0","39","10","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0"
" 7588"," 7668"," 7519"," 80"," 1","0","0","0","0","64","0","0","0","0","0","0","0","0","4","0","9","0","0","0","0","0","0","1","0","0","17","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","268","0","46","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138","0","0","0","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
" 7620"," 7702"," 7552"," 81"," 1","0","0","0","0","50","0","0","4","0","0","0","0","0","9","0","4","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","293","0","41","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0"
" 7652"," 7739"," 7580"," 82"," 2","0","0","0","0","42","0","0","2","0","0","0","0","0","7","0","6","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","225","0","24","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","3","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0"
" 7792"," 7877"," 7721"," 83"," 1","0","0","0","0","52","0","0","0","0","0","0","0","0","18","0","0","0","0","2","0","0","0","0","0","0","12","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","358","0","8","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","4","0","0","32","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0"
" 7931"," 8015"," 7861"," 84"," 1","0","0","0","0","27","0","0","4","0","0","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","10","1","0","0","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","283","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137","4","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","23","0","0","0"
" 8071"," 8155"," 8002"," 85"," 1","0","0","0","0","43","0","0","3","0","0","0","0","0","11","0","4","0","0","0","0","0","0","0","0","0","28","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","233","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105","21","0","0","27","0","0","0","0","0","0","0","0","3","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","18","0","0","0"
" 8210"," 8293"," 8140"," 86"," 1","0","0","0","0","34","0","0","2","0","0","0","0","0","13","0","9","0","0","0","0","0","0","0","0","2","28","0","0","0","5","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","317","0","20","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","9","0","0","24","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
" 8350"," 8434"," 8280"," 87"," 2","0","0","0","0","11","0","0","4","0","0","0","0","0","11","0","3","0","0","1","0","0","0","0","0","3","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","334","0","12","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0"
" 8489"," 8572"," 8416"," 88"," 1","0","0","0","0","15","0","0","0","0","0","0","0","0","21","0","11","0","0","2","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","353","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0"
" 8629"," 8712"," 8553"," 89"," 1","0","0","0","0","25","0","0","11","0","0","0","0","0","18","0","9","0","0","1","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","388","0","21","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76","0","0","0","10","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","22","0","0","0"
" 8768"," 8853"," 8690"," 90"," 1","0","0","0","0","23","0","0","0","0","0","0","0","0","4","0","10","0","0","0","0","0","0","0","0","3","31","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","354","0","19","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","89","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0"
" 8908"," 8995"," 8826"," 91"," 2","0","0","0","0","13","0","1","4","0","0","0","0","0","11","0","9","0","0","1","0","0","0","0","0","0","46","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","299","0","19","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","0","0","0","17","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0"
" 9047"," 9137"," 8961"," 92"," 1","0","0","0","0","11","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","19","0","0","0","11","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","474","0","9","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0"
" 9187"," 9280"," 9096"," 93"," 1","0","0","0","0","22","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1","0","13","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","311","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","114","0","0","0","36","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","16","0","0","0"
" 9326"," 9423"," 9230"," 94"," 1","0","0","0","0","29","0","0","1","0","0","1","0","0","6","0","4","0","0","0","0","0","0","0","0","0","21","0","0","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","433","0","14","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0"
" 9466"," 9566"," 9364"," 95"," 1","0","0","0","0","26","0","0","3","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","327","0","14","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","0","0","0","26","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0"
" 9605"," 9710"," 9498"," 96"," 1","0","0","0","0","12","0","0","4","0","0","0","0","0","17","0","5","0","0","0","0","0","0","0","0","1","29","0","0","0","4","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","277","0","22","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","0","0","0","3","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0"
" 9745"," 9854"," 9631"," 97"," 1","0","0","0","0","26","0","0","3","0","0","0","0","0","7","0","16","0","0","0","0","0","0","0","0","0","26","0","0","0","4","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","347","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","21","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0"
" 9884"," 9997"," 9764"," 98"," 1","0","0","0","0","24","0","0","3","0","0","0","1","0","21","0","7","0","0","1","0","0","0","0","0","0","26","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","377","0","16","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","62","0","0","0","36","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0"
"10023","10142"," 9897"," 99"," 1","0","0","0","0","30","0","0","0","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","0","329","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","0","0","20","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","12","0","0","0"
"10163","10285","10029","100"," 1","0","0","0","0","32","0","0","6","0","0","0","0","0","12","0","5","1","0","0","0","0","0","0","0","0","31","0","0","0","2","0","0","0","0","1","8","0","0","0","0","0","2","0","0","0","0","1","0","391","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","35","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","25","0","0","0"
"10302","10430","10162","101"," 1","0","0","0","0","21","0","0","9","0","0","0","0","0","33","0","6","0","0","0","0","0","0","0","0","0","38","1","0","0","4","0","0","0","0","7","4","0","0","0","0","5","0","0","0","0","0","0","0","404","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0"
"10442","10574","10293","102"," 1","0","0","0","0","43","0","0","2","0","0","0","0","0","37","0","9","0","0","0","0","0","0","0","0","0","63","0","0","0","3","0","0","0","0","2","3","0","0","0","0","4","0","0","0","0","0","0","0","409","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","144","0","0","0","51","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","29","0","0","0"
"10581","10720","10426","103"," 1","0","0","0","0","68","0","0","14","0","0","0","0","0","85","0","24","0","0","3","0","0","0","0","0","0","47","0","0","0","32","0","0","0","0","3","1","0","1","0","0","9","0","0","0","0","0","1","0","578","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","55","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","45","0","0","0"
