"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Agrimonia","Alchemilla t.","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Apiaceae undif.","Apium t.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Callitriche","Cardueae undif.","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Closterium cf. C. rostratum","Closterium idiosporum","Closterium idiosporum-type","Convolvulaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Dyadosporites","Echinops","Echium t.","Ephedra","Erica t.","Erodium","Euphorbiaceae undif.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Fraxinus","Fungi","Fusiformisporites","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geraniaceae undif.","Hedera","Hydrocharitaceae","Hypecoum","Hypericum undif.","Ilex","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Linum t.","Lotus t.","Lycium","Lysimachia","Lythrum","Malva undif.","Mercurialis","Microthyrium-type","Morella","Mougeotia-type","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nerium","Nuphar","Nymphaea","Olea t.","Onagraceae","Ononis t.","Papaver t.","Parnassia","Paronychieae","Pellaea-type","Petaloid monocot","Phillyrea","Pilularia","Pinus nigra/sylvestris t.","Pinus pinaster","Pistacia","Pluricellaesporites","Poaceae","Poaceae (Cerealia-type)","Polygala","Polygonum t.","Portulacaceae t.","Potamogeton","Potentilla t.","Pseudoschizaea","Puccinia","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rhus coriaria","Riccia lamellosa-type","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Ruta","Salix","Sambucus","Sanguisorba t.","Sarcocapnos","Scrophulariaceae undif.","Sparganium","Spike tablets","Tamarix","Taxus","Thalictrum","Thecaphora-type","Thymelaeaceae undif.","Tilletia caries-type","Transeauina","Trichuris","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Viburnum","Vitis"
"30408","31365","29369","169"," 2","0","0","0","0","16","0","0","6","0","0","0","0","0","120","0","0","0","0","2","0","0","0","0","0","0","11","0","0","0","26","0","0","0","0","0","6","0","0","0","0","0","0","0","2","0","0","0","0","281","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"30478","31403","29482","170"," 2","0","0","0","0","19","0","0","12","0","0","1","0","0","61","0","6","0","0","0","0","0","0","0","0","0","8","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","286","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"30548","31444","29595","171"," 2","0","0","0","0","26","0","0","14","0","0","0","0","0","94","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","801","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","52","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"30618","31485","29704","172"," 2","0","0","0","0","17","0","0","16","0","0","1","3","0","82","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","42","0","0","0","0","1","0","2","0","0","0","4","1","0","0","0","0","0","0","581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","14","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"30688","31528","29811","173"," 2","0","0","0","0","13","0","0","16","0","0","0","7","0","127","0","5","0","0","0","0","0","0","1","0","0","4","0","0","0","26","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0"
"30759","31572","29915","174"," 2","0","0","0","0","14","0","0","14","0","0","2","4","0","101","0","8","0","0","0","0","0","0","0","0","0","4","1","0","0","31","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","454","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"30829","31617","30015","175"," 2","0","0","0","0","59","0","0","12","0","0","0","3","0","83","0","8","0","0","0","0","0","0","0","1","0","3","0","0","0","78","0","0","0","0","2","6","0","0","0","0","7","0","0","0","0","0","0","0","180","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","16","0","0","0"
"30899","31663","30113","176"," 2","0","0","0","0","43","0","0","10","0","0","0","2","0","39","0","9","0","0","0","0","0","0","0","1","0","0","1","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178","0","0","0","23","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0"
"30969","31712","30209","177"," 2","0","0","0","0","38","0","0","6","0","1","0","11","0","46","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","21","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","293","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","12","0","0","0"
"31039","31764","30304","178"," 1","0","0","0","0","38","0","1","6","0","0","0","4","0","28","0","6","0","0","0","0","0","0","0","1","0","4","0","0","0","16","0","0","0","0","0","5","1","0","0","0","0","3","0","0","0","0","0","0","281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152","0","0","0","26","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","22","0","0","0"
"31109","31817","30396","179"," 2","0","0","0","0","33","0","0","4","0","0","0","8","0","51","0","10","1","0","0","0","0","0","0","0","0","1","0","0","0","24","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","306","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172","0","0","0","41","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","20","0","0","0"
"31179","31870","30484","180"," 1","0","0","0","0","29","0","0","12","0","0","0","5","0","54","0","11","0","0","2","0","0","0","4","4","0","7","0","0","0","16","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","95","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0"
"31250","31927","30570","181"," 2","0","0","0","0","27","0","0","24","0","0","0","23","0","36","0","4","0","0","0","0","0","0","3","0","0","13","0","0","0","21","0","0","0","0","0","16","0","0","0","0","2","1","0","0","0","0","0","0","306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161","0","0","0","18","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","6","0","0","0"
"31320","31986","30656","182"," 2","0","0","0","0","23","0","1","26","0","0","0","11","0","61","0","4","0","0","0","0","0","0","0","2","0","8","0","0","0","21","0","0","0","0","0","9","0","0","0","0","4","3","0","0","0","0","0","0","151","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0"
"31390","32046","30740","183"," 1","0","0","0","0","39","0","1","21","0","0","2","16","0","109","0","3","0","0","1","0","0","0","0","1","0","4","0","0","0","61","0","0","0","0","0","22","0","0","0","0","3","3","0","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","29","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0"
"31460","32109","30824","184"," 2","0","0","0","0","28","0","0","17","0","0","3","35","0","143","0","3","0","0","0","0","0","0","0","1","0","7","0","0","0","44","0","0","0","0","0","13","0","0","0","0","0","6","0","0","0","0","0","0","113","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","76","8","0","0","37","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0"
"31530","32177","30907","185"," 3","0","0","0","0","19","0","0","11","0","0","1","8","0","51","0","3","0","0","4","0","0","0","0","0","0","2","0","0","0","18","0","0","0","0","0","5","0","0","0","0","2","1","0","0","0","0","0","0","106","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","15","0","0","18","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","24","0","0","0"
"31600","32250","30987","186"," 3","0","0","0","0","27","0","0","17","0","0","3","41","0","147","0","11","0","0","0","0","0","0","2","0","0","3","1","0","0","26","0","0","0","0","0","6","1","0","0","0","0","4","0","0","0","0","0","0","103","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","1","0","0","42","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","46","0","0","0"
"31670","32327","31064","187"," 2","0","0","0","0","40","0","0","18","0","0","0","66","0","91","0","18","1","0","0","0","0","0","3","0","0","4","0","0","0","16","0","0","0","0","0","11","0","0","0","0","3","11","0","0","0","0","0","0","126","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110","12","0","0","27","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"31741","32408","31136","188"," 2","0","0","0","0","25","0","1","4","0","0","3","58","0","51","0","11","0","0","1","0","0","0","3","0","0","6","1","0","0","12","0","0","0","0","0","21","1","0","0","0","0","4","0","0","0","0","0","0","64","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","177","0","1","0","41","0","0","0","0","0","0","0","0","21","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","27","0","0","0"
"31811","32491","31201","189"," 2","0","0","0","0","26","0","0","12","0","0","1","67","0","86","1","7","3","0","0","0","0","0","0","0","0","6","0","0","0","6","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","1","0","141","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","128","0","1","0","28","0","0","0","0","0","0","0","0","11","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","23","0","0","0"
"31881","32576","31261","190"," 2","0","0","0","0","18","0","0","3","0","0","1","26","0","31","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","1","4","0","0","0","0","0","0","142","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","4","0","0","21","0","0","3","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0"
"31951","32664","31315","191"," 1","0","0","0","0","8","0","2","12","0","0","0","47","0","65","0","6","1","0","0","0","0","0","1","0","0","7","2","0","0","3","0","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","2","0","126","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","3","0","0","27","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","31","0","0","0"
"32021","32755","31365","192"," 2","0","0","0","0","4","0","0","3","0","0","3","17","0","64","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","5","0","0","28","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","24","0","0","0"
"32091","32851","31412","193"," 2","0","0","0","0","8","0","0","11","0","0","2","44","0","36","0","7","0","0","1","1","0","0","2","0","0","1","0","0","0","5","0","0","0","0","0","4","0","0","0","0","0","6","0","0","0","0","0","0","155","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","7","0","0","31","0","0","0","0","0","0","0","0","6","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0"
"32165","32905","31505","194"," 2","0","0","0","0","8","0","1","6","0","0","2","46","0","33","0","2","3","0","0","0","0","0","0","0","0","4","2","0","0","4","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","1","0","134","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","93","14","0","0","16","0","0","0","0","0","0","0","0","20","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","8","0","0","0"
"32239","32957","31597","195"," 2","0","0","0","0","18","0","0","3","0","0","0","81","0","43","0","1","1","0","3","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","3","3","0","0","0","0","0","3","0","0","0","0","0","0","153","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","135","33","0","0","34","0","0","1","0","0","0","0","0","12","6","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","22","0","0","0"
"32312","33011","31690","196"," 2","0","0","0","0","0","0","0","6","0","0","0","31","0","16","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","6","0","0","7","0","0","0","0","0","0","0","0","11","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0"
"32386","33064","31781","197"," 2","0","0","0","0","3","0","0","3","0","0","1","46","0","11","0","0","0","0","1","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91","14","0","0","11","0","0","0","0","0","0","0","0","17","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","8","0","0","0"
"32459","33117","31873","198"," 2","0","0","0","0","0","0","0","13","0","0","0","37","0","16","0","0","0","0","1","0","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","156","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","16","0","0","12","0","0","0","0","0","0","0","0","23","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0"
"32533","33171","31965","199"," 2","0","0","0","0","0","0","0","3","0","0","2","76","0","11","0","2","2","0","1","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","328","0","12","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","8","0","0","15","0","0","0","0","0","0","0","0","28","7","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"32606","33225","32056","200"," 2","0","0","0","0","7","0","0","1","0","0","1","86","0","21","0","8","0","2","3","0","0","0","5","0","0","5","16","0","0","11","0","0","3","0","0","16","0","2","0","0","2","6","0","0","0","0","0","0","186","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","110","33","0","1","86","0","0","0","0","0","0","0","0","25","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","10","0","0","0"
"32680","33279","32148","201"," 1","0","0","0","0","16","0","0","12","0","0","0","8","1","36","0","5","1","0","0","0","0","0","1","0","0","4","3","0","0","0","0","0","2","0","3","6","0","1","0","0","2","0","0","0","0","0","0","0","151","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70","17","0","0","93","0","0","0","0","1","0","0","0","19","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","16","0","0","0"
"32754","33333","32239","202",NA,"0","0","0","0","19","1","0","16","0","0","0","1","0","34","0","11","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","4","0","0","0","0","0","0","223","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","87","17","0","0","81","0","0","0","0","2","0","0","0","13","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","16","0","0","0"
"32827","33387","32329","203",NA,"0","0","0","0","37","0","0","14","0","0","0","1","0","69","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","2","6","0","0","0","0","0","3","0","0","0","0","0","0","274","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","11","0","0","51","0","0","0","0","0","0","0","0","11","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","24","0","0","0"
"32901","33441","32419","204"," 1","0","0","0","0","9","0","0","3","0","0","0","11","0","23","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","3","0","0","0","0","0","11","0","0","0","0","4","0","140","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","3","0","0","0","0","0","0","0","0","0","64","4","0","0","26","0","0","0","0","0","0","0","0","9","18","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","25","0","0","0"
"32974","33495","32509","205"," 1","0","0","0","0","4","0","1","3","0","0","0","11","1","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","43","0","0","0","0","9","0","192","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","14","0","0","28","0","0","0","0","0","0","1","0","21","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","26","0","0","0"
"33048","33550","32599","206"," 1","0","0","0","0","5","0","0","0","0","0","0","9","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","48","0","0","0","0","6","0","252","0","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","1","0","0","0","1","0","0","0","0","0","0","0","0","0","44","19","0","0","16","0","0","0","0","0","0","0","0","21","36","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","22","0","0","0"
"33121","33604","32688","207"," 1","0","0","0","0","3","0","1","1","0","0","0","1","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","23","0","0","0","0","2","0","273","0","12","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","54","13","0","2","31","0","0","0","0","1","0","0","0","8","17","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","26","0","0","0"
"33195","33659","32778","208",NA,"0","0","0","0","3","0","0","2","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","13","0","0","0","0","7","0","257","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","20","0","0","13","0","0","0","0","0","0","1","0","14","29","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","15","0","0","0"
"33269","33715","32867","209"," 1","0","0","0","0","16","0","0","2","0","0","0","3","0","8","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","21","0","0","0","0","2","0","233","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","4","2","1","0","0","0","1","0","0","1","0","0","0","0","0","0","64","12","0","0","30","0","0","0","0","0","0","1","0","12","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","36","0","0","0"
"33342","33771","32956","210"," 1","0","0","0","0","6","0","0","3","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","31","0","0","0","0","8","0","294","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1","0","0","2","0","0","0","0","0","0","1","0","0","46","5","0","0","47","0","0","1","0","0","0","0","0","5","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","33","0","0","0"
"33416","33828","33045","211"," 1","0","0","0","0","4","0","0","5","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","14","0","0","0","0","3","0","309","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","50","3","0","0","22","0","0","0","0","0","0","0","0","3","13","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","29","0","0","0"
