"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae","Anthoceros punctatus-type","Anthoceros t.","Apiaceae undif.","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Centaurea","Cichorieae","Cistaceae","Corylus","Cupressaceae","Cyperaceae","Ephedra","Erica t.","Fabaceae Undif.","Fagus","Fern","Filipendula t.","Fraxinus","Indeterminable","IsoÃ«tes","Juglans","Lamiaceae undif.","Lemnaceae","Lycopodium sp.","Lythrum","Malva undif.","Mercurialis","Monoletes","Myrtus","Nymphaea","Olea t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (Cerealia-type)","Quercus deciduous","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Rhamnus","Riccia-type","Rosa t.","Rosaceae undif.","Salix","Santalaceae undif.","Sarcopoterium","Sparganium","Spergularia t.","Taxus","Thymelaeaceae undif.","Tilia","Triletes","Ulmus t.","Vitex","cf. Cheilanthes/Anogramma","charcoal"
"5215.8",NA,NA," 474.5","   4.0","   3.0","   1.0","   2.0","   2.0","   7.0","   1.0","   3.0","   1.0","   1.0","   0.0","   0.0","   2.0","   0.0","   4.0","   0.0","   0.0","   3.0","   1.0","   1.0","   0.0","   2.0","   3.0","  76.0","   0.0","   0.0","  31.0","   1.0"," 193.0","   1.0","   0.0","   8.0","   0.0","   0.0","  21.0","  24.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   1.0","   1.0","   2.0","   0.0","  81.0","   0.0","   1.0","  22.0","   7.0","  15.0","   8.0","  10.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0"," 183.0","   0.0","   0.0","   0.0","   0.0","  12.0","   3.0","   0.0","   0.0","   1.0"
"5255.9",NA,NA," 477.5","   1.0","  69.0","   0.0","   2.0","   3.0","   0.0","   1.0","   0.0","   1.0","   1.0","   0.0","   1.0","   2.0","   1.0","   3.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   1.0","   4.0","  55.0","   1.0","   0.0"," 116.0","   0.0"," 113.0","   0.0","   0.0","   9.0","   0.0","   0.0","  46.0","  38.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   2.0","   1.0","  65.0","   0.0","   1.0","  22.0","   5.0","  10.0","   7.0","   6.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 489.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","  19.0","   0.0","   1.0"
"5413.4",NA,NA," 489.5","   3.0"," 108.0","   0.0","   3.0","  29.0","   5.0","   1.0","   9.0","   1.0","   0.0","   1.0","   0.0","   3.0","   0.0","   5.0","   0.0","   0.0","   4.0","   1.0","   1.0","   0.0","   0.0","  11.0","  83.0","   0.0","   1.0","  49.0","   6.0"," 253.0","   0.0","   1.0","  15.0","   0.0","   0.0","  29.0","  16.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","  59.0","   0.0","   0.0","  70.0","  12.0","  16.0","   6.0","   5.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   1.0","   0.0","   0.0","   0.0","   9.0","   0.0","  44.0","   0.0","   1.0"
"5943.6",NA,NA," 529.5","   6.0","  26.0","   0.0","  13.0","   3.0","   6.0","   2.0","   2.0","   7.0","   1.0","   2.0","   1.0","   5.0","   0.0","   3.0","   0.0","   3.0","   1.0","   3.0","   0.0","   1.0","   1.0","   3.0","  27.0","   1.0","   0.0"," 304.0","   4.0"," 187.0","   1.0","   0.0","   2.0","   1.0","   0.0","  32.0","   5.0","   0.0","   0.0","   1.0","   0.0","   1.0","   0.0","   2.0","   2.0","   2.0","   1.0","   0.0","   1.0","   1.0","   1.0","   0.0","  49.0","   1.0","   3.0","  37.0","   5.0","  67.0","  15.0","  14.0","   0.0","   7.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 575.0","   0.0","   0.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0"
"6077.6",NA,NA," 539.5","   2.0","  84.0","   0.0","   0.0","   5.0","   2.0","   2.0","   0.0","   1.0","   0.0","   4.0","   0.0","   5.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","  10.0","   3.0","   0.0","  29.0","   0.0","  95.0","   1.0","   0.0","  11.0","   0.0","   0.0","  34.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  78.0","   1.0","   1.0","  83.0","   5.0","  67.0","  12.0","  46.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   5.0","   4.0","   0.0","   0.0","   1.0"
"6117.4",NA,NA," 542.5","   3.0","  40.0","   0.0","   8.0","   3.0","   4.0","   2.0","   4.0","   0.0","   2.0","   1.0","   1.0","   5.0","   0.0","   7.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   3.0","  17.0","   3.0","   0.0","  40.0","   2.0"," 119.0","   0.0","   2.0","   7.0","   0.0","   2.0","  42.0","  60.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  39.0","   0.0","   3.0","  32.0","   2.0","  70.0","  28.0","  34.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   7.0","   0.0","   1.0","   0.0","   1.0","   6.0","   1.0","   0.0","   0.0","   1.0"
"6210.2",NA,NA," 549.5","   3.0","   0.0","   0.0","   1.0","   0.0","   3.0","   6.0","   9.0","   0.0","   0.0","   0.0","   3.0","   3.0","   1.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   6.0","  24.0","   1.0","   0.0","  15.0","   2.0"," 103.0","   0.0","   0.0","  17.0","   0.0","   0.0","  19.0","  30.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  46.0","   0.0","   1.0","  25.0","   2.0","  12.0","   4.0","   8.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   1.0","   5.0","   0.0","   0.0","   0.0","   0.0","  19.0","   1.0","   0.0","   2.0","   1.0"
"6276.4",NA,NA," 554.5","   1.0","   1.0","   0.0","   0.0","   0.0","   2.0","   1.0","   6.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   2.0","   1.0","   0.0","  26.0","   2.0","  39.0","   1.0","   0.0","   6.0","   0.0","   0.0","   6.0","  70.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   9.0","   6.0","  24.0","   6.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0"
"6395.0",NA,NA," 563.5","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   4.0","   0.0","  36.0","   0.0","   1.0","   2.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   3.0","   2.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0"
