"age_NA","ageolder_BP","ageyounger_BP","depth","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Asteroideae undif.","Betula","Brassicaceae","Calluna","Cardueae undif.","Caryophyllaceae undif.","Castanea","Cichorieae","Cistaceae","Corylus","Crassulaceae","Cyperaceae","Echium t.","Erica t.","Eudicotyledoneae undiff.","Fern","Filipendula t.","Fraxinus","Genisteae","Hepaticae","Hypericum undif.","Lycopodium spike","Lycopodium tablets","Lysimachia","Musci","Olea t.","Onagraceae","Paronychieae","Pentaglottis sempervirens","Pinus nigra/sylvestris t.","Pinus pinaster","Plantago","Poaceae","Poaceae (Cerealia-type)","Portulacaceae t.","Potentilla t.","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Saxifraga t.","Secale","Trifolium t."
NA,NA,NA,"15.0","1","0","0","3","0","0","0","0","0","0","0","2","0","0","1","0","0","23","30","0","0","1","1","0","1","141","0","0","10","15","0","0","0","51","22","0","255","14","2","0","11","1","0","0","1","0","0","4","0"
NA,NA,NA," 2.5","1","0","1","3","1","1","3","3","0","2","1","0","3","0","0","0","0","19","59","0","0","0","0","0","0","180","0","0","0","18","0","1","0","125","13","1","238","21","0","0","10","0","3","1","0","0","0","0","0"
NA,NA,NA,"24.0","0","0","2","6","0","1","0","6","0","1","1","0","0","1","1","0","0","40","10","1","0","0","0","0","0","146","0","0","2","18","0","0","0","36","27","0","261","29","1","0","12","1","3","0","12","3","0","9","0"
NA,NA,NA,"10.0","3","0","5","8","0","1","0","5","0","0","1","1","2","0","0","1","0","43","30","1","0","0","2","0","0","245","0","0","0","27","0","14","1","97","19","2","467","22","2","0","4","0","15","0","3","0","1","1","0"
NA,NA,NA," 5.0","0","0","1","0","0","1","0","0","0","1","0","2","0","0","0","2","0","23","21","1","1","1","0","0","0","105","0","1","3","18","1","0","0","60","7","1","233","5","1","1","10","1","4","1","3","2","0","27","0"
NA,NA,NA," 0.0","3","2","2","1","0","1","0","2","0","0","1","1","0","0","0","0","1","36","77","1","0","3","2","0","0","195","0","0","3","17","0","1","0","110","9","1","127","9","0","0","4","0","3","0","7","1","0","2","0"
NA,NA,NA,"26.5","3","1","9","12","0","5","2","3","0","1","2","0","5","0","4","0","3","54","45","7","0","1","0","0","0","121","0","0","4","9","0","87","0","17","9","0","495","48","3","0","16","0","16","0","9","1","3","8","0"
NA,NA,NA,"32.0","1","1","6","10","0","0","1","1","0","2","2","0","5","0","3","0","1","92","11","2","0","0","0","0","0","118","0","0","8","29","0","27","0","30","2","1","517","32","1","0","6","1","14","0","3","0","1","1","0"
NA,NA,NA,"29.0","2","0","1","6","1","1","2","13","2","5","0","1","5","0","1","0","0","69","26","9","0","0","0","1","0","61","0","0","15","23","0","0","0","31","13","5","238","65","0","0","28","0","3","1","4","2","1","30","1"
