"Depth (cm)","Sample code","Abies","Acacia t.","Acalypha","Acanthaceae undif.","Afzelia","Agavaceae","Aizoaceae t.","Alchornea","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Amphimas","Anthoceros t.","Antidesma t.","Apiaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Balanites","Barleria","Betula","Bignoniaceae undif.","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boscia","Bosqueia","Brassicaceae","Bridelia","Burkea","Cadaba","Calligonum","Calycobolus-type","Canthium","Capparaceae undif.","Carpinus","Caryophyllaceae undif.","Cassia","Cathaya","Caylusea","Celastraceae/Hippocrateaceae","Celtis","Centaurea","Chrozophora","Chrysobalanus t.","Cichorieae","Cissus t.","Cistaceae","Cleome","Combretaceae","Commiphora","Connaraceae","Convolvulaceae","Corylus","Crossopteryx","Crudia","Cuviera","Cyperaceae","Detarium","Dichrostachys","Diodia","Diospyros/Euclea t.","Dodonaea","Drypetes molunduana","Elaeis","Entada","Ephedra","Erica t.","Erodium","Eucommia","Eugenia/Syzygium","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fungi","Gaertnera","Geraniaceae undif.","Grewioideae","Gymnocarpos","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Indigofera","Isoberlinia","Ixora","Jasminum","Jatropha/Croton","Justicia/Monechma","Kedrostis","Lamiaceae undif.","Lannea","Leea","Lophira","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Marker, added","Marker, found","Mitracarpus","Monoletes","Morelia","Morella","Musci","Mussaenda","Myriophyllum undif.","Nauclea/Mitragyna","Neurada","Nitraria","Nyctaginaceae","Nymphaea","Olea t.","Paramacrolobium","Pavetta","Petaloid monocot","Phillyrea","Phoenix t.","Phyllanthus undif.","Phytolacaceae","Picea","Piliostigma","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Podocarpus","Polygala","Polygonum t.","Ponteridaceae","Potamogeton","Proteaceae","Pterocarya","Pycnanthus","Quercus undif.","Ranunculaceae undif.","Rauvolfia","Rhamnaceae undif.","Rhizophora","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Sabicea","Salix","Salvadora","Sanguisorba t.","Sapotaceae/Meliaceae","Schrebera","Searsia","Securinega  t.","Sesbania","Sherbournia","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Tamarindus/Cryptosepalum","Tamarix","Tetrorchidium","Thymelaeaceae undif.","Tilia","Tribulus","Triletes","Typha","Uapaca","Ulmus t.","Vigna","Virectaria","Volume","Zanthoxylum","Zygophyllum t."
"22755","108-658A-26-4, 12-16","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","76","0","0","0","0","0","0","0","0","11","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","153","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","123","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","14","0","0"
"22818","108-658A-26-4, 88-91","0","1","0","0","0","0","0","1","1","0","0","57","0","0","0","0","0","0","1","0","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","2","0","0","15","0","0","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","0","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","115","1","0"
"22863","108-658A-26-5, 12-16","0","1","0","0","0","0","0","1","0","0","0","68","0","0","0","0","0","1","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","49","0","0","0","0","0","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","27000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","4","0","84","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","165","0","0"
"22991","108-658A-26-5, 141-143","0","1","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","3","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","257","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","167","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","135","0","0"
"23011","108-658A-26-6, 12-16","0","0","0","0","0","0","0","1","0","0","0","42","0","0","0","0","0","0","1","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","27000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","164","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0"
"23083","108-658A-26-7, 12-16","0","11","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","173","21700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","1","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","17","0","0"
"23145","108-658A-26-7, 109-111","0","0","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","47","0","0","0","0","0","1","0","0","22","0","0","0","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","149","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","1","33","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","0","0","145","0","0"
"23181","108-658A-26-8, 16-18","0","1","0","0","0","0","0","0","1","0","0","93","0","0","0","0","0","0","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","85","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","1","0","0","0","0","21","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","546","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","89","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","0","16","0","0"
"23262","108-658A-26-9, 14-18","0","0","0","0","0","0","0","0","0","0","1","59","0","0","0","0","0","0","2","1","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","79","0","0","0","0","0","2","0","0","24","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","97","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0"
"23320","108-658A-26-9, 73-75","0","0","0","1","0","0","0","2","0","0","0","28","0","0","0","0","0","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","18","0","0","0","0","0","1","0","0","3","0","0","0","2","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","1","0","2","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","140","0","0","0","0","1","0","0","0","0","0","0","0","12","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","135","0","0"
"23363","108-658A-26-9, 118-120","0","1","0","0","0","0","0","1","0","0","0","29","0","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","1","1","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","445","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","173","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","145","0","0"
"23394","108-658A-26-240, 5-7","0","0","0","1","0","0","0","0","1","0","0","35","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","264","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","152","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","185","0","0"
"23469","108-658A-27-1, 14-18","0","0","0","1","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","170","0","0","0","0","0","0","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","12","0","0"
"23534","108-658A-27-1, 80-82","0","1","0","1","0","0","0","2","0","0","0","34","0","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","6","0","0","0","6","0","0","0","0","0","0","0","72","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293","27000","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","148","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","0","0","0","15","0","0"
"23590","108-658A-27-2, 12-16","0","7","0","2","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","256","21700","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","148","0","0","0","0","0","0","0","0","1","0","0","0","4","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0"
"23663","108-658A-27-2, 100-102","0","0","0","1","0","0","0","2","0","0","0","28","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","3","0","18","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","236","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","155","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0"
"23712","108-658A-27-3, 12-16","0","0","0","0","0","0","0","1","0","0","0","32","0","0","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","214","27000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","0","164","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0"
"23767","108-658A-27-3, 98-100","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","1","3","0","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","17","2","0","0","0","1","0","0","0","10","0","0","0","3","0","0","0","0","0","0","0","61","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0","4","2","0","1","0","0","0","0","0","1","0","0","6","0","5","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","605","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","113","5","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0"
"23823","108-658A-27-4, 12-16","0","0","0","1","0","0","0","2","0","0","0","51","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","160","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","15","0","0"
"23901","108-658A-27-4, 123-125","0","1","0","1","0","0","0","0","2","0","0","39","0","0","0","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","1","0","0","0","0","1","0","0","9","0","0","0","4","0","0","0","0","0","0","0","68","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","10","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","151","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","145","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0"
"23927","108-658A-27-5, 12-16","0","1","0","0","0","0","0","1","0","0","0","45","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","2","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","157","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","155","0","0"
"23974","108-658A-27-5, 87-89","0","1","0","2","0","0","0","1","1","0","0","50","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109","27000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","92","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","145","0","0"
"24049","108-658A-27-6, 12-16","0","5","0","2","0","0","0","0","0","0","0","50","0","0","0","0","0","1","2","0","6","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","1","44","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","4","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","243","21700","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","152","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","15","0","0"
"24109","108-658A-27-6, 75-77","0","0","0","3","0","0","0","2","0","0","0","21","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","378","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","168","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","135","0","0"
"24138","108-658A-27-7, 12-16","0","1","0","0","0","0","0","0","5","0","1","50","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","51","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","2","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","216","21700","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","2","0","169","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","15","0","0"
"24160","108-658A-27-7, 35-37","0","1","0","1","0","0","0","3","0","0","0","37","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","17","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","262","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","163","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","13","0","0"
"24182","108-658A-27-7, 62-64","0","0","0","0","0","0","0","1","0","0","0","118","0","0","0","0","0","0","2","0","12","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","1","0","0","3","0","0","1","1","0","0","0","0","0","0","0","52","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","57","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","14","0","0"
"24215","108-658A-27-7, 95-97","0","1","0","0","0","0","0","0","1","0","0","64","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10","0","0","0","0","0","1","0","0","11","0","0","0","1","0","0","0","0","0","0","0","112","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147","27000","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","91","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","0","0"
"24248","108-658A-27-230, 15-17","0","0","0","0","0","0","0","1","0","0","0","156","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","72","0","0","0","0","0","3","0","0","10","0","0","1","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","284","27000","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","36","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","155","0","0"
"24418","108-658A-28-1, 10-14","0","1","0","0","0","0","0","0","14","0","6","38","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","9","14","0","0","0","0","0","2","0","0","18","0","0","0","0","0","0","0","1","0","0","0","46","0","0","0","0","0","0","0","0","15","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","196","21700","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","0","6","2","0","137","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","18","0","0"
"24442","108-658A-28-1, 35-37","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","17","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","14","0","0"
"24472","108-658A-28-1, 65-67","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","0","0","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","97","1","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","0","8","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","16","0","0"
