"Depth (cm)","Sample code","Abies","Acacia t.","Acalypha","Acanthaceae undif.","Afzelia","Agavaceae","Aizoaceae t.","Alchornea","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Amphimas","Anthoceros t.","Antidesma t.","Apiaceae undif.","Araliaceae undif.","Arecaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Balanites","Barleria","Betula","Bignoniaceae undif.","Blepharis","Blighia","Bombax","Boraginaceae undif.","Borreria t.","Boscia","Bosqueia","Brassicaceae","Bridelia","Burkea","Cadaba","Calligonum","Calycobolus-type","Canthium","Capparaceae undif.","Carpinus","Caryophyllaceae undif.","Cassia","Cathaya","Caylusea","Celastraceae/Hippocrateaceae","Celtis","Centaurea","Chrozophora","Chrysobalanus t.","Cichorieae","Cissus t.","Cistaceae","Cleome","Combretaceae","Commiphora","Connaraceae","Convolvulaceae","Corylus","Crossopteryx","Crudia","Cuviera","Cyperaceae","Detarium","Dichrostachys","Diodia","Diospyros/Euclea t.","Dodonaea","Drypetes molunduana","Elaeis","Entada","Ephedra","Erica t.","Erodium","Eucommia","Eugenia/Syzygium","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fungi","Gaertnera","Geraniaceae undif.","Grewioideae","Gymnocarpos","Heliotropium","Hygrophila","Hymenocardia","Hyphaene t.","Hypoestes t.","Ilex","Indeterminable","Indigofera","Isoberlinia","Ixora","Jasminum","Jatropha/Croton","Justicia/Monechma","Kedrostis","Lamiaceae undif.","Lannea","Leea","Lophira","Macaranga","Maerua","Mallotus","Malva undif.","Manilkara","Marker, added","Marker, found","Mitracarpus","Monoletes","Morelia","Morella","Musci","Mussaenda","Myriophyllum undif.","Nauclea/Mitragyna","Neurada","Nitraria","Nyctaginaceae","Nymphaea","Olea t.","Paramacrolobium","Pavetta","Petaloid monocot","Phillyrea","Phoenix t.","Phyllanthus undif.","Phytolacaceae","Picea","Piliostigma","Pinus undif.","Plantago","Plumbaginaceae","Poaceae","Podocarpus","Polygala","Polygonum t.","Ponteridaceae","Potamogeton","Proteaceae","Pterocarya","Pycnanthus","Quercus undif.","Ranunculaceae undif.","Rauvolfia","Rhamnaceae undif.","Rhizophora","Riccia","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Rutaceae undif.","Sabicea","Salix","Salvadora","Sanguisorba t.","Sapotaceae/Meliaceae","Schrebera","Searsia","Securinega  t.","Sesbania","Sherbournia","Sideroxylon t.","Solanum","Spergularia t.","Sterculia","Tamarindus/Cryptosepalum","Tamarix","Tetrorchidium","Thymelaeaceae undif.","Tilia","Tribulus","Triletes","Typha","Uapaca","Ulmus t.","Vigna","Virectaria","Volume","Zanthoxylum","Zygophyllum t."
"18919","108-658A-22-3, 12-16","0","0","0","0","0","0","0","1","0","0","0","61","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","2","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","133","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","184","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0"
"19002","108-658A-22-4, 12-16","0","0","0","0","0","0","0","3","0","0","0","41","0","0","0","0","0","0","5","0","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","20","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","157","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","158","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0"
"19050","108-658A-22-5, 12-16","0","0","0","0","0","0","0","3","0","0","0","71","0","0","0","0","0","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","6","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185","27000","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","150","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","135","0","0"
"19111","108-658A-22-5, 81-83","0","2","0","0","0","0","0","1","0","0","0","59","0","0","0","0","0","0","3","0","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","303","27000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","155","0","0","0","0","0","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0"
"19178","108-658A-22-6, 12-16","0","0","0","0","0","0","0","0","3","0","0","63","0","0","0","0","0","0","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176","24200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","213","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","12","0","0"
"19300","108-658A-22-7, 12-16","0","0","0","0","0","0","0","1","0","0","0","38","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","193","27000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","194","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","0","0"
"19324","108-658A-22-7, 40-42","0","0","0","0","0","0","0","1","0","0","0","98","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","3","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","202","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","119","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","125","0","0"
"19355","108-658A-22-7, 83-85","0","0","0","0","0","0","0","2","0","0","0","64","0","0","0","0","0","0","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","63","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","27000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","148","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","13","0","0"
"19383","108-658A-22-7, 111-113","0","1","0","0","0","0","0","1","0","0","0","62","0","0","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","223","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187","4","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","145","0","0"
"19422","108-658A-22-6, 20-22","0","1","1","1","0","0","0","0","0","0","0","72","0","0","0","0","0","0","1","0","9","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","45","1","0","0","0","0","0","0","0","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","186","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","143","3","0","0","0","0","0","0","3","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","14","0","0"
"19670","108-658A-23-1, 12-16","0","0","0","1","0","0","0","2","0","0","0","40","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","2","5","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","259","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","207","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","135","0","0"
"19754","108-658A-23-1, 97-99","0","0","0","0","0","0","0","1","0","0","0","42","0","0","0","0","0","0","1","0","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","278","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","99","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","15","0","0"
"19813","108-658A-23-2, 12-16","0","0","0","1","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","241","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","187","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","15","0","0"
"19921","108-658A-23-3, 12-16","0","0","0","1","0","0","0","2","0","0","0","51","0","0","0","0","0","0","3","0","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","27000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","182","0","0","0","0","0","0","0","0","1","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","15","0","0"
"20119","108-658A-23-5, 7-11","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","3","0","0","0","1","0","1","0","0","3","0","0","0","0","0","0","0","0","1","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0"
"20159","108-658A-23-5, 87-89","0","0","0","0","0","0","0","1","0","0","0","33","0","0","0","0","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","298","27000","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","152","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","13","0","0"
"20176","108-658A-23-5, 134-136","0","0","0","0","1","0","0","1","0","0","0","30","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","9","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","266","27000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","180","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","12","0","0"
"20197","108-658A-23-6, 147-149","0","0","0","0","0","0","0","1","0","0","0","46","0","0","0","0","0","0","4","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","53","0","0","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","170","27000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","170","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","105","0","0"
"20211","108-658A-23-7, 12-16","0","0","0","0","0","0","0","1","0","0","0","56","0","0","0","0","0","0","2","0","5","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","0","53","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","132","27000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","167","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","14","0","0"
"20298","108-658A-23-9, 12-16","0","1","0","1","0","0","0","1","0","0","1","70","0","0","0","0","0","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","1","0","0","0","32","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","227","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","159","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","135","0","0"
"20320","108-658A-23-9, 35-37","0","0","1","0","0","0","0","1","0","0","0","80","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","198","27000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","1","145","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","10","1","0"
"20350","108-658A-23-9, 65-67","0","0","1","0","0","0","0","2","0","0","0","51","0","0","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","15","0","0","0","0","0","1","0","0","4","0","0","0","3","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","1","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","177","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","145","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","0","16","0","0"
"20377","108-658A-23-9, 92-94","0","0","0","0","0","0","1","4","0","0","0","60","0","0","0","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","5","1","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","321","27000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","140","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","14","0","0"
"20401","108-658A-23-9, 127-129","0","0","0","0","0","0","0","2","0","0","0","59","0","0","0","0","0","0","0","0","11","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","9","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","0","0","45","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","11","2","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","311","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148","1","0","0","0","0","0","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","0","0","0","0","125","0","0"
"20618","108-658A-24-1, 10-14","0","1","0","0","0","0","0","0","1","0","0","37","0","0","0","0","0","0","1","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","24200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","173","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","185","0","0"
"20652","108-658A-24-2, 12-16","0","0","0","0","0","0","0","1","0","0","0","74","0","0","0","0","0","0","3","0","6","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","26","0","0","0","0","0","1","0","0","5","0","0","0","1","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","118","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","125","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","185","0","0"
"20748","108-658A-24-3, 12-16","0","0","0","1","0","0","0","0","0","0","2","60","0","0","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","34","0","0","0","0","0","0","0","0","8","0","0","0","1","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","27000","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","134","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","19","0","0"
"20879","108-658A-24-4, 12-16","0","0","0","0","0","0","0","0","0","0","0","41","0","0","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","20","0","0","0","0","0","1","0","0","7","0","0","0","1","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","27000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","174","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","17","0","0"
"20930","108-658A-24-4, 93-95","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","1","0","19","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","172","27000","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","13","0","0"
"20987","108-658A-24-5, 18-22","0","0","0","0","0","0","0","1","0","0","0","112","0","0","0","0","0","0","3","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","0","3","0","0","8","0","0","0","1","0","0","0","1","0","0","0","8","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","6","0","0","0","0","2","0","0","0","1","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","16","0","0"
"21047","108-658A-24-5, 87-89","0","0","0","0","0","0","0","1","0","0","0","116","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","27000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","14","0","0"
"21086","108-658A-24-6, 12-16","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","371","27000","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","220","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","17","0","0"
