"Sample age (cal yr BP) [cal yr BP]","Depth (cm) [cm]","Acacia t.","Adansonia digitata","Adenia","Aerva type","Aizoaceae t.","Alchornea","Allophylus t.","Alternanthera t.","Amaranthaceae undif.","Ambrosia t.","Ammannia t.","Anacardiaceae undiff.","Anthoceros t.","Anthocleista","Anthostema","Antidesma t.","Apiaceae undif.","Artemisia","Asteroideae undif.","Blighia","Bridelia","Canthium","Capparis","Caryophyllaceae undif.","Cassia","Cayratia","Ceiba","Celastraceae undif.","Celosia type","Celtis","Centaurea","Chrysobalanus t.","Cichorieae","Cissus t.","Cocculus","Cochlospermum","Combretaceae","Commelina","Commiphora","Convolvulaceae","Cordia","Crossopteryx","Cyperaceae","Detarium","Dialium","Dichrostachys","Diospyros/Euclea t.","Dodonaea","Elaeis","Ephedra","Eriocaulon","Erythrococca/Micrococca","Euphorbia t.","Euphorbiaceae undif.","Faboideae Undif.","Fern","Fern-Lycopodiaceae","Ficus","Galiniera","Galium t.","Garcinia","Gardenia","Gentianaceae undif.","Grewioideae","Harungana","Hibiscus","Hymenocardia","Indeterminable","Ixora","Jacquemontia t.","Justicia t.","Kohautia","Lamiaceae undif.","Landolphia","Lannea","Lepisanthes","Lophira","Lotus t.","Macaranga","Maerua","Mallotus","Maytenus","Mitracarpus","Mitragyna/Hallea","Monoletes","Moraceae undif.","Musanga/Myrianthus","Myriophyllum alterniflorum t.","Myrtaceae undif.","Nauclea","Nymphaea","Onagraceae","Ormocarpum t.","Pancovia","Petaloid monocot","Phoenix t.","Phyllanthus amarus","Phyllanthus undif.","Poaceae","Polygonum t.","Potamogeton","Prosopis t.","Resedaceae undiff.","Rhamnaceae undif.","Rhizophora","Rubiaceae undif.","Rumex t.","Salix","Sapindaceae undif.","Sapium","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Securinega  t.","Solanaceae undif.","Solanum","Spergularia t.","Spermacoce","Sphenoclea","Sterculia","Syzygium t.","Tabernaemontana","Tamarix","Tapinanthus","Tetracera alnifolia","Tilia","Tinospora","Treculia","Trema","Triletes","Typha","Uapaca","Urtica t.","Vahlia","Verbena t.","Vitex","Ximenia","Xyris","Zanthoxylum"
"7368"," 579","   0","   0","   0","   0","   0","  20","   0","   0","   1","   0","   0","   0","   0","   0","   6","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","  21","   0","   0","   1","   2","   0","   0","   0","   0","   0","   1","   0","   1","  14","   0","  14","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   1","   1","   0","   1","   0","   2","   0","  14","   0","   0","   0","   4","   9","  60","   0","   0","   0","   0","   0","  23","   0","   0","   1","   0","   0","   0","   4","  96","   0","   0","   0","   0","   0","   5","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  71","   0","   0","   1","  20","   0","   0","   3","   0","   0","   3","   2","   0","   0","   0","   0","   2","   0","   7"
"7492.431"," 599.000","   0.000","   0.000","   0.000","   0.000","   0.000","  33.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","  61.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   9.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  30.000","   0.000","   0.000","   0.000","   3.000","  16.000","   4.000","   0.000","   0.000","   2.000","   0.000","   0.000","  20.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 151.000","   0.000","   0.000","   0.000","   2.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   1.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000"
"7616.861"," 619.000","   0.000","   0.000","   0.000","   2.000","   0.000","  33.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","  51.000","   1.000","   3.000","   0.000","   1.000","   1.000","   3.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","  11.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","  25.000","   0.000","   2.000","   0.000","   2.000","   7.000","  53.000","   0.000","   0.000","   1.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000"," 150.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  22.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   2.000","   0.000","   1.000","   3.000","  18.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   4.000"
"7741.292"," 639.000","   1.000","   0.000","   0.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  32.000","   3.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","   7.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   1.000","  12.000","   8.000","   1.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000"," 105.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  17.000","   0.000","   1.000","   0.000","   7.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000"
"7865.723"," 659.000","   0.000","   0.000","   0.000","   0.000","   0.000","  38.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","  20.000","   0.000","   3.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   1.000","  15.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 165.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  22.000","   0.000","   1.000","   0.000","  14.000","   0.000","   0.000","   3.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000"
"7990.154"," 679.000","   0.000","   0.000","   0.000","   0.000","   0.000","  45.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   2.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   1.000","   0.000","  23.000","   1.000","   0.000","   1.000","   7.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   8.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  53.000","   0.000","   0.000","   0.000","   1.000","  15.000","   6.000","   0.000","   0.000","   0.000","   1.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   1.000"," 272.000","   0.000","   2.000","   2.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  31.000","   0.000","   2.000","   0.000","  16.000","   1.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   8.000"
"8114.584"," 699.000","   1.000","   0.000","   0.000","   1.000","   0.000","  44.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   6.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","  31.000","   5.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   2.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  59.000","   0.000","   0.000","   0.000","   3.000","  36.000","   3.000","   0.000","   1.000","   0.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 186.000","   0.000","   0.000","   0.000","   0.000","   0.000","  40.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  51.000","   0.000","   3.000","   0.000","  31.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  12.000"
"8239.016"," 719.000","   0.000","   0.000","   0.000","   0.000","   0.000","  36.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   2.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   1.000","   3.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000","   0.000","   4.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   2.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  26.000","   0.000","   0.000","   0.000","   2.000","  13.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 176.000","   0.000","   0.000","   0.000","   0.000","   1.000","  19.000","   1.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","  68.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","  13.000"
"8363.446"," 739.000","   1.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   4.000","   1.000","   0.000","   0.000","   0.000","   0.000","  32.000","   1.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  31.000","   0.000","   0.000","   1.000","   2.000","   7.000","   2.000","   0.000","   0.000","   1.000","   0.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 112.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   5.000"
"8487.877"," 759.000","   0.000","   0.000","   0.000","   0.000","   0.000","  54.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   2.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","  13.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","  15.000","   0.000","   0.000","   0.000","   0.000","   0.000","  38.000","   4.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   5.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   3.000","   0.000","   0.000","   1.000","  45.000","   0.000","   0.000","   0.000","   2.000","  17.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 287.000","   0.000","   1.000","   0.000","   0.000","   0.000","  35.000","   1.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   1.000","  29.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   9.000"
"8612.308"," 779.000","   0.000","   0.000","   0.000","   0.000","   1.000","  43.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   5.000","   1.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","  43.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   2.000","   0.000","   0.000","   0.000","  35.000","   0.000","   0.000","   1.000","   4.000","   5.000","  21.000","   1.000","   0.000","   1.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 215.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   1.000","   0.000","   0.000","   0.000","   7.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","  30.000","   0.000","   0.000","   0.000","   0.000","   1.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000"
"8736.738"," 799.000","   0.000","   0.000","   0.000","   0.000","   0.000","  43.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","  42.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   6.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","  23.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   1.000","   1.000","   1.000","   0.000","  32.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   1.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 337.000","   0.000","   0.000","   0.000","   0.000","   0.000","  25.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","  23.000","   0.000","   3.000","   0.000","  36.000","   0.000","   0.000","   0.000","   1.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   1.000","   4.000","   0.000","   7.000"
"8861.169"," 819.000","   1.000","   0.000","   0.000","   0.000","   0.000","  51.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   1.000","   3.000","   0.000","   0.000","   0.000","   0.000","  10.000","   0.000","   0.000","   0.000","   0.000","   0.000","  47.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   1.000","   3.000","   0.000","  32.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 177.000","   0.000","   0.000","   0.000","   0.000","   0.000","  16.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","  33.000","   0.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000"
"8985.6"," 839.0","   1.0","   0.0","   0.0","   0.0","   0.0","  40.0","   0.0","   0.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  17.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   1.0","   0.0","   0.0","  37.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   1.0","   0.0","  15.0","   1.0","   0.0","   0.0","   0.0","   0.0","  44.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"," 326.0","   1.0","   0.0","   0.0","   0.0","   0.0","  35.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","  26.0","   0.0","   1.0","   0.0","  21.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"9110.031"," 859.000","   0.000","   0.000","   0.000","   0.000","   0.000","  36.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   7.000","   0.000","   4.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   0.000","  14.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 273.000","   0.000","   2.000","   0.000","   0.000","   0.000","  29.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   2.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9234.462"," 879.000","   0.000","   0.000","   0.000","   0.000","   0.000","  91.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   9.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   0.000","  31.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  11.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  20.000","   0.000","   2.000","   0.000","   0.000","   3.000","  12.000","   1.000","   0.000","   0.000","   0.000","   0.000","  21.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"," 315.000","   0.000","   0.000","   0.000","   0.000","   0.000","  35.000","   0.000","   0.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","  24.000","   0.000","   2.000","   0.000","  25.000","   0.000","   0.000","   1.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   1.000"
"9358.893"," 899.000","   0.000","   0.000","   0.000","   0.000","   0.000","  49.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  17.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  19.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   9.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   4.000","   0.000","   0.000","   0.000","  20.000","   0.000","   0.000","   0.000","   0.000","   0.000","  13.000","   0.000","   0.000","   0.000","   0.000","   0.000","  31.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000"," 203.000","   0.000","   1.000","   1.000","   0.000","   0.000","  35.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   8.000","   0.000","   0.000","   0.000","  46.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000"
"9483.323"," 919.000","   0.000","   0.000","   0.000","   1.000","   0.000"," 126.000","   0.000","   0.000","   6.000","   1.000","   0.000","   0.000","   0.000","   0.000","   3.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  18.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","  14.000","   1.000","   0.000","   0.000","   0.000","   0.000","  46.000","   0.000","   0.000","   0.000","   1.000","   0.000","   6.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","  12.000","   0.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   1.000","   0.000","  27.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   5.000","   0.000","   0.000","   0.000","  34.000","   0.000","   0.000","   1.000","   0.000","   0.000","  11.000","   0.000","   0.000","   1.000","   0.000","   0.000","  17.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000"," 337.000","   0.000","   0.000","   0.000","   0.000","   0.000","  49.000","   0.000","   0.000","   0.000","   0.000","   1.000","   1.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   0.000","   1.000","   3.000","   0.000","   4.000","   0.000","  40.000","   0.000","   0.000","   0.000","   0.000","   0.000","   2.000","   0.000","   0.000","   0.000","   1.000","   0.000","   0.000","   0.000","   0.000"
