"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Acer","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asteroideae undif.","Betula","Brassicaceae","Buxus","Campanulaceae","Caryophyllaceae undif.","Cedrus","Centaurea","Cichorieae","Cistaceae","Convolvulaceae","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Euphorbia t.","Fabaceae Undif.","Faboideae Undif.","Fern","Fern-Equisetophyta","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Geranium","Hedera","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Linum t.","Lotus t.","Myriophyllum undif.","Olea t.","Ononis t.","Petaloid monocot","Phillyrea","Pinus undif.","Pistacia","Plantago","Poaceae","Poaceae (>50 Âµm)","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rhus coriaria","Rosa t.","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Thalictrum","Tilia","Trifolium t.","Typha","Urtica t.","Vitis"
"2011.8",NA,NA," 647.2","   0.0"," 120.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   4.0","   6.0","   2.0","   0.0","   6.0","   0.0","   0.0","   0.0","  52.0","   3.0","   0.0","   3.0","   0.0","   0.0","  53.0","   4.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   3.0","   2.0","   3.0","   1.0","  21.0","   0.0","   0.0","   0.0","   0.0","  11.0","  67.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0"
"2053.6",NA,NA," 656.7","   0.0"," 167.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   5.0","   8.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","  28.0","   0.0","   0.0","   0.0","   0.0","   0.0","  47.0","   1.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   5.0","   0.0","   0.0","   0.0","   1.0","   2.0","   5.0","  20.0","   0.0","   2.0","   0.0","   0.0","  18.0","  94.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   0.0"
"2095.6",NA,NA," 666.3","   0.0"," 133.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   4.0","  17.0","   2.0","   1.0","   1.0","   0.0","   0.0","   0.0","  51.0","   0.0","   0.0","   1.0","   0.0","   0.0","  25.0","   3.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   7.0","   0.0","   0.0","   1.0","   2.0","   6.0","   5.0","  25.0","   0.0","   0.0","   0.0","   0.0","  24.0","  92.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"2136.9",NA,NA," 675.8","   0.0"," 126.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   2.0","  10.0","   2.0","   0.0","   6.0","   0.0","   0.0","   2.0","  46.0","   0.0","   0.0","   2.0","   0.0","   0.0","  26.0","   1.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  19.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   4.0","   0.0","   0.0","   1.0","   1.0","   1.0","   3.0","  32.0","   0.0","   0.0","   0.0","   0.0","  17.0","  85.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0"
"2178.4",NA,NA," 685.3","   0.0"," 109.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   7.0","   8.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  43.0","   0.0","   0.0","   2.0","   0.0","   0.0","  61.0","   6.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  14.0","   5.0","   0.0","   0.0","   1.0","   2.0","   2.0","   5.0","  21.0","   2.0","   0.0","   0.0","   0.0","  14.0","  70.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"2221.8",NA,NA," 694.9","   0.0","  96.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   3.0","   8.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","  89.0","   0.0","   1.0","   0.0","   0.0","   0.0","  49.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   0.0","   0.0","   0.0","   1.0","   3.0","   3.0","   3.0","  14.0","   0.0","   0.0","   0.0","   0.0","  13.0","  69.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   2.0","   0.0"
"2301.3",NA,NA," 704.4","   0.0"," 126.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   1.0","   9.0","   0.0","   0.0","   2.0","   0.0","   0.0","   2.0","  34.0","   0.0","   0.0","   0.0","   0.0","   0.0","  69.0","   0.0","   0.0","   0.0","   4.0","   0.0","   5.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   5.0","   5.0","  20.0","   0.0","   0.0","   0.0","   0.0","  19.0","  88.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2376.1",NA,NA," 714.0","   0.0"," 136.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   4.0","  11.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  47.0","   0.0","   0.0","   0.0","   0.0","   0.0","  63.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   2.0","   0.0","   0.0","   0.0","   4.0","   6.0","   4.0","  18.0","   0.0","   1.0","   0.0","   0.0","  13.0","  80.0","   8.0","   6.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2454.3",NA,NA," 723.5","   0.0"," 122.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   2.0","   5.0","   1.0","   0.0","   4.0","   0.0","   0.0","   0.0","  33.0","   0.0","   0.0","   0.0","   0.0","   0.0","  49.0","   5.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","  13.0","   0.0","   0.0","   3.0","   4.0","   3.0","   8.0","  18.0","   0.0","   0.0","   0.0","   0.0","  12.0","  81.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   1.0","   0.0"
"2533.3",NA,NA," 733.0","   0.0"," 151.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   4.0","  13.0","   2.0","   0.0","  11.0","   0.0","   0.0","   2.0","  52.0","   0.0","   0.0","   2.0","   0.0","   0.0","  64.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   4.0","   1.0","   5.0","   4.0","  11.0","   1.0","   0.0","   0.0","   0.0","  19.0","  68.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"2589.3",NA,NA," 739.7","   0.0"," 143.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   7.0","   6.0","   0.0","   0.0","   3.0","   0.0","   0.0","   3.0","  23.0","   0.0","   0.0","   6.0","   0.0","   0.0","  49.0","  10.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  18.0","   0.0","   0.0","   3.0","   2.0","   3.0","   3.0","  28.0","   0.0","   1.0","   0.0","   0.0","  22.0","  94.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2693.2",NA,NA," 752.1","   0.0"," 131.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   6.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","  67.0","   0.0","   0.0","   0.0","   0.0","   0.0","  45.0","   3.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","  15.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  10.0","   1.0","   0.0","   0.0","   5.0","   3.0","   4.0","   4.0","  10.0","   0.0","   0.0","   0.0","   0.0","  10.0","  89.0","   4.0","   2.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2772.1",NA,NA," 761.6","   0.0"," 196.0","   0.0","   0.0","  10.0","   0.0","   0.0","   0.0","   3.0","   6.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  53.0","   0.0","   2.0","   4.0","   0.0","   0.0","  44.0","   5.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   4.0","   0.0","   0.0","   2.0","   4.0","   1.0","   2.0","  16.0","   0.0","   0.0","   0.0","   0.0","  16.0","  80.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"2851.1",NA,NA," 771.2","   0.0"," 150.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   4.0","  14.0","   2.0","   0.0","  11.0","   0.0","   0.0","   1.0","  57.0","   0.0","   0.0","   0.0","   0.0","   0.0","  35.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   2.0","   0.0","   0.0","   4.0","   2.0","   3.0","  11.0","  17.0","   0.0","   0.0","   0.0","   0.0","  18.0","  71.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0"
"2920.3",NA,NA," 780.7","   0.0"," 139.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   7.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","  64.0","   0.0","   0.0","   0.0","   0.0","   0.0","  43.0","   0.0","   0.0","   0.0","   3.0","   0.0","   1.0","   1.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","  24.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  19.0","   4.0","   0.0","   0.0","   2.0","   3.0","   3.0","   5.0","  18.0","   0.0","   1.0","   0.0","   0.0","  20.0","  69.0","   1.0","   1.0","   0.0","   0.0","   0.0","   1.0","   1.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"3118.4",NA,NA," 806.3","   0.0"," 105.0","   0.0","   0.0","   7.0","   0.0","   0.0","   0.0","   1.0","   5.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","  68.0","   0.0","   0.0","   1.0","   0.0","   0.0","  36.0","  10.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","  13.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  21.0","   1.0","   0.0","   0.0","   1.0","   8.0","   0.0","   0.0","  27.0","   0.0","   0.0","   0.0","   0.0","  16.0","  71.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0"
"3184.4",NA,NA," 816.0","   1.0"," 149.0","   0.0","   0.0","   4.0","   0.0","   0.0","   2.0","   0.0","   5.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","  87.0","   0.0","   0.0","   3.0","   0.0","   0.0","  29.0","   1.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   4.0","   2.0","   2.0","  29.0","   0.0","   0.0","   0.0","   0.0","  17.0","  84.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0"
"3251.1",NA,NA," 825.7","   0.0"," 158.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   3.0","   9.0","   1.0","   0.0","   7.0","   0.0","   0.0","   0.0","  66.0","   0.0","   2.0","   0.0","   0.0","   0.0","  30.0","   1.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  18.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   1.0","   0.0","   0.0","   2.0","   3.0","   3.0","   9.0","  21.0","   0.0","   0.0","   0.0","   0.0","  23.0","  75.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0"
"3318.1",NA,NA," 835.4","   0.0"," 188.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   1.0","   8.0","   2.0","   0.0","   7.0","   0.0","   0.0","   3.0","  50.0","   0.0","   0.0","   2.0","   0.0","   0.0","  51.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","  14.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  11.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  18.0","   4.0","   0.0","   0.0","   3.0","   5.0","   6.0","   0.0","  25.0","   0.0","   0.0","   0.0","   0.0","  19.0","  76.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   0.0","   1.0","   0.0"
"3384.4",NA,NA," 845.0","   0.0"," 152.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   2.0","   5.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","  63.0","   0.0","   0.0","   3.0","   0.0","   0.0","  48.0","   2.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   2.0","   5.0","   5.0","   1.0","  14.0","   1.0","   0.0","   0.0","   0.0","  19.0","  66.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3451.1",NA,NA," 854.7","   0.0"," 169.0","   0.0","   0.0","   4.0","   0.0","   0.0","   1.0","   4.0","   8.0","   2.0","   1.0","  11.0","   0.0","   0.0","   2.0","  68.0","   0.0","   1.0","   0.0","   0.0","   0.0","  54.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  46.0","   0.0","   0.0","   0.0","   1.0","   3.0","   6.0","   3.0","  22.0","   0.0","   0.0","   0.0","   0.0","  17.0","  66.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"3517.7",NA,NA," 864.4","   0.0"," 195.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   0.0","  13.0","   3.0","   0.0","   7.0","   0.0","   0.0","   0.0","  49.0","   0.0","   0.0","   0.0","   0.0","   0.0","  63.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  20.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  29.0","   2.0","   0.0","   0.0","   0.0","   3.0","   1.0","   1.0","  27.0","   0.0","   1.0","   0.0","   0.0","  12.0","  74.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   6.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"3583.9",NA,NA," 874.1","   0.0"," 153.0","   0.0","   1.0","   6.0","   0.0","   0.0","   0.0","   3.0","  14.0","   2.0","   0.0","  15.0","   0.0","   0.0","   2.0","  36.0","   0.0","   1.0","   1.0","   0.0","   0.0","  76.0","   2.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","  10.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  24.0","   2.0","   0.0","   0.0","   4.0","   3.0","   3.0","   1.0","  16.0","   0.0","   2.0","   0.0","   0.0","   9.0","  74.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"3647.5",NA,NA," 883.8","   0.0"," 185.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   3.0","  10.0","   3.0","   0.0","   3.0","   0.0","   0.0","   2.0","  63.0","   0.0","   0.0","   2.0","   0.0","   0.0","  68.0","   3.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","   6.0","   0.0","   0.0","   1.0","   2.0","   1.0","   4.0","  19.0","   1.0","   0.0","   0.0","   0.0","  12.0","  68.0","   1.0","   2.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0"
"3670.3",NA,NA," 887.7","   4.0"," 149.0","   0.0","   0.0","   3.0","   0.0","   0.0","   1.0","   4.0","  10.0","   3.0","   0.0","   2.0","   0.0","   0.0","   1.0","  70.0","   0.0","   0.0","   0.0","   0.0","   0.0","  35.0","   1.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  16.0","   7.0","   0.0","   0.0","   3.0","   2.0","   4.0","   4.0","  22.0","   0.0","   2.0","   0.0","   0.0","  21.0","  83.0","   0.0","   7.0","   0.0","   0.0","   0.0","   0.0","   2.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0"
"3720.4",NA,NA," 893.5","   0.0"," 152.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   4.0","   6.0","   2.0","   0.0","   6.0","   0.0","   0.0","   2.0","  61.0","   0.0","   0.0","   0.0","   0.0","   0.0","  50.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  33.0","   1.0","   0.0","   0.0","   2.0","   1.0","   6.0","   5.0","  21.0","   0.0","   0.0","   0.0","   0.0","  12.0","  85.0","   3.0","   1.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3785.2",NA,NA," 903.2","   0.0"," 169.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   2.0","   1.0","   0.0","  12.0","   0.0","   0.0","   0.0","  76.0","   0.0","   0.0","   0.0","   0.0","   0.0","  37.0","   3.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   3.0","   0.0","   0.0","   3.0","   2.0","   3.0","   3.0","  28.0","   1.0","   0.0","   0.0","   0.0","  23.0","  69.0","   5.0","   0.0","   0.0","   0.0","   0.0","   0.0","   5.0","   1.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3845.0",NA,NA," 912.8","   0.0"," 153.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   3.0","   8.0","   1.0","   0.0","   5.0","   0.0","   0.0","   0.0","  82.0","   0.0","   0.0","   1.0","   0.0","   0.0","  26.0","   2.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","  12.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   8.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","  22.0","   0.0","   0.0","   0.0","   5.0","   3.0","   4.0","   4.0","  19.0","   0.0","   0.0","   0.0","   0.0","  12.0","  79.0","   4.0","   1.0","   0.0","   0.0","   0.0","   1.0","   7.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3905.6",NA,NA," 922.5","   0.0"," 123.0","   0.0","   0.0","   5.0","   0.0","   0.0","   0.0","   1.0","   4.0","   2.0","   0.0","   4.0","   0.0","   0.0","   0.0","  75.0","   0.0","   0.0","   0.0","   0.0","   0.0","  70.0","   2.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","  15.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   6.0","   4.0","   1.0","   2.0","  10.0","   0.0","   0.0","   0.0","   0.0","  12.0","  73.0","   1.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"3960.7",NA,NA," 931.2","   0.0"," 163.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   3.0","   4.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","  75.0","   0.0","   0.0","   0.0","   0.0","   0.0","  30.0","   5.0","   0.0","   0.0","   3.0","   0.0","   0.0","   0.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   1.0","   7.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   9.0","   2.0","   0.0","   0.0","   4.0","   6.0","   2.0","   3.0","  29.0","   0.0","   0.0","   0.0","   0.0","  29.0","  75.0","   4.0","   0.0","   0.0","   0.0","   0.0","   0.0","   7.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
"4028.2",NA,NA," 941.9","   0.0"," 126.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   5.0","   5.0","   0.0","   0.0","   8.0","   0.0","   0.0","   1.0","  92.0","   0.0","   0.0","   0.0","   0.0","   0.0","  36.0","   1.0","   0.0","   0.0","   4.0","   0.0","   1.0","   1.0","  11.0","   0.0","   0.0","   0.0","   0.0","   0.0","   3.0","  12.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   4.0","   2.0","   0.0","   0.0","   4.0","   7.0","   3.0","   2.0","  21.0","   0.0","   0.0","   0.0","   0.0","  20.0","  54.0","   2.0","   0.0","   0.0","   0.0","   0.0","   1.0","   3.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"4089.5",NA,NA," 951.6","   0.0"," 161.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   5.0","  12.0","   1.0","   0.0","  11.0","   0.0","   0.0","   1.0","  86.0","   0.0","   0.0","   1.0","   0.0","   0.0","  16.0","   0.0","   0.0","   0.0","   4.0","   0.0","   0.0","   0.0","   9.0","   0.0","   0.0","   0.0","   0.0","   0.0","   2.0","   6.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   8.0","   0.0","   0.0","   0.0","   3.0","   0.0","   2.0","   1.0","  21.0","   0.0","   0.0","   0.0","   0.0","  19.0","  82.0","   3.0","   4.0","   0.0","   0.0","   0.0","   0.0","   5.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0","   1.0","   0.0","   0.0","   0.0"
