"Depth","Lezine et al 2017 Calibrated radiocarbon years BP","Hagenia","Acacia t.","Aerva type","Aeschynomene","Aizoaceae t.","Albizia","Alchornea","Algae","Amaranthaceae undif.","Andrachne","Animalia","Anthemideae undif.","Apiaceae undif.","Apocynaceae undif.","Artemisia","Arthrocaulon-type","Asteroideae undif.","Avicennia","Balanites","Barbeya","Blepharis","Boraginaceae undif.","Brassicaceae","Caesalpinioideae undiff.","Calligonum","Capparaceae undif.","Cardueae undif.","Caryophyllaceae undif.","Cassia","Caucanthus","Cedrus","Celosia type","Celtis","Centaurea","Chrozophora","Cichorieae","Cissampelos","Cissus t.","Combretaceae","Commiphora","Convolvulaceae","Cupressaceae","Cyperaceae","Dipterygium glaucum","Dodonaea","Elaeis","Ephedra","Erica t.","Eriosema","Erodium","Euphorbia t.","Euphorbiaceae undif.","Fabaceae Undif.","Fagonia","Fern","Gentiana t.","Geranium","Heliotropium","Justicia t.","Kohautia","Lamiaceae undif.","Lotus t.","Macaranga","Maerua","Maytenus","Melastomataceae","Moltkiopsis","Monoletes","Monsonia","Morella","Neurada","Nyctaginaceae","Nymphaea","Olea t.","Paronychieae","Petaloid monocot","Pistacia","Plantago","Plumbaginaceae","Poaceae","Podocarpus","Polygala","Polygonum t.","Prosopis t.","Protist","Psoralea","Rapanea","Resedaceae undiff.","Rhizophora","Rosaceae undif.","Rumex t.","Salix","Salvadora","Sapotaceae undif.","Scrophulariaceae undif.","Searsia","Solanaceae undif.","Sorindeia","Spergularia t.","Syzygium t.","Tamarindus","Tamarix","Tephrosia","Tintinnid","Tribulus","Trichodesma","Typha","Unknown","Urtica t.","Vahlia","Verbena t.","Vitaceae undif.","Ziziphus/Paliurus","Zygophyllum t."
"358.5","--/6198/--",NA,"0","0","0","3","0","0","0","66","0","0","0","0","0","6","1","0","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","27","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","14","0","0","0","0","24","0","0","0","34","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","4","0","0","2","0","0","0","0","0","0"
"360.5","--/6290/--",NA,"0","4","0","2","0","0","3","93","1","0","0","0","0","16","22","5","5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","44","2","0","1","0","0","0","0","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","12","1","0","0","0","217","0","0","0","62","0","1","0","0","1","0","0","0","0","0","0","0","0","0","3","6","0","4","33","0","0","0","0","0","0"
"362.5","--/6382/--",NA,"0","0","0","0","0","2","0","86","1","0","0","0","0","16","8","2","6","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","3","0","2","0","23","1","2","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","3","5","0","0","0","1","18","0","0","0","0","110","0","0","1","75","0","0","1","2","0","0","0","0","0","0","0","0","0","0","7","11","0","1","6","0","0","0","0","0","0"
"365.5","--/6520/--",NA,"0","0","0","0","0","0","0","113","0","0","0","1","0","17","7","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","4","0","0","0","39","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","2","1","18","2","0","0","0","343","0","0","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","2","0","0","23","0","0","0","0","0","1"
"379.5","--/6588/--",NA,"0","0","0","0","0","0","0","39","0","0","0","0","0","5","4","1","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","21","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","67","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","7","0","0","0","0","0","0"
"390.5","--/6641/--",NA,"0","0","0","1","0","0","0","127","0","7","0","0","0","13","10","5","6","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","3","0","1","0","20","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","1","1","19","1","0","0","0","409","0","0","0","105","0","0","0","1","0","0","0","1","0","0","0","0","1","0","4","3","0","0","19","0","0","0","0","0","0"
"399.5","--/6685/--",NA,"0","0","0","0","0","0","0","71","0","0","2","0","0","8","4","1","7","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","21","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","2","14","0","0","0","0","284","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","3","0","0","21","0","0","0","0","0","1"
"410.5","--/6739/--",NA,"0","0","0","0","0","0","0","95","0","4","3","1","0","14","16","0","3","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","21","1","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","13","0","0","0","0","624","0","0","2","155","0","0","0","1","1","0","0","0","0","0","0","0","0","0","11","1","0","2","41","0","0","0","0","0","0"
"420.5","--/6788/--",NA,"0","0","0","0","0","0","1","93","0","0","1","1","0","7","33","3","14","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","18","1","0","0","2","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","14","0","0","0","0","163","0","0","6","162","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","0","0","2","18","0","0","0","0","0","0"
"430.5","--/6836/--",NA,"0","0","0","0","0","0","0","99","0","0","0","0","0","4","20","0","9","0","0","2","2","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","10","1","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","1","0","0","131","0","0","1","182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","17","0","0","0","0","0","0"
"439.5","--/6880/--",NA,"0","0","0","0","0","1","10","92","0","0","0","1","0","8","32","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","10","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","72","0","0","1","138","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0","2"
