"Depth cm","Meadows chron cal BP (CLAM)","...402","...81","Acanthus","Acer","Aellenia-type1","Agathophora-type1","Algae","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Amygdalus-type","Amygdalus-type1","Anagallis t.","Anthemideae undif.","Apiaceae undif.","Apium t.","Arboreal pollen","Arbutus","Artemisia","Asphodelus t.","Asteroideae undif.","Astoma-type","Astoma-type1","Asyneuma-type","Asyneuma-type1","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Butomus","Calligonum","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Casuarina","Cedrus","Centaurea","Ceratonia","Cichorieae","Cistaceae","Clematis-type","Convolvulaceae","Corylus","Crassulaceae","Crozophora","Crozophora1","Cupressaceae","Cuscuta","Cyclamen","Cyperaceae","Datisca cannabina","Dipsacaceae","Echinops","Echium t.","Elatine","Ephedra","Erica t.","Erodium","Eucalyptus","Euphorbia t.","Faboideae Undif.","Fagus","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Genisteae","Geranium","Gymnocarpos-type","Gymnocarpos-type1","Haplophyllum","Hedera","Heliotropium","Hippophae","Hypecoum","Hypericum undif.","Indeterminable","Juglans","Lamiaceae undif.","Leontice","Linum t.","Lonicera","Loranthus","Lycium","Lysimachia","Lythrum","Malva","Matthiola","Mercurialis","Morus","Musci","Myriophyllum spicatum/verticillatum t.","Myrtus","Nitraria","Non-arboreal pollen","Nuphar","Nymphaea","Ochradenus-type1","Olea t.","Onagraceae","Ononis t.","Papaver t.","Periploca","Petaloid monocot","Phillyrea","Phoenix t.","Phyla t.","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Prosopis t.","Psoralea","Quercus deciduous","Quercus evergreen","Ranunculaceae undif.","Resedaceae undiff.","Rhamnus","Rheum","Rhus coriaria","Rhus tripartita-type","Ricinus","Rosa t.","Rosaceae undif.","Rubiaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Sarcopoterium","Scrophulariaceae undif.","Solanum","Sparganium","Styrax","Synelcosciadium-type","Synelcosciadium-type1","Tamarix","Thalictrum","Theligonum","Thesium","Thymelaeaceae undif.","Trifolium t.","Typha","Ulmus t.","Urtica t.","Valeriana t.","Valerianaceae undif.","Verbena t.","Viburnum","Viola","Vitis","Ziziphus/Paliurus","Zygophyllum t."
" 545","4161","   0","   0","   0","   0","   0","   0","   0","   0","   0","  29","   0","   0","   0","   0","  21","  12","   0"," 656","   0","   8","   1","   4","   0","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   3","   0","   1","   0","   0","   2","   8","   0","  44","   1","   0","   0","   0","   0","   1","   0","   0","   0","   0","  13","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   1","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   3","   0","   0"," 239","   1","   0","   0","  81","   1","   0","   0","   0","   1","   1","   0","   0","   5","  12","  10","   3","   0","  63","  13","   0","   0","   0","   0","   0","   0"," 293"," 258","   1","   0","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   3","   0","   0","   0","   2","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"
" 554","4239","   0","   0","   0","   0","   0","   0","   0","   0","   0","  42","   0","   0","   0","   0","  15","  10","   0"," 722","   0","  12","   0","   4","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   4","   0","   0","   0","   0","   1","  12","   0","  45","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  38","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   4","   0","  15","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   1","   0","   0","   0","   0","   0","   0","   5","   0","   0","   4","   0","   0","   5","   0","   0"," 283","   1","   0","   0","  64","   0","   0","   2","   0","   2","   1","   0","   0","   2","  23","   5","   1","   0","  97","  12","   0","   0","   0","   0","   0","   0"," 406"," 223","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 564","4326","   0","   0","   0","   0","   0","   0","   0","   0","   0","  33","   0","   0","   0","   0","  12","  35","   0"," 450","   0","  20","   0","   6","   0","   0","   0","   0","   0","   0","   0","   2","   0","   1","   0","   0","   6","   0","   1","   1","   0","   1","  10","   0","  18","   1","   0","   0","   1","   0","   0","   0","   6","   0","   0","  22","   0","   3","   0","   0","   0","   5","   0","   0","   0","   1","   1","   0","  16","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  11","   0","   0","   3","   0","   0"," 416","   0","   0","   0","  88","   0","   0","   0","   0","   1","   0","   0","   0","  10","   9","   4","   2","   0"," 202","  32","   0","   0","   0","   0","   0","   1"," 204"," 125","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   5","   0","   0","   0","   0","   0","   0","   9","   1","   1","   0","   0","   0","   3","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0"
" 574","4413","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   1","   0","   0","   0","   5","  38","   0"," 284","   0","  10"," 155","   3","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   2","   0","  23","   0","   0","   0","   1","   0","   0","   0","   2","   0","   0","  17","   0","   4","   0","   0","   0","   2","   1","   0","   0","   1","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   7","   0","   0","   0","   0","   0"," 429","   0","   1","   0"," 116","   0","   0","   1","   0","  10","   0","   0","   0","   5","   8","   4","   1","   0"," 113","  15","   0","   0","   0","   0","   0","   0","  87","  60","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   2","   0","   0","   5","   0","   0","   0","   4","   0","   3","   0","   0","   0","   4","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0"
" 585","4508","   0","   0","   0","   0","   0","   0","   0","   0","   1","  23","   0","   0","   0","   0","   7","  22","   0"," 514","   0","  14","   1","   3","   0","   0","   0","   0","   0","   2","   0","   3","   0","   0","   0","   0","   3","   0","   0","   0","   0","   1","   3","   0","  16","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","  17","   0","   3","   0","   1","   0","   3","   0","   0","   0","   0","   0","   0","  27","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","   8","   0","   0","   8","   0","   0"," 248","   0","   0","   0"," 206","   0","   0","   4","   0","   0","   0","   0","   0","   7","   6","   5","   0","   0"," 102","  15","   1","   0","   0","   0","   0","   0"," 233","  51","   8","   0","   0","   0","   0","   1","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   3","   0","   0"
" 594","4586","   0","   0","   0","   0","   0","   0","   0","   0","   2","  18","   0","   0","   0","   0","  10","  16","   0"," 398","   0","  11","   0","   5","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   4","   0","   0","   0","   0","   3","   4","   0","  15","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   3","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   8","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","  15","   0","   0","   3","   0","   0"," 325","   0","   0","   0"," 210","   0","   0","   3","   0","   1","   1","   0","   0","   6","   6","   6","   2","   0"," 163","  27","   0","   0","   0","   0","   0","   0"," 142","  18","   3","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   1","   1","   0","  14","   0","   0","   0","   0","   0","   5","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   0","   7","   0","   0"
" 604","4671","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   3","  19","   0"," 157","   0","   6","   0","   4","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   3","   0","   0","   1","   0","   0"," 139","   0","   0","   0","  54","   0","   0","   2","   0","   0","   0","   0","   0","   2","   1","   4","   0","   0","  67","  12","   0","   0","   0","   0","   0","   0","  79","  21","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 614","4749","   0","   0","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","   7","  14","   0"," 276","   0","   9","   1","   3","   0","   0","   0","   0","   0","   1","   0","   3","   0","   0","   0","   1","   1","   0","   0","   0","   0","   0","   3","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   8","   0","   0","   0","   2","   1","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0","  12","   0","   0","   3","   0","   0"," 346","   1","   0","   0","  97","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   6","   2","   0"," 219","   7","   0","   0","   0","   0","   0","   0"," 174","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   2","   7","   0","   0","   0","   0","   0","   0","  15","   1","   0","   0","   0","   0","   4","   0","   0","   0","   4","   0","   2","   0","   0","   0","   0","   0","   1","   0","   0"
" 623","4820","   0","   0","   0","   0","   0","   0","   0","   0","   1","   9","   0","   0","   0","   0","   7","  17","   0","  98","   0","   6","   2","   8","   0","   0","   0","   0","   1","   0","   0","   2","   0","   1","   0","   0","   4","   0","   1","   0","   1","   0","  11","   0","   9","   0","   0","   0","   0","   0","   0","   0","   7","   0","   0","  15","   0","   0","   0","   0","   0","   1","   0","   0","   2","   1","   1","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   3","   1","   0","   0","   0","   0"," 184","   0","   0","   0","  26","   0","   0","   2","   0","   0","   0","   0","   0","   4","   1","   4","   0","   0","  59","  22","   1","   0","   0","   0","   0","   0","  47","   6","   2","   0","   0","   0","   0","   0","   0","   0","   0","   3","   5","   1","   0","   0","   1","   0","   0","   5","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"
" 634","4906","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   6","  16","   0","  91","   0","   4","   0","   4","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   5","   0","   3","   0","   0","   1","   4","   0","   9","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  16","   0","   4","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   5","   0","   0"," 151","   0","   0","   0","  26","   0","   0","   2","   0","   3","   0","   0","   0","   3","   0","   4","   1","   0","  45","   9","   3","   0","   0","   0","   0","   0","  47","  10","   5","   0","   0","   0","   0","   0","   0","   0","   0","   2","   2","   0","   0","   0","   2","   0","   0","   3","   0","   1","   0","   0","   0","   1","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0"
" 644","4984","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","  11","  24","   0"," 123","   0","   7","   1","   9","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   6","   0","   1","   0","   0","   0","  11","   0","  18","   0","   0","   0","   2","   0","   0","   0","   4","   0","   0","  23","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   2","   0","   8","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   6","   1","   3","   0","   0","   0","   0","   0","   0","   1","   0","   0","   2","   0","   0","   4","   0","   0"," 256","   0","   1","   0","  35","   0","   0","   1","   0","   2","   0","   0","   0","   3","   0","   8","   1","   0","  86","  25","   5","   0","   0","   0","   0","   0","  58","  16","   9","   0","   0","   0","   0","   0","   0","   0","   0","   1","   2","   0","   0","   0","   0","   0","   0","   9","   0","   1","   0","   0","   0","   2","   0","   0","   0","   2","   1","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 654","5062","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","  13","  17","   0","  91","   0","   4","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   6","   0","  25","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   0","   1","   0","   0","   0","   1","   0","   1","   0","   3","   3","   0","  13","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   2","   0","   0"," 220","   0","   0","   0","  38","   0","   0","   0","   0","   0","   1","   0","   0","   3","   2","   9","   0","   0","  76","  19","   2","   0","   0","   0","   0","   0","  26","  19","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   4","   2","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   2","   0","   1","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 665","5148","   0","   0","   0","   0","   0","   0","   0","   0","   0","  26","   0","   0","   0","   0","  33","  45","   0"," 218","   0","  18","   1","  11","   0","   0","   0","   0","   0","   1","   0","   4","   0","   0","   0","   0","   7","   0","   2","   0","   0","   0","   0","   0"," 108","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  36","   0","   0","   0","   0","   0","   1","   0","   0","   1","   0","   2","   0","  63","   0","   0","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","  19","   0","   2","   0","   0","   0","   0","   0","   0","   8","   0","   0","   8","   0","   0","   5","   0","   0"," 342","   2","   8","   0"," 101","   0","   0","   1","   0","   4","   0","   0","   0","   6","   3","   8","   1","   0","   0","  37","   5","   0","   0","   0","   0","   0","  75","  26","   5","   0","   0","   0","   0","   0","   0","   0","   0","   3","   7","   1","   0","   0","   0","   0","   0","  12","   0","   1","   0","   0","   1","   2","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 675","5227","   0","   0","   1","   0","   0","   0","   0","   0","   1","  36","   0","   0","   0","   0","  41","  54","   1"," 274","   0","  22","   2","  19","   1","   0","   0","   0","   0","   1","   0","   7","   0","   0","   0","   0","   8","   0","   2","   0","   0","   0","  13","   0"," 138","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","  77","   0","   4","   2","   1","   0","   0","   0","   0","   0","   1","   7","   0","  56","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  19","   0","   4","   0","   0","   0","   0","   0","   0","  20","   0","   0","  14","   0","   0","   1","   0","   0"," 633","   3","  10","   0"," 104","   0","   0","   3","   0","   2","   1","   0","   0","   4","   4","  15","   1","   0"," 173","  28","   7","   0","   0","   0","   0","   0"," 135","  18","   4","   0","   0","   0","   0","   0","   0","   0","   0","  11","   6","   1","   0","   0","   2","   0","   0","  30","   0","   1","   0","   1","   0","   4","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 698","5407","   0","   0","   0","   0","   0","   0","   0","   0","   1","  29","   0","   0","   0","   0","   5","  11","   1"," 117","   0","  12","   0","   5","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   1","   0","   4","   0","   0","   0","   0","   1","   5","   0","  14","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  50","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","  35","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  12","   0","   1","   0","   0","   0","   0","   0","   0","   8","   0","   0","   6","   0","   0","   6","   0","   0"," 329","   9","   3","   0","  16","   0","   0","   1","   0","   1","   0","   0","   0","   6","   0","  16","   0","   0"," 156","  38","   7","   0","   0","   0","   0","   0","  80","  12","   4","   0","   0","   0","   0","   0","   0","   0","   0","   3","   6","   0","   0","   0","   1","   0","   0","  11","   0","   0","   0","   0","   0","   4","   0","   1","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 708","5485","   0","   0","   0","   0","   0","   0","   0","   0","   2","  20","   0","   0","   0","   0","   7","  13","   1"," 143","   0","   3","   1","   8","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   9","   0","  21","   0","   0","   0","   0","   0","   0","   0","   1","   0","   1","  31","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   2","   0","  31","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   1","   0","   0","   0","   0","   0","   0","  12","   0","   0","   3","   0","   0","   0","   1","   0"," 229","   0","   6","   0","  37","   0","   0","   2","   0","   0","   0","   0","   0","   0","   3","   7","   0","   0","  95","  14","   2","   0","   0","   0","   0","   0","  72","  27","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   9","   0","   0","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 737","5712","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   0","   0","   0","   9","  14","   0"," 108","   0","   7","   1","  21","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   7","   0","   0","   0","   0","   0","   3","   0","  25","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   6","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   3","   0","   0","   2","   0","   0"," 173","   0","   0","   0","  45","   0","   0","   0","   0","   0","   0","   0","   0","   1","   1","   4","   0","   0","  31","   5","   5","   0","   0","   0","   0","   0","  49","  11","   3","   0","   0","   0","   0","   0","   0","   0","   0","   4","   5","   0","   0","   0","   1","   0","   0","   8","   0","   1","   0","   0","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 749","5806","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","   0","   0","  11","  12","   0"," 149","   0","   9","   1","  11","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","  12","   0","   1","   0","   0","   1","  10","   0","  30","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","  13","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   6","   0","   1","   1","   0","   0","   0","   0","   0","   0","   0","   0","   6","   0","   0","   7","   0","   0"," 178","   0","   0","   0","  53","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   3","   0","   0","  32","  11","   1","   0","   0","   0","   0","   0","  75","  18","   1","   0","   0","   0","   0","   0","   0","   0","   0","   2","   3","   0","   0","   0","   0","   0","   0","   3","   0","   1","   0","   0","   0","   3","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 759","5884","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","  13","  20","   0"," 179","   0","  16","   0","   4","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","  12","   0","   0","   0","   0","   2","  12","   0","  15","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","  21","   0","   3","   2","   0","   0","   4","   0","   0","   0","   1","   4","   0","  20","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   9","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  10","   0","   0","  16","   0","   0"," 236","   0","   1","   0","  28","   0","   0","   1","   0","   1","   0","   0","   0","   4","   0","   2","   0","   0","  65","  16","   2","   0","   0","   0","   0","   0"," 117","  25","   4","   0","   0","   0","   0","   0","   0","   0","   0","   2","   5","   1","   0","   0","   1","   0","   0","  10","   0","   1","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 769","5962","   0","   0","   0","   0","   0","   0","   0","   0","   0","  17","   0","   0","   0","   0","  14","  13","   2"," 135","   0","   8","   0","   3","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   4","   0","  24","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  16","   0","   0","   0","   0","   0","   2","   0","   0","   0","   1","   1","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   8","   0","   0","  13","   0","   0"," 193","   0","   0","   0","  44","   0","   0","   2","   0","   0","   0","   0","   0","   0","   1","   9","   0","   0","  55","  14","   1","   0","   0","   0","   0","   0","  63","  25","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   5","   0","   0","   0","   1","   0","   0","   1","   0","   0","   0","   0","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 789","6119","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   0","   0","  11","  14","   0","  81","   0","   2","   0","   7","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   5","   0","   2","   0","   0","   0","   5","   0","   9","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   7","   0","   0"," 107","   0","   0","   0","  13","   0","   0","   0","   0","   0","   1","   0","   0","   2","   1","   1","   0","   0","  21","   4","   1","   0","   0","   0","   0","   0","  51","  12","   2","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 799","6197","   0","   0","   1","   0","   0","   0","   0","   0","   0","  11","   0","   0","   0","   0","  10","  16","   0"," 116","   0","   9","   2","  11","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   5","   1","   2","   0","   0","   0","   9","   0","  40","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   8","   0","   3","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   0","   0","   2","   0","   0","   8","   0","   0","   8","   0","   0"," 175","   0","   0","   0","  20","   0","   0","   0","   0","   1","   0","   0","   0","   1","   1","   2","   0","   0","  27","   9","   0","   0","   0","   0","   0","   0","  70","  20","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   1","   0","   0","   0","   0","   0","   9","   0","   0","   0","   1","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 814","6314","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","  27","  14","   1"," 201","   0","   5","   3","   9","   0","   0","   0","   0","   0","   0","   0","   8","   0","   1","   0","   0","   2","   0","   1","   0","   0","   1","   9","   0","  43","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","  24","   0","   4","   1","   0","   0","   1","   0","   0","   0","   1","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   5","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  13","   0","   0","   8","   0","   0"," 275","   0","   0","   0","  22","   1","   0","   3","   0","   0","   0","   0","   0","   3","   4","   6","   1","   0","  70","  23","   0","   0","   0","   0","   0","   0"," 143","  25","   5","   0","   0","   0","   0","   0","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   7","   0","   2","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0"
" 822","6377","   0","   0","   0","   0","   0","   0","   0","   0","   0","  23","   0","   0","   0","   0","  16","   8","   0"," 147","   0","   3","   1","   5","   0","   0","   0","   0","   0","   0","   0","   3","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","   2","   0","  28","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  15","   0","   1","   0","   0","   0","   2","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","  13","   0","   0","   6","   0","   0"," 188","   0","   0","   0","   8","   0","   0","   1","   0","   0","   0","   0","   0","   0","   3","   1","   0","   0","  59","   8","   0","   0","   0","   0","   0","   0"," 115","  21","   0","   0","   0","   0","   0","   0","   0","   0","   0","   2","   4","   0","   0","   0","   2","   0","   0","   3","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
" 833","6597","   0","   0","   0","   0","   0","   0","   0","   0","   0","  20","   0","   0","   0","   0","  14","  10","   0"," 140","   0","  13","   1","  24","   0","   0","   0","   0","   1","   0","   0","   9","   0","   0","   0","   0","  12","   0","   0","   0","   0","   0","  13","   0","  52","   1","   0","   0","   1","   0","   0","   0","   4","   0","   0","  11","   0","   3","   2","   0","   0","   1","   0","   0","   0","   0","   1","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   8","   0","   2","   0","   0","   0","   0","   0","   0","   1","   1","   0","   9","   0","   0","   4","   0","   0"," 297","   0","   0","   0","  18","   0","   0","   2","   0","   0","   0","   0","   0","   9","   5","   3","   0","   0","  60","  26","   1","   0","   0","   0","   0","   0","  74","  27","   1","   0","   0","   0","   1","   0","   0","   0","   0","   4","   5","   0","   0","   0","   0","   0","   0","   5","   0","   1","   0","   0","   0","   6","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
